id,city,distance,hotelNames,location,rate,reviewNumbers
66, Antalya,"3.7 miles from center","Shinagawa Prince Hotel", Antalya, Good ," 9,700 reviews "
67," Old Town Kaleici, Antalya","1.7 miles from center","Mitsui Garden Hotel Roppongi Tokyo Premier"," Old Town Kaleici, Antalya", Awesome , 655 reviews
68," Eski Lara, Antalya","3.1 miles from center","Richmond Hotel Asakusa"," Eski Lara, Antalya", Awesome , 30 reviews
69, Antalya,"3.7 miles from center","Mitsui Garden Hotel Jingugaien Tokyo Premier", Antalya, Excellent , 167 reviews
70," Old Town Kaleici, Antalya","0.9 miles from center","THE LIVELY AZABUJUBAN TOKYO"," Old Town Kaleici, Antalya", Very Good , 104 reviews
71," Old Town Kaleici, Antalya","3.1 miles from center","Grids Tokyo Ueno Hotel&Hostel"," Old Town Kaleici, Antalya", Excellent , 430 reviews
72," Eski Lara, Antalya","2.1 miles from center","Buena Àrte Hostel Ryogoku"," Eski Lara, Antalya", Awesome , 16 reviews
73," Antalya City Center, Antalya","3.1 miles from center","Henn na Hotel Tokyo Asakusa Tawaramachi"," Antalya City Center, Antalya", Good ," 1,792 reviews "
74," Eski Lara, Antalya","3.1 miles from center","Binemu Asabujuban"," Eski Lara, Antalya", Very Good , 374 reviews
75," Old Town Kaleici, Antalya","3.1 miles from center","Shinagawa Prince Hotel East Tower"," Old Town Kaleici, Antalya", Excellent , 720 reviews
76, Antalya,"3.7 miles from center","APA Hotel Yamanote Otsuka Eki Tower", Antalya, Excellent , 216 reviews
77," Old Town Kaleici, Antalya","3.1 miles from center","an/other TOKYO"," Old Town Kaleici, Antalya", Good , 285 reviews
78," Eski Lara, Antalya","3.7 miles from center","Mitsui Garden Hotel Ginza-gochome"," Eski Lara, Antalya", Excellent ," 1,121 reviews "
79," Old Town Kaleici, Antalya","3.1 miles from center","Hotel Fukuracia Harumi"," Old Town Kaleici, Antalya", Very Good , 930 reviews
80," Eski Lara, Antalya","2.1 miles from center","JR Kyushu Hotel Blossom Shinjuku"," Eski Lara, Antalya", Good , 305 reviews
81, Antalya,"3.1 miles from center","Shinagawa Prince Hotel N Tower", Antalya, Excellent ," 1,643 reviews "
82," Eski Lara, Antalya","3.7 miles from center","Hotel Comfact"," Eski Lara, Antalya", Excellent , 530 reviews
83," Old Town Kaleici, Antalya","3.1 miles from center","Sotetsu Fresa Inn Ueno-Okachimachi"," Old Town Kaleici, Antalya", Awesome , 576 reviews
84," Konyaalti Beach, Antalya","2.4 miles from center","Daiwa Roynet Hotel Shimbashi"," Konyaalti Beach, Antalya", Very Good , 306 reviews
85, Antalya,"3.1 miles from center","HOTEL REX Akasaka", Antalya, Very Good , 929 reviews
86, Antalya,"2.4 miles from center","TASUKI", Antalya, Excellent , 686 reviews
87," Konyaalti Beach, Antalya","3.1 miles from center","Hotel Amanek Kamata-Eki Mae"," Konyaalti Beach, Antalya", Very Good , 249 reviews
