walsCode,isoCode,glottocode,Name,genus,family,macroarea,countrycodes
bqo,eus,basq1248,Basque (Oñati),Basque,Basque,Eurasia,ES
bqr,eus,basq1248,Basque (Roncalese),Basque,Basque,Eurasia,ES
bqs,eus,basq1248,Basque (Sakana),Basque,Basque,Eurasia,ES
bqz,eus,basq1248,Basque (Zeberio),Basque,Basque,Eurasia,ES
bra,brb,lave1249,Brao,Bahnaric,Austro-Asiatic,Eurasia,VN
brb,bba,baat1238,Bariba,Gur,Niger-Congo,Africa,NG BJ
brc,brn,boru1252,Boruca,Talamanca,Chibchan,North America,CR
brd,bcj,bard1255,Bardi,Nyulnyulan,Nyulnyulan,Australia,AU
bre,bre,bret1244,Breton,Celtic,Indo-European,Eurasia,FR
brf,rif,tari1263,Berber (Rif),Berber,Afro-Asiatic,Africa,DZ MA
brh,brh,brah1256,Brahui,Northern Dravidian,Dravidian,Eurasia,PK
bri,bzd,brib1243,Bribri,Talamanca,Chibchan,North America,CR
brj,bji,burj1242,Burji,Lowland East Cushitic,Afro-Asiatic,Africa,ET
brk,bkl,beri1254,Berik,Tor,Tor-Orya,Papunesia,ID
brl,loy,lowa1242,Baragaunle,Bodic,Sino-Tibetan,Eurasia,NP
brm,mya,nucl1310,Burmese,Burmese-Lolo,Sino-Tibetan,Eurasia,MM
brn,bds,buru1320,Burunge,Southern Cushitic,Afro-Asiatic,Africa,TZ
bro,tcs,torr1261,Broken,Creoles and Pidgins,other,Australia,AU
brp,wra,wara1302,Barupu,Warapu,Skou,Papunesia,PG
brr,bor,boro1282,Bororo,Bororoan,Bororoan,South America,BR
brs,bsn,bara1380,Barasano,Tucanoan,Tucanoan,South America,CO
bru,bru,east2332,Bru (Eastern),Katuic,Austro-Asiatic,Eurasia,LA
brw,brv,west2397,Bru (Western),Katuic,Austro-Asiatic,Eurasia,LA
bry,byr,baru1267,Baruya,Angan,Trans-New Guinea,Papunesia,PG
brz,bvq,birr1240,Birri,Bongo-Bagirmi,Central Sudanic,Africa,CF
bse,tzm,cent2194,Berber (Ayt Seghrouchen Middle Atlas),Berber,Afro-Asiatic,Africa,MA
bsh,buf,bush1247,Bushoong,Bantoid,Niger-Congo,Africa,CD
bsi,siz,siwi1239,Berber (Siwa),Berber,Afro-Asiatic,Africa,EG
bsk,bak,bash1264,Bashkir,Turkic,Altaic,Eurasia,RU
bsl,bfi,brit1235,British Sign Language,Sign Languages,other,Eurasia,GB
bsm,bis,bisl1239,Bislama,Creoles and Pidgins,other,Papunesia,VU
bso,eus,basq1250,Basque (Souletin),Basque,Basque,Eurasia,FR
bsq,eus,basq1248,Basque,Basque,Basque,Eurasia,FR ES
bsr,bsc,bass1258,Basari,Northern Atlantic,Niger-Congo,Africa,GN SN
bth,bhm,bath1244,Bathari,Semitic,Afro-Asiatic,Eurasia,OM
bti,,beto1236,Betoi,Betoi,Betoi,South America,VR CO
btk,bnc,cent2083,Bontok,Northern Luzon,Austronesian,Papunesia,PH
bto,bbc,bata1289,Batak (Toba),Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,ID
bua,bvr,bura1267,Burarra,Burarran,Mangrida,Australia,AU
bub,bvb,bube1242,Bubi,Bantoid,Niger-Congo,Africa,GQ
bud,bdm,budu1265,Buduma,Biu-Mandara,Afro-Asiatic,Africa,NG TD CM
bug,bug,bugi1244,Bugis,South Sulawesi,Austronesian,Papunesia,ID
bui,bzq,buli1255,Buli (in Indonesia),South Halmahera - West New Guinea,Austronesian,Papunesia,ID
buj,nmg,kwas1243,Bujeba,Bantoid,Niger-Congo,Africa,GQ CM
buk,bxk,buku1249,Bukusu,Bantoid,Niger-Congo,Africa,KE
bul,bul,bulg1262,Bulgarian,Slavic,Indo-European,Eurasia,BG
bum,tkw,tean1237,Buma,Oceanic,Austronesian,Papunesia,SB
bun,buo,tere1278,Buin,East Bougainville,East Bougainville,Papunesia,PG
bur,bsk,buru1296,Burushaski,Burushaski,Burushaski,Eurasia,PK
bus,bqp,busa1253,Busa,Eastern Mande,Mande,Africa,NG
but,bxm,mong1330,Buriat,Mongolic,Altaic,Eurasia,MN RU CN
buu,mhs,buru1303,Buru,Central Malayo-Polynesian,Austronesian,Papunesia,ID
buw,bum,bulu1251,Bulu,Bantoid,Niger-Congo,Africa,CM
buy,bwu,buli1254,Buli (in Ghana),Gur,Niger-Congo,Africa,GH
bvi,wiv,bali1280,Bali-Vitu,Oceanic,Austronesian,Papunesia,PG
bwa,bdy,band1339,Bandjalang (Waalubal),Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU
bwc,bdr,west2560,Bajau (West Coast),Sama-Bajaw,Austronesian,Papunesia,MY
bxj,bxj,bayu1240,Bayungu,Western Pama-Nyungan,Pama-Nyungan,Australia,AU
bya,bee,byan1241,Byansi,Bodic,Sino-Tibetan,Eurasia,IN
bys,bsw,bais1246,Bayso,Lowland East Cushitic,Afro-Asiatic,Africa,ET
byu,bdy,band1339,Bandjalang (Yugumbir),Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU
bzi,bvz,bauz1241,Bauzi,East Geelvink Bay,East Geelvink Bay,Papunesia,ID
cab,cjp,cabe1245,Cabécar,Talamanca,Chibchan,North America,CR
cac,cbv,cacu1241,Cacua,Cacua-Nukak,Cacua-Nukak,South America,CO
cad,cad,cadd1256,Caddo,Caddoan,Caddoan,North America,US
cah,chl,cahu1264,Cahuilla,California Uto-Aztecan,Uto-Aztecan,North America,US
cai,suq,suri1267,Chai,Surmic,Eastern Sudanic,Africa,ET
cak,ckf,kaqc1274,Cakchiquel,Mayan,Mayan,North America,GT
cam,kbh,cams1241,Camsá,Camsá,Camsá,South America,CO
can,cbu,cand1248,Candoshi,Candoshi,Candoshi,South America,PE
cap,kaq,capa1241,Capanahua,Panoan,Panoan,South America,PE
car,car,gali1262,Carib,Cariban,Cariban,South America,SR
cas,cbr,cash1251,Cashibo,Panoan,Panoan,South America,PE
cat,cto,embe1260,Catio,Choco,Choco,South America,CO
cav,cav,cavi1250,Cavineña,Tacanan,Tacanan,South America,BO
cax,cpc,asha1243,Campa (Axininca),Pre-Andine Arawakan,Arawakan,South America,PE
cay,cbi,chac1249,Cayapa,Barbacoan,Barbacoan,South America,EC
cba,boi,barb1263,Chumash (Barbareño),Chumash,Chumash,North America,US
cbo,cao,chac1251,Chácobo,Panoan,Panoan,South America,BO
cch,coz,choc1279,Chocho,Popolocan,Oto-Manguean,North America,MX
cck,cic,chic1270,Chickasaw,Muskogean,Muskogean,North America,US
ccm,cco,coma1246,Chinantec (Comaltepec),Chinantecan,Oto-Manguean,North America,MX
cco,,tutu1242,Chasta Costa,Athapaskan,Na-Dene,North America,US
ccp,coc,coco1261,Cocopa,Yuman,Hokan,North America,MX US
cct,cho,choc1276,Choctaw,Muskogean,Muskogean,North America,US
cde,mch,maqu1238,Carib (De'kwana),Cariban,Cariban,South America,VR
cea,csw,swam1239,Cree (Swampy),Algonquian,Algic,North America,CA
ceb,ceb,cebu1242,Cebuano,Greater Central Philippine,Austronesian,Papunesia,PH
cec,cob,chic1271,Chicomuceltec,Mayan,Mayan,North America,MX
cem,cam,cemu1238,Cèmuhî,Oceanic,Austronesian,Papunesia,NC
cga,old,moch1256,Chaga,Bantoid,Niger-Congo,Africa,TZ
cha,cha,cham1312,Chamorro,Chamorro,Austronesian,Papunesia,GU
chb,can,cham1313,Chambri,Lower Sepik,Lower Sepik-Ramu,Papunesia,PG
chc,che,chec1245,Chechen,Nakh,Nakh-Daghestanian,Eurasia,RU
chd,cdn,chau1259,Chaudangsi,Bodic,Sino-Tibetan,Eurasia,IN
che,chr,cher1273,Cherokee,Southern Iroquoian,Iroquoian,North America,US
chg,nbc,chan1313,Chang,Northern Naga,Sino-Tibetan,Eurasia,IN MM
chh,sgw,seba1251,Chaha,Semitic,Afro-Asiatic,Africa,ET
chi,cid,chim1301,Chimariko,Chimariko,Hokan,North America,US
chj,cnm,chuj1249,Chuj,Mayan,Mayan,North America,GT
chk,ckt,chuk1273,Chukchi,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,RU
chl,cjh,uppe1439,Chehalis (Upper),Tsamosan,Salishan,North America,US
chm,cji,cham1309,Chamalal,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU
chn,chx,chan1310,Chantyal,Bodic,Sino-Tibetan,Eurasia,NP
cho,chd,high1242,Chontal (Highland),Tequistlatecan,Tequistlatecan,North America,MX
chp,chp,chip1261,Chipewyan,Athapaskan,Na-Dene,North America,CA
chq,chq,quio1240,Chinantec (Quiotepec),Chinantecan,Oto-Manguean,North America,MX
chr,crw,chra1242,Chrau,Bahnaric,Austro-Asiatic,Eurasia,VN
chs,csy,siyi1240,Chin (Siyin),Kuki-Chin,Sino-Tibetan,Eurasia,MM
cht,cya,nopa1235,Chatino (Nopala),Zapotecan,Oto-Manguean,North America,MX
chu,cag,niva1238,Chulupí,Matacoan,Matacoan,South America,PY
chv,chv,chuv1255,Chuvash,Turkic,Altaic,Eurasia,RU
chw,cja,west2650,Cham (Western),Malayo-Sumbawan,Austronesian,Eurasia,KH
chx,clo,lowl1260,Chontal (Huamelultec Oaxaca),Tequistlatecan,Tequistlatecan,North America,MX
chy,cbt,chay1248,Chayahuita,Cahuapanan,Cahuapanan,South America,PE
chz,nan,minn1241,Chaozhou,Chinese,Sino-Tibetan,Eurasia,CN
cic,nya,nyan1308,Chichewa,Bantoid,Niger-Congo,Africa,ZW MW ZM MZ
cil,lua,luba1249,CiLuba,Bantoid,Niger-Congo,Africa,CD
cin,inz,ines1240,Chumash (Ineseño),Chumash,Chumash,North America,US
cjo,pei,chic1272,Chichimeca-Jonaz,Chichimec,Oto-Manguean,North America,MX
ckh,mrn,chek1238,Cheke Holo,Oceanic,Austronesian,Papunesia,SB
ckl,chh,chin1286,Chinook (Lower),Chinookan,Penutian,North America,US
ckr,xra,cane1242,Canela-Krahô,Ge-Kaingang,Macro-Ge,South America,BR
cku,wac,wasc1239,Chinook (Upper),Chinookan,Penutian,North America,US
cla,clm,clal1241,Clallam,Central Salish,Salishan,North America,US
clc,,cola1237,Colac,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU
cld,cld,chal1275,Chaldean (Modern),Semitic,Afro-Asiatic,Eurasia,IQ
cle,cle,leal1235,Chinantec (Lealao),Chinantecan,Oto-Manguean,North America,MX
cln,clh,chil1275,Cholón,Cholon,Cholon,South America,PE
cly,clw,chul1246,Chulym,Turkic,Altaic,Eurasia,RU
cma,cbg,chim1309,Chimila,Chimila,Chibchan,South America,CO
cmc,xcm,come1251,Comecrudo,Comecrudan,Comecrudan,North America,MX
cme,cjm,east2563,Cham (Eastern),Malayo-Sumbawan,Austronesian,Eurasia,VN
cmh,ute,utes1238,Chemehuevi,Numic,Uto-Aztecan,North America,US
cmk,xch,chim1310,Chemakum,Chimakuan,Chimakuan,North America,US
cml,rab,caml1239,Camling,Mahakiranti,Sino-Tibetan,Eurasia,NP
cmn,com,coma1245,Comanche,Numic,Uto-Aztecan,North America,US
cmr,mrh,mara1382,Chin (Mara),Kuki-Chin,Sino-Tibetan,Eurasia,IN MM
cmx,coo,como1259,Comox,Central Salish,Salishan,North America,CA
cmy,chf,taba1266,Chontal Maya,Mayan,Mayan,North America,MX
cnl,ram,cane1242,Canela,Ge-Kaingang,Macro-Ge,South America,BR
cnm,knm,kana1291,Canamarí,Katukinan,Katukinan,South America,BR
cnt,yue,yuec1235,Cantonese,Chinese,Sino-Tibetan,Eurasia,CN
coa,xcw,coah1252,Coahuilteco,Coahuiltecan,Coahuiltecan,North America,MX
coc,cod,coca1259,Cocama,Tupi-Guaraní,Tupian,South America,PE
coe,crd,coeu1236,Coeur d'Alene,Interior Salish,Salishan,North America,US
cof,con,cofa1242,Cofán,Cofán,Cofán,South America,CO EC
cog,kog,cogu1240,Cogui,Arhuacic,Chibchan,South America,CO
coi,caa,chor1273,Chortí,Mayan,Mayan,North America,HN GT
col,cti,chol1281,Chol,Mayan,Mayan,North America,MX
com,swb,maor1244,Comorian,Bantoid,Niger-Congo,Africa,KM YT
coo,csz,coos1249,Coos (Hanis),Coosan,Oregon Coast,North America,US
cop,cop,copt1239,Coptic,Egyptian-Coptic,Afro-Asiatic,Africa,EG
cor,crn,elna1235,Cora,Corachol,Uto-Aztecan,North America,MX
cos,css,sout2986,Rumsien,Costanoan,Penutian,North America,US
cpa,cjo,ashe1273,Campa Pajonal Asheninca,Pre-Andine Arawakan,Arawakan,South America,PE
cpl,cpa,pala1351,Chinantec (Palantla),Chinantecan,Oto-Manguean,North America,MX
cpn,cdm,chep1245,Chepang,Mahakiranti,Sino-Tibetan,Eurasia,NP
cpw,ciw,chip1241,Chippewa (Red Lake and Pillager),Algonquian,Algic,North America,US
cpy,cap,chip1262,Chipaya,Uru-Chipaya,Uru-Chipaya,South America,BO
cqt,cax,chiq1248,Chiquitano,Chiquito,Chiquito,South America,BO
cre,crk,plai1258,Cree (Plains),Algonquian,Algic,North America,CA
crg,gui,east2555,Chiriguano,Tupi-Guaraní,Tupian,South America,PY BO AR
crh,cje,chru1239,Chru,Malayo-Sumbawan,Austronesian,Eurasia,VN
cri,crh,crim1257,Crimean Tatar,Turkic,Altaic,Eurasia,UZ
crj,cbd,cari1279,Carijona,Cariban,Cariban,South America,CO
crk,mus,cree1270,Creek,Muskogean,Muskogean,North America,US
crl,cal,caro1242,Carolinian,Oceanic,Austronesian,Papunesia,MP
crn,cor,corn1251,Cornish,Celtic,Indo-European,Eurasia,GB
cro,cro,crow1244,Crow,Core Siouan,Siouan,North America,US
crp,cbc,cara1272,Carapana,Tucanoan,Tucanoan,South America,CO BR
crq,crx,carr1249,Carrier,Athapaskan,Na-Dene,North America,CA
crt,crt,chor1274,Chorote,Matacoan,Matacoan,South America,PY AR BO
csc,cso,soch1239,Chinantec (Sochiapan),Chinantecan,Oto-Manguean,North America,MX
csf,cuc,usil1237,Chinantec (San Felipe Usila),Chinantecan,Oto-Manguean,North America,MX
csh,cbs,cash1254,Cashinahua,Panoan,Panoan,South America,PE BR
csk,csk,jola1262,Diola-Kasa,Northern Atlantic,Niger-Congo,Africa,
csl,csl,chin1283,Chinese Sign Language,Sign Languages,other,Eurasia,CN
cso,ctp,west2644,Chatino (Sierra Occidental),Zapotecan,Oto-Manguean,North America,MX
ctc,cux,cuic1234,Cuicatec,Mixtecan,Oto-Manguean,North America,MX
cte,cnt,tepe1279,Chinantec (Tepetotutla),Chinantecan,Oto-Manguean,North America,MX
cti,ctd,tedi1235,Chin (Tiddim),Kuki-Chin,Sino-Tibetan,Eurasia,MM
ctl,cat,stan1289,Catalan,Romance,Indo-European,Eurasia,ES
ctm,ctm,chit1248,Chitimacha,Chitimacha,Chitimacha,North America,US
ctt,cta,tata1258,Chatino (Tataltepec),Zapotecan,Oto-Manguean,North America,MX
ctw,chc,cata1286,Catawba,Catawban,Siouan,North America,US
cua,cua,cuaa1241,Cua,Bahnaric,Austro-Asiatic,Eurasia,VN
cub,cub,cube1242,Cubeo,Tucanoan,Tucanoan,South America,CO
cuc,,timo1237,Cuica,Timote-Cuica,Timote-Cuica,South America,VR
cui,cui,cuib1242,Cuiba,Guahiban,Guahiban,South America,CO
cul,cul,culi1244,Culina,Arauan,Arauan,South America,BR PE
cum,ncu,chum1261,Chumburung,Kwa,Niger-Congo,Africa,GH
cup,cup,cupe1243,Cupeño,California Uto-Aztecan,Uto-Aztecan,North America,US
cur,kpc,curr1243,Curripaco,Inland Northern Arawakan,Arawakan,South America,CO
cut,,cuit1236,Cuitlatec,Cuitlatec,Cuitlatec,North America,MX
cuu,chk,chuu1238,Chuukese,Oceanic,Austronesian,Papunesia,FM
cvc,cbk,chav1241,Chavacano,Creoles and Pidgins,other,Papunesia,PH
cve,cjv,chua1250,Chuave,Chimbu,Trans-New Guinea,Papunesia,PG
cwe,col,colu1241,Columbia-Wenatchi,Interior Salish,Salishan,North America,US
cya,ctp,west2644,Chatino (Yaitepec),Zapotecan,Oto-Manguean,North America,MX
cyg,cay,cayu1261,Cayuga,Northern Iroquoian,Iroquoian,North America,US
cyn,chy,chey1247,Cheyenne,Algonquian,Algic,North America,US
cyv,cyb,cayu1262,Cayuvava,Cayuvava,Cayuvava,South America,BO
cze,ces,czec1258,Czech,Slavic,Indo-European,Eurasia,CZ
daa,kzf,daak1235,Da'a,Celebic,Austronesian,Papunesia,ID
dab,dkx,nucl1683,Daba,Biu-Mandara,Afro-Asiatic,Africa,CM
dad,mps,dadi1250,Dadibi,Teberan,Teberan-Pawaian,Papunesia,PG
dag,dgz,daga1275,Daga,Dagan,Dagan,Papunesia,PG
dah,dal,daha1245,Dahalo,Dahalo,Afro-Asiatic,Africa,KE
dak,dak,dako1258,Dakota,Core Siouan,Siouan,North America,US
dam,mbp,mala1522,Damana,Arhuacic,Chibchan,South America,CO
dan,daf,dann1241,Dan,Eastern Mande,Mande,Africa,LR GN CI
dar,dry,dara1250,Darai,Indic,Indo-European,Eurasia,NP
dat,tcc,dato1239,Datooga,Nilotic,Eastern Sudanic,Africa,TZ
daw,kwa,daww1239,Dâw,Nadahup,Nadahup,South America,BR
day,dai,dayy1236,Day,Adamawa,Niger-Congo,Africa,TD
dbd,dav,tait1250,Dabida,Bantoid,Niger-Congo,Africa,KE
dbr,nld,dutc1256,Dutch (Brabantic),Germanic,Indo-European,Eurasia,BE
dbw,daf,dann1241,Dan (Blowo),Eastern Mande,Mande,Africa,CI
dca,dgc,casi1235,Dumagat (Casiguran),Northern Luzon,Austronesian,Papunesia,PH
dda,duj,dhuw1249,Dhuwal (Dätiwuy),Western Pama-Nyungan,Pama-Nyungan,Australia,AU
ddf,daj,darf1239,Daju (Dar Fur),Daju,Eastern Sudanic,Africa,SD
ddj,god,godi1239,Dadjriwalé,Kru,Niger-Congo,Africa,CI
dds,dds,donn1238,Donno So,Dogon,Dogon,Africa,BF ML
def,afn,defa1248,Defaka,Ijoid,Ijoid,Africa,NG
deg,deg,dege1246,Degema,Edoid,Niger-Congo,Africa,NG
den,dny,deni1241,Dení,Arauan,Arauan,South America,BR
der,kbv,dera1245,Dla (Proper),Senagi,Senagi,Papunesia,PG ID
des,des,desa1247,Desano,Tucanoan,Tucanoan,South America,CO BR
det,shg,shua1254,Deti,Khoe-Kwadi,Khoe-Kwadi,Africa,BW
deu,der,deor1238,Deuri,Bodo-Garo,Sino-Tibetan,Eurasia,IN
dga,dga,sout2789,Dagaare,Gur,Niger-Congo,Africa,GH BF
dgb,dag,dagb1246,Dagbani,Gur,Niger-Congo,Africa,GH
dge,gsg,germ1281,Deutsche Gebärdensprache,Sign Languages,other,Eurasia,DE
dgi,dgo,indo1311,Dogri,Indic,Indo-European,Eurasia,IN
dgo,doo,dong1290,Dongo,Ubangi,Niger-Congo,Africa,CD
dgr,dta,daur1238,Dagur,Mongolic,Altaic,Eurasia,CN
dgx,ing,dege1248,Degexit'an,Athapaskan,Na-Dene,North America,US
dha,dsh,daas1238,Dhaasanac,Lowland East Cushitic,Afro-Asiatic,Africa,ET
dhb,bjy,baya1257,Dharumbal,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU
dhi,div,dhiv1236,Dhivehi,Indic,Indo-European,Eurasia,MV
dhl,dhl,dhal1245,Dhalandji,Western Pama-Nyungan,Pama-Nyungan,Australia,AU
dhm,dhi,dhim1246,Dhimal,Dhimalic,Sino-Tibetan,Eurasia,NP
dhr,dhr,dhar1247,Dhargari,Western Pama-Nyungan,Pama-Nyungan,Australia,AU
dhu,dhu,dhur1239,Dhurga,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU
dhw,tbh,thur1254,Dharawal,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU
did,did,didi1258,Didinga,Surmic,Eastern Sudanic,Africa,SD
die,dih,kumi1248,Diegueño (Mesa Grande),Yuman,Hokan,North America,MX US
dig,mhu,diga1241,Digaro,Digaroan,Sino-Tibetan,Eurasia,IN
dim,dim,dime1235,Dime,South Omotic,Afro-Asiatic,Africa,ET
din,dip,nort2815,Dinka,Nilotic,Eastern Sudanic,Africa,SD
dio,dyo,jola1263,Diola-Fogny,Northern Atlantic,Niger-Congo,Africa,GM SN
diy,dif,dier1241,Diyari,Central Pama-Nyungan,Pama-Nyungan,Australia,AU
diz,mdx,dizi1235,Dizi,Dizoid,Afro-Asiatic,Africa,ET
dja,dyy,dyaa1242,Djabugay,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU
dji,jig,djin1251,Djingili,Djingili,Mirndi,Australia,AU
djm,djr,djam1256,Djambarrpuyngu,Western Pama-Nyungan,Pama-Nyungan,Australia,AU
djn,dji,djin1253,Djinang,Western Pama-Nyungan,Pama-Nyungan,Australia,AU
djp,duj,dhuw1249,Djapu,Western Pama-Nyungan,Pama-Nyungan,Australia,AU
djr,ddj,jaru1254,Djaru,Western Pama-Nyungan,Pama-Nyungan,Australia,AU
dli,nld,dutc1256,Dutch (Limburg),Germanic,Indo-European,Eurasia,BE
dlm,kbv,dera1245,Dla (Menggwa),Senagi,Senagi,Papunesia,PG
dma,dma,duma1253,Duma,Bantoid,Niger-Congo,Africa,GA
dmi,dus,dumi1241,Dumi,Mahakiranti,Sino-Tibetan,Eurasia,NP
dmk,dmk,doma1260,Dumaki,Indic,Indo-European,Eurasia,PK
dms,dis,dima1251,Dimasa,Bodo-Garo,Sino-Tibetan,Eurasia,IN
dng,diz,ding1239,Ding,Bantoid,Niger-Congo,Africa,CD
dni,dni,lowe1415,Dani (Lower Grand Valley),Dani,Trans-New Guinea,Papunesia,ID
dnw,daa,dang1274,Dangaléat (Western),East Chadic,Afro-Asiatic,Africa,TD
dob,kvo,dobe1238,Dobel,Central Malayo-Polynesian,Austronesian,Papunesia,ID
dok,ngc,ngom1268,Doko,Bantoid,Niger-Congo,Africa,CD
dol,dlg,dolg1241,Dolgan,Turkic,Altaic,Eurasia,RU
dom,rmt,doma1258,Domari,Indic,Indo-European,Eurasia,IR JO IL
don,kmc,sout2741,Dong,Kam-Tai,Tai-Kadai,Eurasia,CN
dou,tds,dout1240,Doutai,Lakes Plain,Lakes Plain,Papunesia,ID
doy,dow,doya1240,Doyayo,Adamawa,Niger-Congo,Africa,CM
dre,dhv,dehu1237,Drehu,Oceanic,Austronesian,Papunesia,NC
drg,dar,darg1241,Dargwa,Lak-Dargwa,Nakh-Daghestanian,Eurasia,RU
dri,prs,dari1249,Dari,Iranian,Indo-European,Eurasia,AF
drm,drd,darm1243,Darma,Bodic,Sino-Tibetan,Eurasia,IN
dsh,dan,dani1285,Danish,Germanic,Indo-European,Eurasia,DK
dts,dts,toro1252,Toro So,Dogon,Dogon,Africa,BF ML
dua,dua,dual1243,Duala,Bantoid,Niger-Congo,Africa,CM
dug,gwd,gaww1239,Dullay (Gollango),Lowland East Cushitic,Afro-Asiatic,Africa,ET
duk,dud,huns1239,Duka,Kainji,Niger-Congo,Africa,NG
dul,duu,drun1238,Dulong,Nungish,Sino-Tibetan,Eurasia,CN
dum,vam,vani1248,Dumo,Western Skou,Skou,Papunesia,PG
dun,duc,duna1248,Duna,Duna,Trans-New Guinea,Papunesia,PG
dut,nld,dutc1256,Dutch,Germanic,Indo-European,Eurasia,NL
duz,zea,zeeu1238,Dutch (Zeeuws),Germanic,Indo-European,Eurasia,NL BE
dyi,dbl,dyir1250,Dyirbal,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU
dym,dyi,djim1235,Dyimini,Gur,Niger-Congo,Africa,CI
dyu,dyu,dyul1238,Dyula,Western Mande,Mande,Africa,ML BF CI
ebi,igb,ebir1243,Ebira,Nupoid,Niger-Congo,Africa,NG
edo,etr,edol1239,Edolo,Bosavi,Bosavi,Papunesia,PG
efi,efi,efik1245,Efik,Cross River,Niger-Congo,Africa,NG
ega,ega,egaa1242,Ega,Kwa,Niger-Congo,Africa,CI
egn,enn,enge1239,Engenni,Edoid,Niger-Congo,Africa,NG
eip,eip,eipo1242,Eipo,Mek,Trans-New Guinea,Papunesia,ID
eja,etu,ejag1239,Ejagham,Bantoid,Niger-Congo,Africa,NG CM
eka,ekg,ekar1243,Ekari,Wissel Lakes-Kemandoga,Trans-New Guinea,Papunesia,ID
eko,eko,koti1238,Ekoti,Bantoid,Niger-Congo,Africa,MZ
els,mrf,else1239,Elseng,Morwap,Morwap,Papunesia,ID
emb,emp,nort2972,Emberá (Northern),Choco,Choco,South America,PA CO
emc,cmi,embe1262,Embera Chami,Choco,Choco,South America,CO
eme,eme,emer1243,Émérillon,Tupi-Guaraní,Tupian,South America,GF
eml,emb,emba1238,Embaloh,South Sulawesi,Austronesian,Papunesia,ID
emm,amy,amii1238,Emmi,Wagaydy,Western Daly,Australia,AU
ena,enq,enga1252,Enga,Engan,Trans-New Guinea,Papunesia,PG
ene,enh,enet1250,Enets,Samoyedic,Uralic,Eurasia,RU
eng,eng,stan1293,English,Germanic,Indo-European,Eurasia,GB IE
eno,eno,engg1245,Enggano,Enggano,Austronesian,Papunesia,ID
eny,gey,enya1247,Enya,Bantoid,Niger-Congo,Africa,CD
epe,sja,epen1239,Epena Pedee,Choco,Choco,South America,CO
erk,erk,sout2856,Efate (South),Oceanic,Austronesian,Papunesia,VU
err,erg,siee1239,Erromangan,Oceanic,Austronesian,Papunesia,VU
ese,ese,esee1248,Ese Ejja,Tacanan,Tacanan,South America,PE BO
esm,,atac1235,Esmeraldeño,Tacame,Tacame,South America,EC
ess,esq,esse1238,Esselen,Esselen,Esselen,North America,US
est,est,esto1258,Estonian,Finnic,Uralic,Eurasia,EE
ets,ets,yekh1238,Etsako,Edoid,Niger-Congo,Africa,NG
eud,opt,opat1246,Eudeve,Cahita,Uto-Aztecan,North America,MX
eve,evn,even1259,Evenki,Tungusic,Altaic,Eurasia,RU
evn,eve,even1260,Even,Tungusic,Altaic,Eurasia,RU
ewa,ewe,ewee1241,Ewe (Anglo),Kwa,Niger-Congo,Africa,GH
ewe,ewe,ewee1241,Ewe,Kwa,Niger-Congo,Africa,TG GH
ewo,ewo,ewon1239,Ewondo,Bantoid,Niger-Congo,Africa,CM
eya,eya,eyak1241,Eyak,Eyak,Na-Dene,North America,US
far,fao,faro1244,Faroese,Germanic,Indo-European,Eurasia,DK
fas,faa,fasu1242,Fasu,Fasu,Trans-New Guinea,Papunesia,PG
fbf,fuh,west2454,Fula (Burkina Faso),Northern Atlantic,Niger-Congo,Africa,BF
fea,frs,east2288,Frisian (Eastern),Germanic,Indo-European,Eurasia,DE
fef,fmp,fefe1239,Fe'fe',Bantoid,Niger-Congo,Africa,CM
fgo,fub,adam1253,Fulani (Gombe),Northern Atlantic,Niger-Congo,Africa,NG
fgu,fuf,pula1262,Fula (Guinean),Northern Atlantic,Niger-Congo,Africa,GN
fij,fij,fiji1243,Fijian,Oceanic,Austronesian,Papunesia,FJ
fin,fin,finn1318,Finnish,Finnic,Uralic,Eurasia,FI
fio,kng,koon1244,Fiote,Bantoid,Niger-Congo,Africa,CD
fiw,wyy,west2519,Fijian (Wayan),Oceanic,Austronesian,Papunesia,FJ
fli,fuh,west2454,Ful (Liptako),Northern Atlantic,Niger-Congo,Africa,BF
fma,fuc,pula1263,Fula (Mauritanian),Northern Atlantic,Niger-Congo,Africa,MR
fni,fuv,nige1253,Fula (Nigerian),Northern Atlantic,Niger-Congo,Africa,NG
fno,frr,nort2626,Frisian (North),Germanic,Indo-European,Eurasia,DE
foe,foi,foii1241,Foe,Kutubuan,Trans-New Guinea,Papunesia,PG
fon,fon,fonn1241,Fongbe,Kwa,Niger-Congo,Africa,BJ
for,for,fore1270,Fore,Eastern Highlands,Trans-New Guinea,Papunesia,PG
fox,sac,mesk1242,Fox,Algonquian,Algic,North America,US
fqs,fqs,fass1245,Momu,Fas,Kwomtari-Baibai,Papunesia,PG
