ID;SUBSYSTEM;CODE;COVWATERHYDRANTUNITTYPE;DISTANCEFROMCORNER;FEEDERLEN;DIR;LINE;COLOR;INCOMM;CHR0;CHR1;STREET_NUMBER;STREET;OLDHYDNUM;CASTSUB;OOCDATE;OOCNOTES;INSTDATE1;ORACLEID;ACTIVE;REMARKS;FIREUSEONLY;STATUS;COMPRESSION;ADDDTTM;ADDBY;MODBY;FEATURE_ID;UNITID;Geom;Geo Local Area
WH-P22-004;DSTR;TC;TC1;0.0;1.5;;;Blue;Yes;;;;NEC E 56TH AV & ONTARIO ST;72D08;COVAV;;;1961-01-01;__FJ8UDP;Active;;N;IN_SERVICE;No;2009-11-10T10:31:45+01:00;covDBimport;SDE 834766;29499;29499;"{""type"": ""Point"", ""coordinates"": [-123.10600300040036, 49.21945883875077]}";Sunset
WH-P22-006;DSTR;TC;TC1;1.8;0.9;E-EAST;E-EAST;Blue;Yes;;;;NEC E 57TH AV & QUEBEC ST;83C02;COVAV;;;1961-01-01;__FJ8UDV;Active;;N;IN_SERVICE;No;2009-11-10T10:15:15+01:00;covDBimport;SDE 834766;28080;28080;"{""type"": ""Point"", ""coordinates"": [-123.10386446022551, 49.218595049109766]}";Sunset
WH-P22-008;DSTR;Mueller;SupCent250;0.0;2.3;;;Yellow;Yes;;;;NEC E 55TH AV & QUEBEC ST;72D06;COVAV;;;1943-01-01;__FJ8UDT;Active;;N;IN_SERVICE;Yes;2009-11-10T10:10:18+01:00;covDBimport;ENYAMW;27799;27799;"{""type"": ""Point"", ""coordinates"": [-123.10382058897783, 49.22024197948086]}";Sunset
WH-P22-011;DSTR;TC;TC1;3.0;0.9;N-NORTH;N-NORTH;Blue;Yes;;;;NWC MAIN ST & E 53RD AV;73B09;COVAV;;;1967-01-01;__FJFK5K;Active;;N;IN_SERVICE;No;2009-11-10T10:38:00+01:00;covDBimport;DAC64;30474;30474;"{""type"": ""Point"", ""coordinates"": [-123.10191907275107, 49.2220824774069]}";Sunset
WH-P22-015;DSTR;TC;TC1;2.4;2.4;N-NORTH;N-NORTH;Blue;Yes;;;;NWC MAIN ST & E 57TH AV;83C03;COVAV;;;1968-01-01;__FJ8UE0;Active;;N;IN_SERVICE;No;2009-11-10T10:43:36+01:00;covDBimport;SDE 834766;33015;33015;"{""type"": ""Point"", ""coordinates"": [-123.10204777389485, 49.218611564489194]}";Sunset
WH-P23-002;DSTR;AVK;2780;5.5;1.6;S-SOUTH;S-SOUTH;Blue;Yes;;;;NWC MANITOBA ST & W 60TH AV;83C18;COVAV;;;1949-01-01;__FJ8UD2;Active;;N;IN_SERVICE;Yes;2009-11-10T10:36:55+01:00;covDBimport;SDE 834766;30060;30060;"{""type"": ""Point"", ""coordinates"": [-123.10995069758727, 49.216021444151515]}";Marpole
WH-P23-007;DSTR;TC;TC1;96.9;0.9;E-EAST;E-EAST;Blue;Yes;;;MidBlk 100;W 62ND AV;83D03;COVAV;;;1958-01-01;__FJ8UD7;Active;;N;IN_SERVICE;No;2009-11-10T10:24:11+01:00;covDBimport;SDE 834766;28639;28639;"{""type"": ""Point"", ""coordinates"": [-123.10842890669629, 49.214311197457114]}";Marpole
WH-P23-008;DSTR;Clow;BrigadierM;3.7;0.6;W-WEST;W-WEST;Blue;Yes;;;;NWC W 62ND AV & MANITOBA ST;83D02;COVAV;;;1958-01-01;__FJ8UD6;Active;;N;IN_SERVICE;Yes;2009-11-10T10:16:00+01:00;covDBimport;RIH83;28250;28250;"{""type"": ""Point"", ""coordinates"": [-123.11009065550331, 49.214324404881296]}";Marpole
WH-P23-010;DSTR;AVK;2780;1.6;3.5;N-NORTH;N-NORTH;Blue;Yes;;;;NEC ONTARIO ST & E 60TH AV;83C16;COVAV;;;2009-11-05;__FJ8UDA;Active;;N;IN_SERVICE;Yes;2009-11-10T10:03:30+01:00;covDBimport;SDE 834766;27657;27657;"{""type"": ""Point"", ""coordinates"": [-123.1062104767237, 49.216027399474555]}";Sunset
WH-P23-015;DSTR;TC;TC1;2.4;1.5;W-WEST;W-WEST;Blue;Yes;;;;NWC E 59TH AV & MAIN ST;83C11;COVAV;;;1978-01-01;__FJ8UDF;Active;;N;IN_SERVICE;No;2009-11-10T10:30:47+01:00;covDBimport;SDE 834766;29178;29178;"{""type"": ""Point"", ""coordinates"": [-123.1021689862719, 49.216832200426914]}";Sunset
WH-P23-022;DSTR;TC;C71P;75.6;2.4;N-;N-;Blue;Yes;;;Nend 7400;COLUMBIA ST;83C23;COVAV;;;1993-01-01;__FJEJNG;Active;;N;IN_SERVICE;Yes;2009-11-10T10:45:38+01:00;covDBimport;SDE 834766;32123;32123;"{""type"": ""Point"", ""coordinates"": [-123.11115025351465, 49.217647056409184]}";Marpole
WH-P23-024;DSTR;AVK;2780;0.0;8.0;;;;Yes;;;;NWC ONTARIO ST & E 59TH AV;;COVAV;;;2009-11-19;__FPBV0P;Active;;N;IN_SERVICE;Yes;2010-04-12T17:07:45+02:00;ENWWIO;SDE 834766;682394;682394;"{""type"": ""Point"", ""coordinates"": [-123.10625010658686, 49.216918327495996]}";Sunset
WH-P24-004;DSTR;Mueller;CENTURION;73.5;3.7;N-NORTH;N-NORTH;Blue;Yes;;;ES 8200;MANITOBA ST;84C04;COVAV;;;1955-01-01;__FJ8UCM;Active;;N;IN_SERVICE;Yes;2009-11-10T10:37:00+01:00;covDBimport;RIH83;30454;30454;"{""type"": ""Point"", ""coordinates"": [-123.10998489383155, 49.21023073277361]}";Marpole
WH-P24-005;DSTR;AVK;2780;104.9;1.2;W-WEST;W-WEST;Blue;Yes;;;MidBlk 69;W 69TH AV;84C09;;2013-07-16;HCV open still could use Data loggers deployed;2006-10-20;__FJ8UCL;Active;;N;IN_SERVICE;Yes;2009-11-10T10:42:00+01:00;covDBimport;SDE 834766;33708;33708;"{""type"": ""Point"", ""coordinates"": [-123.10829254360684, 49.20952086732272]}";Marpole
WH-P24-006;DSTR;Mueller;CENTURION;3.7;3.4;N-NORTH;N-NORTH;Blue;Yes;;;;NEC ONTARIO ST & E 69TH AV;84C10;COVAV;;Data loggers put out could use in emergency.  HCV open;1957-01-01;__FJ8UCK;Active;;N;IN_SERVICE;Yes;2009-11-10T10:44:00+01:00;covDBimport;RIH83;32443;32443;"{""type"": ""Point"", ""coordinates"": [-123.10658331339074, 49.20954545810095]}";Sunset
WH-P24-010;DSTR;AVK;2780;4.9;2.2;N-NORTH;N-NORTH;Blue;Yes;;;;NEC ONTARIO ST & E 63RD AV;83D09;COVAV;;;2009-04-15;__FJ8UCH;Active;;N;IN_SERVICE;Yes;2009-11-10T10:42:59+01:00;covDBimport;SDE 834766;33948;33948;"{""type"": ""Point"", ""coordinates"": [-123.10635511889242, 49.21347797636175]}";Sunset
WH-P24-014;DSTR;AVK;2780;119.8;1.5;W-WEST;W-WEST;Blue;Yes;;;MidBlk 101;SE MARINE DRIVE;84C17;COVAV;;;2000-01-01;__FJ8UCQ;Active;;N;IN_SERVICE;Yes;2009-11-10T10:26:00+01:00;covDBimport;SDE 834766;28837;28837;"{""type"": ""Point"", ""coordinates"": [-123.10403066748394, 49.21153847874067]}";Sunset
WH-P24-015;DSTR;TC;C71P;15.8;2.4;N-NORTH;N-NORTH;Blue;Yes;;;;NWC MAIN ST & SE MARINE DRIVE;83D16;COVAV;;;;__FJE94C;Active;;Y;IN_SERVICE;Yes;2009-11-10T10:45:46+01:00;covDBimport;SDE 834766;32331;32331;"{""type"": ""Point"", ""coordinates"": [-123.1023387932581, 49.2114186796575]}";Sunset
WH-P24-019;DSTR;TC;C71P;1.3;3.0;N-NORTH;N-NORTH;Blue;Yes;;;;NWC MAIN ST & E 69TH AV;84C19;COVAV;2004-09-23;HYD mva;2005-10-29;__FJ8WPO;Active;;N;IN_SERVICE;Yes;2009-11-10T10:34:48+01:00;covDBimport;SDE 834766;31613;31613;"{""type"": ""Point"", ""coordinates"": [-123.10246091989902, 49.20943735898041]}";Sunset
WH-P25-003;DSTR;TC;C71P;7.9;1.2;E-EAST;E-EAST;Blue;Yes;;;;SEC W KENT AV NORTH & MANITOBA ST;84D01;COVAV;2013-07-17;Data loggers deployed Hydrant still usable for emergencies;2004-09-01;__FJ8UC5;Active;;N;IN_SERVICE;Yes;2009-11-10T10:46:00+01:00;covDBimport;SDE 834766;32352;32352;"{""type"": ""Point"", ""coordinates"": [-123.11007976617199, 49.206798200751805]}";Marpole
WH-P25-012;DSTR;TC;C71P;1.5;0.9;E-WEST;E-WEST;Blue;Yes;;;;SWC MAIN ST & E KENT AV SOUT;84D03;COVAV;;;1992-01-01;__FJE94E;Active;;N;IN_SERVICE;Yes;2009-11-10T10:39:00+01:00;covDBimport;SDE 834766;29843;29843;"{""type"": ""Point"", ""coordinates"": [-123.10256477109402, 49.20688887343712]}";Sunset
WH-P25-015;DSTR;AVK;2780;102.7;2.1;N-NORTH;N-NORTH;Blue;Yes;;;WS 8400;MAIN ST;84C20;;2014-03-03;Stem is broken;2002-01-01;__FJ8WPP;Active;replaced 7/26/2011;N;IN_SERVICE;Yes;2009-11-10T10:43:00+01:00;covDBimport;SDE 834766;33050;33050;"{""type"": ""Point"", ""coordinates"": [-123.10253340649834, 49.20820634298109]}";Sunset
WH-Q08-003;DSTR;AVK;2780;2.4;4.2;S-SOUTH;S-SOUTH;Blue;Yes;;;;SEC MAIN ST & E CORDOVA ST;07D14;COVAV;;;2005-12-09;__FN2F1O;Active;;N;IN_SERVICE;Yes;2009-11-10T10:38:57+01:00;covDBimport;SDE 834766;30769;30769;"{""type"": ""Point"", ""coordinates"": [-123.09946122248884, 49.28215211492205]}";Strathcona
WH-Q08-010;DSTR;Mueller;CENTURION;3.0;1.5;N-NORTH;N-NORTH;Blue;Yes;;;;NWC GORE AV & E CORDOVA ST;09A19;COVAV;;;1948-01-01;__FJ8V4L;Active;;N;IN_SERVICE;Yes;2009-11-10T10:34:15+01:00;covDBimport;RIH83;31746;31746;"{""type"": ""Point"", ""coordinates"": [-123.09772191761101, 49.28236801695417]}";Strathcona
WH-Q08-013;DSTR;TC;C71P;33.8;2.5;N-NORTH;N-NORTH;Blue;Yes;;;;DUNLEVY AV;09A03;COVAV;;;2003-01-01;__FJF4B2;Active;;N;IN_SERVICE;Yes;2009-11-10T10:40:00+01:00;covDBimport;SDE 834766;32801;32801;"{""type"": ""Point"", ""coordinates"": [-123.09532350545581, 49.285263623912435]}";Strathcona
WH-Q08-014;DSTR;TC;C71P;2.4;1.5;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC RAILWAY ST & DUNLEVY AV;09A04;COVAV;;;2003-01-01;__FJF4BK;Active;;N;IN_SERVICE;Yes;2009-11-10T10:08:32+01:00;covDBimport;SDE 834766;27634;27634;"{""type"": ""Point"", ""coordinates"": [-123.09534987782399, 49.28474234092827]}";Strathcona
WH-Q08-017;DSTR;TC;C71P;1.2;3.8;N-NORTH;N-NORTH;Blue;Yes;;;;NWC DUNLEVY AV & E CORDOVA ST;09A20;COVAV;;;2003-01-01;__FJF9X3;Active;;N;IN_SERVICE;Yes;2009-11-10T10:39:55+01:00;covDBimport;SDE 834766;33145;33145;"{""type"": ""Point"", ""coordinates"": [-123.09541048433017, 49.28231627438418]}";Strathcona
WH-Q08-018;DSTR;TC;C71P;1.5;1.5;N-NORTH;N-NORTH;Blue;Yes;;;;NWC DUNLEVY AV & E HASTINGS ST;09B03;COVAV;2003-03-03;TFN;2003-01-01;__FJ8WZW;Active;;N;IN_SERVICE;Yes;2009-11-10T10:39:26+01:00;covDBimport;SDE 834766;29885;29885;"{""type"": ""Point"", ""coordinates"": [-123.09545723136546, 49.281403243302464]}";Strathcona
WH-Q08-021;DSTR;TC;TC1;4.0;1.0;W-WEST;W-WEST;Blue;Yes;;;;SWC ALEXANDER ST & JACKSON AV;09A08;COVAV;;;1982-01-01;__FJ8UY7;Active;;N;IN_SERVICE;No;2009-11-10T10:33:03+01:00;covDBimport;SDE 834766;31991;31991;"{""type"": ""Point"", ""coordinates"": [-123.09347825524604, 49.28392685657381]}";Strathcona
WH-Q08-032;DSTR;AVK;2780;0.9;0.6;N-NORTH;N-NORTH;Blue;Yes;;;;NWC MAIN ST & POWELL ST;07D10;COVAV;;;2005-12-06;__FN292J;Active;;N;IN_SERVICE;Yes;2009-11-10T10:38:57+01:00;covDBimport;SDE 834766;29739;29739;"{""type"": ""Point"", ""coordinates"": [-123.09967366100473, 49.28329363556444]}";Downtown
WH-Q09-006;DSTR;TC;TC1;0.9;1.0;N-SOUTH;N-SOUTH;Blue;Yes;;;;SWC MAIN ST & PRIOR ST;21C22;COVAV;;;1981-01-01;__FJ8V4G;Active;;N;IN_SERVICE;No;2009-11-10T10:04:27+01:00;covDBimport;SDE 834766;27681;27681;"{""type"": ""Point"", ""coordinates"": [-123.10008484290198, 49.27668909988872]}";Downtown
WH-Q09-009;DSTR;Clow;BrigadierM;0.3;1.4;N-NORTH;N-NORTH;Blue;Yes;;;;NWC GORE AV & KEEFER ST;09B14;COVAV;;;1990-01-01;__FJ8W70;Active;;N;IN_SERVICE;Yes;2009-11-10T10:10:00+01:00;covDBimport;integration;27824;27824;"{""type"": ""Point"", ""coordinates"": [-123.09733769411677, 49.27957457375238]}";Strathcona
WH-Q09-010;DSTR;Clow;BrigadierM;2.1;3.1;N-NORTH;N-NORTH;Blue;Yes;;;;NWC GORE AV & E GEORGIA ST;09B23;COVAV;;;;__FJ8UXM;Active;;N;IN_SERVICE;Yes;2009-11-10T10:36:00+01:00;covDBimport;integration;30070;30070;"{""type"": ""Point"", ""coordinates"": [-123.09719679829084, 49.27864636265317]}";Strathcona
WH-Q09-014;DSTR;TC;TC1;79.9;0.5;S-SOUTH;S-SOUTH;Blue;Yes;;;;NWC DUNLEVY AV & E GEORGIA ST;09B22;COVAV;;;;__FJ8UXO;Active;;N;IN_SERVICE;No;2009-11-10T10:36:39+01:00;covDBimport;SDE 834766;30632;30632;"{""type"": ""Point"", ""coordinates"": [-123.09560122970063, 49.278593155986506]}";Strathcona
WH-Q09-023;DSTR;TC;TC1;0.9;1.0;E-EAST;E-EAST;Blue;Yes;;;;NEC KEEFER ST & PRINCESS AV;09B17;COVAV;;;1971-01-01;__FJ8UXK;Active;;N;IN_SERVICE;No;2009-11-10T10:30:25+01:00;covDBimport;SDE 834766;28981;28981;"{""type"": ""Point"", ""coordinates"": [-123.09144516673436, 49.27942726076883]}";Strathcona
WH-Q09-028;DSTR;AVK;2780;2.1;2.5;N-NORTH;N-NORTH;Blue;Yes;;;;NWC HEATLEY AV & KEEFER ST;09B18;COVAV;;;2008-01-23;__FJFK84;Active;;N;IN_SERVICE;Yes;2009-11-10T10:38:00+01:00;covDBimport;KAH78;30815;30815;"{""type"": ""Point"", ""coordinates"": [-123.08971203809463, 49.279398962235774]}";Strathcona
WH-Q09-032;DSTR;AVK;2780;3.4;9.0;E-EAST;E-EAST;Blue;Yes;;;;SEC E PENDER ST & MAIN ST;07D30;COVAV;;;1957-01-01;__FJFK3W;Active;;N;IN_SERVICE;Yes;2009-11-10T10:15:00+01:00;covDBimport;ENWWDAS;28065;28065;"{""type"": ""Point"", ""coordinates"": [-123.09955267606105, 49.2802619513404]}";Strathcona
WH-Q10-002;DSTR;TC;C71P;0.0;4.6;;;Blue;Yes;;;;NWC NATIONAL AV & MAIN ST;21C10;COVAV;;;1993-01-01;__FJ8WWR;Active;;N;IN_SERVICE;Yes;2009-11-10T10:40:32+01:00;covDBimport;SDE 834766;33885;33885;"{""type"": ""Point"", ""coordinates"": [-123.10014849705884, 49.275025304024595]}";Downtown
WH-Q10-004;DSTR;TC;TC1;5.2;1.7;E Line;E Line;Blue;Yes;;;WS 1100;TATION ST;20A22;;2020-06-08;Damaged Hydrant;1992-11-25;__FJ8WAK;Active;;N;IN_SERVICE;Yes;2009-11-10T10:21:41+01:00;covDBimport;GAW21;28560;28560;"{""type"": ""Point"", ""coordinates"": [-123.09866404877768, 49.27356265008144]}";Strathcona
WH-Q10-008;DSTR;TC;C71P;3.4;11.1;E-EAST;E-EAST;Blue;Yes;;;;NEC EVANS AV & THORNTON ST;20A15;COVAV;;;;__FJ8UXF;Active;;N;IN_SERVICE;Yes;2009-11-10T10:25:01+01:00;covDBimport;HOM27;28768;28768;"{""type"": ""Point"", ""coordinates"": [-123.0928094984401, 49.27279757555142]}";Strathcona
WH-Q10-013;DSTR;AVK;2780;0.0;4.3;;;Blue;Yes;;;NS 600;MALKIN AV;20A11;COVAV;;;2006-12-01;__FJ8WWU;Active;;N;IN_SERVICE;Yes;2009-11-10T10:30:37+01:00;covDBimport;SDE 834766;29235;29235;"{""type"": ""Point"", ""coordinates"": [-123.0914329277297, 49.275461752696884]}";Strathcona
WH-Q11-008;DSTR;TC;TC1;166.1;0.6;E-EAST;E-EAST;Blue;Yes;;;NS 300;INDUSTRIAL AV;20B12;COVAV;;;;__FJ8UX9;Active;;N;IN_SERVICE;No;2009-11-10T10:08:00+01:00;covDBimport;ENYAMW;27645;27645;"{""type"": ""Point"", ""coordinates"": [-123.09570308303923, 49.269576761809375]}";Strathcona
WH-Q11-011;DSTR;TC;TC1;1.5;0.9;E-EAST;E-EAST;Blue;Yes;;;;SEC E 1ST AV & LORNE ST;20B05;COVAV;;;1962-01-01;__FJ8V47;Active;;N;IN_SERVICE;No;2009-11-10T10:40:26+01:00;covDBimport;SDE 834766;33745;33745;"{""type"": ""Point"", ""coordinates"": [-123.0987544823022, 49.269115394098556]}";Strathcona
WH-Q11-014;DSTR;AVK;2780;2.1;1.0;N-NORTH;N-NORTH;Blue;Yes;;;;NWC LORNE ST & E 2ND AV;20B04;COVAV;;;2010-03-31;__FJ8V3Z;Active;replaced:  6/21/2011;N;IN_SERVICE;Yes;2009-11-10T10:45:00+01:00;covDBimport;SDE 834766;32403;32403;"{""type"": ""Point"", ""coordinates"": [-123.09958618240323, 49.26876855405987]}";Strathcona
WH-Q11-015;DSTR;AVK;2780;70.0;10.0;W-WEST;W-WEST;Blue;Yes;;;BLVD 400;TERMINAL AV;20A18;COVAV;;;2009-07-10;__FJ8WMZ;Active;;N;IN_SERVICE;Yes;2009-11-10T10:31:00+01:00;covDBimport;ENWWDAS;29618;29618;"{""type"": ""Point"", ""coordinates"": [-123.09444946177184, 49.27177924126393]}";Strathcona
WH-Q11-017;DSTR;AVK;2780;10.7;10.1;W-WEST;W-WEST;Blue;Yes;;;BLVD 600;TERMINAL AV;20A16;COVAV;;;2009-07-10;__FJ8WN1;Active;;N;IN_SERVICE;Yes;2009-11-10T10:41:09+01:00;covDBimport;SDE 834766;33609;33609;"{""type"": ""Point"", ""coordinates"": [-123.08978817083711, 49.27103966667689]}";Strathcona
WH-Q11-020;DSTR;Clow;BrigadierM;0.0;2.0;S Line;S Line;Blue;Yes;;;;ES MAIN ST & TERMINAL AV;;COVAV;;;;__FNFMSA;Active;;N;IN_SERVICE;Yes;2009-11-10T10:44:00+01:00;covDBimport;SDE 834766;32305;32305;"{""type"": ""Point"", ""coordinates"": [-123.09992732793724, 49.271972195115936]}";Strathcona
WH-Q12-005;DSTR;TC;C71P;2.1;3.0;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC SCOTIA ST & E 8TH AV;32A34;COVAV;;;;__FJ8WWX;Active;;N;IN_SERVICE;Yes;2009-11-10T10:41:59+01:00;covDBimport;SDE 834766;33636;33636;"{""type"": ""Point"", ""coordinates"": [-123.09900741289408, 49.26354475524064]}";Mount Pleasant
WH-Q12-006;DSTR;TC;TC1;6.4;1.5;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC BRUNSWICK ST & E 5TH AV;32A06;COVAV;;;1975-01-01;__FJ8UWZ;Active;;N;IN_SERVICE;No;2009-11-10T10:35:15+01:00;covDBimport;SDE 834766;30921;30921;"{""type"": ""Point"", ""coordinates"": [-123.0969994694506, 49.26619124617113]}";Mount Pleasant
WH-Q12-011;DSTR;TC;TC1;1.8;0.9;N-NORTH;N-NORTH;Blue;Yes;;;;NWC PRINCE EDWARD ST & E 7TH AV;32A22;COVAV;;;;__FJ8UWW;Active;;N;IN_SERVICE;No;2009-11-10T10:33:00+01:00;covDBimport;SDE 834766;31374;31374;"{""type"": ""Point"", ""coordinates"": [-123.0959228675462, 49.264618020478196]}";Mount Pleasant
WH-Q12-012;DSTR;TC;C71P;1.2;1.8;N-NORTH;N-NORTH;Blue;Yes;;;;NWC E 8TH AV & PRINCE EDWARD ST;32A32;COVAV;;;1993-01-01;__FJ8WWZ;Active;;N;IN_SERVICE;Yes;2009-11-10T10:35:33+01:00;covDBimport;SDE 834766;30990;30990;"{""type"": ""Point"", ""coordinates"": [-123.09606058629787, 49.26370903057905]}";Mount Pleasant
WH-Q12-021;DSTR;TC;TC1;0.6;1.5;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC CAROLINA ST & E 5TH AV;32A10;COVAV;;;;__FJ8UX6;Active;;N;IN_SERVICE;No;2009-11-10T10:37:09+01:00;covDBimport;SDE 834766;30359;30359;"{""type"": ""Point"", ""coordinates"": [-123.09109496730294, 49.26605717530352]}";Mount Pleasant
WH-Q12-030;DSTR;AVK;2780;0.0;0.0;;;Blue;Yes;;;NS 475;E 1ST AV;;;;;2016-04-15;__GEK9N8;Active;;N;IN_SERVICE;Yes;2018-05-28T15:22:48+02:00;ENYAMW;WAS17;4540633;4540633;"{""type"": ""Point"", ""coordinates"": [-123.09287437791836, 49.26797527142956]}";Strathcona
WH-Q13-001;DSTR;TC;TC1;6.7;3.7;S-SOUTH;S-SOUTH;Blue;Yes;;;;SWC KINGSWAY & E BROADWAY;32A35;COVAV;;;;__FJFK8I;Active;;N;IN_SERVICE;No;2009-11-10T10:37:00+01:00;covDBimport;SDE 834766;30296;30296;"{""type"": ""Point"", ""coordinates"": [-123.09956266238466, 49.26270878534429]}";Mount Pleasant
WH-Q13-005;DSTR;TC;C712P;0.9;0.9;N-NORTH;N-NORTH;Blue;Yes;;;;NWC SOPHIA ST & E 12TH AV;32B15;COVAV;;;;__FJ8V3T;Active;;N;IN_SERVICE;Yes;2009-11-10T10:21:00+01:00;covDBimport;ENYAPGK;28534;28534;"{""type"": ""Point"", ""coordinates"": [-123.09837988220701, 49.26028471715968]}";Mount Pleasant
WH-Q13-016;DSTR;TC;TC1;0.9;4.9;N-NORTH;N-NORTH;Green;Yes;;;;SEC KINGSWAY & PRINCE EDWARD ST;32B28;COVAV;;;1950-01-01;__FJ8UWR;Active;;N;IN_SERVICE;No;2009-11-10T10:43:17+01:00;covDBimport;SDE 834766;32923;32923;"{""type"": ""Point"", ""coordinates"": [-123.09612755738539, 49.259353872569704]}";Mount Pleasant
WH-Q13-019;DSTR;TC;TC1;2.1;1.8;N-NORTH;N-NORTH;Blue;Yes;;;;NWC ST. GEORGE ST & E 11TH AV;32B08;COVAV;;;1967-01-01;__FJ8WXA;Active;;N;IN_SERVICE;No;2009-11-10T10:33:55+01:00;covDBimport;SDE 834766;31304;31304;"{""type"": ""Point"", ""coordinates"": [-123.09311362951685, 49.26076100600792]}";Mount Pleasant
WH-Q13-022;DSTR;TC;TC1;2.7;1.8;N-NORTH;N-NORTH;Blue;Yes;;;;NWC CAROLINA ST & E BROADWAY;32A41;COVAV;;;1991-01-01;__FJ8UWU;Active;;N;IN_SERVICE;No;2009-11-10T10:31:00+01:00;covDBimport;SDE 834766;29435;29435;"{""type"": ""Point"", ""coordinates"": [-123.09115662132012, 49.26265066982852]}";Mount Pleasant
WH-Q13-024;DSTR;Mueller;CENTURION;1.8;1.1;N-NORTH;N-NORTH;Blue;Yes;;;;NWC CAROLINA ST & E 11TH AV;32B07;COVAV;;;1998-01-01;__FJ8WXC;Active;;N;IN_SERVICE;Yes;2009-11-10T10:12:03+01:00;covDBimport;SDE 834766;27973;27973;"{""type"": ""Point"", ""coordinates"": [-123.09110989548752, 49.26073468232399]}";Mount Pleasant
WH-Q13-025;DSTR;Mueller;CENTURION;0.9;1.2;N-NORTH;N-NORTH;Blue;Yes;;;;NWC CAROLINA ST & E 12TH AV;32B19;COVAV;;;1998-01-01;__FJ8WXD;Active;;N;IN_SERVICE;Yes;2009-11-10T10:22:04+01:00;covDBimport;SDE 834766;28434;28434;"{""type"": ""Point"", ""coordinates"": [-123.09112568049211, 49.25984278575195]}";Mount Pleasant
WH-Q13-026;DSTR;TC;TC1;1.5;0.3;W-WEST;W-WEST;Green;Yes;;;;NWC E 13TH AV & CAROLINA ST;32B22;COVAV;;;1975-01-01;__FJ8UWP;Active;;N;IN_SERVICE;No;2009-11-10T10:35:29+01:00;covDBimport;SDE 834766;30974;30974;"{""type"": ""Point"", ""coordinates"": [-123.09127396684437, 49.258900060435835]}";Mount Pleasant
WH-Q14-003;DSTR;AVK;2780;1.2;0.9;N-NORTH;N-NORTH;Blue;Yes;;;;NWC SOPHIA ST & E 16TH AV;41A03;COVAV;;;1990-01-01;__FJ8WXE;Active;;N;IN_SERVICE;Yes;2009-11-10T10:31:11+01:00;covDBimport;SDE 834766;29389;29389;"{""type"": ""Point"", ""coordinates"": [-123.09855161233634, 49.25666231518811]}";Mount Pleasant
WH-Q14-004;DSTR;TC;TC1;1.8;1.5;N-NORTH;N-NORTH;Green;Yes;;;;NWC SOPHIA ST & E 17TH AV;41A10;COVAV;;;1964-01-01;__FJ8V3Q;Active;;N;IN_SERVICE;No;2009-11-10T10:32:33+01:00;covDBimport;SDE 834766;31413;31413;"{""type"": ""Point"", ""coordinates"": [-123.09855489104739, 49.25576900636355]}";Riley Park
WH-Q14-011;DSTR;TC;TC1;2.1;3.4;N-NORTH;N-NORTH;Blue;Yes;;;;SEC ST. GEORGE ST & E 18TH AV;41A21;COVAV;;;1960-01-01;__FJ8UWA;Active;;N;IN_SERVICE;No;2009-11-10T10:27:45+01:00;covDBimport;SDE 834766;28863;28863;"{""type"": ""Point"", ""coordinates"": [-123.09372841373278, 49.25457499445297]}";Riley Park
WH-Q14-012;DSTR;AVK;2780;1.2;2.2;S-SOUTH;S-SOUTH;Blue;Yes;;;;SEC ST. GEORGE ST & E 17TH AV;41A08;COVAV;;;1960-01-01;__FJ8UW9;Active;replaced: 10/18/2011;N;IN_SERVICE;Yes;2009-11-10T10:37:28+01:00;covDBimport;SDE 834766;30732;30732;"{""type"": ""Point"", ""coordinates"": [-123.09369366233292, 49.25548383659081]}";Riley Park
WH-Q14-015;DSTR;TC;TC1;2.4;1.8;S-SOUTH;S-SOUTH;Blue;Yes;;;;SEC CAROLINA ST & E 18TH AV;41A22;COVAV;;;1967-01-01;__FJ8UWB;Active;;N;IN_SERVICE;No;2009-11-10T10:18:40+01:00;covDBimport;SDE 834766;28408;28408;"{""type"": ""Point"", ""coordinates"": [-123.09181480777089, 49.25454375244654]}";Riley Park
WH-Q14-016;DSTR;TC;TC1;2.7;0.3;S-SOUTH;S-SOUTH;Blue;Yes;;;;SEC CAROLINA ST & E 17TH AV;41A07;COVAV;;;;__FJ8UWC;Active;;N;IN_SERVICE;No;2009-11-10T10:22:32+01:00;covDBimport;SDE 834766;28465;28465;"{""type"": ""Point"", ""coordinates"": [-123.09176221017518, 49.255444647413846]}";Riley Park
WH-Q14-022;DSTR;TC;TC1;2.1;1.2;N-NORTH;N-NORTH;Blue;Yes;;;;NEC FRASER ST & E 17TH AV;41C15;COVAV;2013-10-25;Stem is very stiff cant opperate HCV closed and locked;1960-01-01;__FJFK82;Active;;N;IN_SERVICE;No;2009-11-10T10:33:00+01:00;covDBimport;SDE 834766;31868;31868;"{""type"": ""Point"", ""coordinates"": [-123.08972871619827, 49.255636070669745]}";Kensington-Cedar Cottage
