SUBSYSTEM;SIZE;OPEN_IND;X_OFFSET_FROM_PROP_LINE_M;X_OFFSET_DIRECTION;Y_OFFSET_FROM_PROP_LINE_M;Y_OFFSET_DIRECTION;Geom;Geo Local Area
Distribution;SMALL;OPEN;6.4;E;73.5;S;"{""type"": ""Point"", ""coordinates"": [-123.11496413775683, 49.273392738700935]}";Downtown
Distribution;SMALL;OPEN;7.6;E;67.0;S;"{""type"": ""Point"", ""coordinates"": [-123.11499156765733, 49.273453581863684]}";Downtown
Distribution;SMALL;OPEN;7.6;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.11513518652815, 49.27401481969177]}";Downtown
Distribution;SMALL;OPEN;0.0;E;7.5;S;"{""type"": ""Point"", ""coordinates"": [-123.10597976464751, 49.27946078254829]}";Downtown
Distribution;SMALL;OPEN;5.6;E;6.5;S;"{""type"": ""Point"", ""coordinates"": [-123.12014071867515, 49.25703936344817]}";Fairview
Distribution;SMALL;OPEN;0.0;W;8.0;S;"{""type"": ""Point"", ""coordinates"": [-123.09795554873955, 49.216711418624165]}";Sunset
Distribution;SMALL;OPEN;4.3;W;7.1;N;"{""type"": ""Point"", ""coordinates"": [-123.11786673545275, 49.258746182059355]}";Fairview
Distribution;SMALL;OPEN;0.0;E;7.3;S;"{""type"": ""Point"", ""coordinates"": [-123.14631115470647, 49.23074027310502]}";Kerrisdale
Distribution;SMALL;OPEN;0.0;E;7.3;S;"{""type"": ""Point"", ""coordinates"": [-123.14922732486785, 49.23078549505389]}";Kerrisdale
Distribution;SMALL;OPEN;0.0;W;4.2;S;"{""type"": ""Point"", ""coordinates"": [-123.13882846580296, 49.26084629736875]}";Fairview
Distribution;SMALL;OPEN;7.4;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.14164355491336, 49.2270981699455]}";Kerrisdale
Distribution;SMALL;OPEN;7.4;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.14354382247514, 49.22712327783524]}";Kerrisdale
Distribution;SMALL;OPEN;7.4;W;0.7;N;"{""type"": ""Point"", ""coordinates"": [-123.14341004818318, 49.23076766752341]}";Kerrisdale
Distribution;SMALL;OPEN;7.4;W;0.2;N;"{""type"": ""Point"", ""coordinates"": [-123.14334150665384, 49.232623474269]}";Kerrisdale
Distribution;SMALL;OPEN;7.4;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.14328052252309, 49.2342775794249]}";Kerrisdale
Distribution;SMALL;OPEN;7.4;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.1462800208244, 49.23432387884858]}";Kerrisdale
Distribution;SMALL;OPEN;7.4;W;0.7;N;"{""type"": ""Point"", ""coordinates"": [-123.14641003398776, 49.23081375603562]}";Kerrisdale
Distribution;SMALL;OPEN;7.4;W;1.1;N;"{""type"": ""Point"", ""coordinates"": [-123.14647781379648, 49.228958325614734]}";Kerrisdale
Distribution;SMALL;OPEN;6.4;E;4.6;N;"{""type"": ""Point"", ""coordinates"": [-123.06828018026198, 49.283014095664974]}";Grandview-Woodland
Distribution;SMALL;OPEN;0.0;W;3.7;S;"{""type"": ""Point"", ""coordinates"": [-123.09800851412426, 49.21499727804643]}";Sunset
Distribution;SMALL;OPEN;0.0;E;7.4;N;"{""type"": ""Point"", ""coordinates"": [-123.06753064782882, 49.27046263828039]}";Grandview-Woodland
Distribution;SMALL;OPEN;0.0;E;7.1;N;"{""type"": ""Point"", ""coordinates"": [-123.10641700905782, 49.21222695401388]}";Sunset
Distribution;SMALL;OPEN;138.7;W;5.4;N;"{""type"": ""Point"", ""coordinates"": [-123.10425006737405, 49.21165201734655]}";Sunset
Distribution;SMALL;OPEN;6.9;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.08720251310744, 49.25888612320525]}";Mount Pleasant
Distribution;SMALL;OPEN;2.4;W;7.1;S;"{""type"": ""Point"", ""coordinates"": [-123.10093415605151, 49.2692441478396]}";Mount Pleasant
Distribution;SMALL;OPEN;0.0;W;7.0;S;"{""type"": ""Point"", ""coordinates"": [-123.18830646138524, 49.24146110836775]}";Dunbar-Southlands
Distribution;SMALL;OPEN;1.8;W;5.5;S;"{""type"": ""Point"", ""coordinates"": [-123.08763703849097, 49.25643510219348]}";Mount Pleasant
Distribution;SMALL;OPEN;0.3;W;5.5;S;"{""type"": ""Point"", ""coordinates"": [-123.08733199874135, 49.25643036781116]}";Mount Pleasant
Distribution;SMALL;OPEN;3.0;W;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.08572487351348, 49.256402309993724]}";Mount Pleasant
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.0815354376468, 49.25633665501526]}";Mount Pleasant
Distribution;SMALL;OPEN;0.0;W;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.08181245513383, 49.25634141555261]}";Mount Pleasant
Distribution;SMALL;OPEN;0.0;W;2.0;S;"{""type"": ""Point"", ""coordinates"": [-123.1018443285589, 49.224791450493825]}";Sunset
Distribution;SMALL;OPEN;0.0;W;7.9;S;"{""type"": ""Point"", ""coordinates"": [-123.09762449099935, 49.226603205018456]}";Sunset
Distribution;SMALL;OPEN;7.4;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.10300061978256, 49.26123380474856]}";Mount Pleasant
Distribution;SMALL;OPEN;7.4;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.10300752363959, 49.2610510159326]}";Mount Pleasant
Distribution;SMALL;OPEN;5.3;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.09423074671521, 49.21117500595977]}";Sunset
Distribution;SMALL;OPEN;7.4;W;0.5;S;"{""type"": ""Point"", ""coordinates"": [-123.14469011487493, 49.234294829504414]}";Kerrisdale
Distribution;SMALL;OPEN;0.0;W;10.0;S;"{""type"": ""Point"", ""coordinates"": [-123.1854348419458, 49.23857648885711]}";Dunbar-Southlands
Distribution;SMALL;OPEN;0.0;W;3.0;S;"{""type"": ""Point"", ""coordinates"": [-123.18833429437703, 49.23865000312211]}";Dunbar-Southlands
Distribution;SMALL;OPEN;0.0;W;3.0;S;"{""type"": ""Point"", ""coordinates"": [-123.19109435360187, 49.23866163503898]}";Dunbar-Southlands
Distribution;SMALL;OPEN;6.6;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.06841767895736, 49.27673152032311]}";Grandview-Woodland
Distribution;SMALL;OPEN;0.0;E;12.3;S;"{""type"": ""Point"", ""coordinates"": [-123.11142299446675, 49.26834178075585]}";Mount Pleasant
Distribution;SMALL;OPEN;45.6;E;12.3;S;"{""type"": ""Point"", ""coordinates"": [-123.11092201219992, 49.26858801161081]}";Mount Pleasant
Distribution;SMALL;OPEN;1.5;E;3.7;N;"{""type"": ""Point"", ""coordinates"": [-123.09277626636138, 49.266109170063864]}";Mount Pleasant
Distribution;SMALL;OPEN;6.6;E;1.2;S;"{""type"": ""Point"", ""coordinates"": [-123.03051687672256, 49.235298781140926]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;6.2;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.06772285906317, 49.27039769741926]}";Grandview-Woodland
Distribution;SMALL;OPEN;0.0;E;6.8;S;"{""type"": ""Point"", ""coordinates"": [-123.12891793827912, 49.261586104772334]}";Fairview
Distribution;SMALL;OPEN;0.0;W;6.8;S;"{""type"": ""Point"", ""coordinates"": [-123.12919383375281, 49.26159028521089]}";Fairview
Distribution;SMALL;OPEN;6.4;W;4.1;N;"{""type"": ""Point"", ""coordinates"": [-123.12900857429604, 49.26150468690485]}";Fairview
Distribution;SMALL;OPEN;8.3;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.13374133035134, 49.26246442853707]}";Fairview
Distribution;SMALL;OPEN;2.6;E;8.3;N;"{""type"": ""Point"", ""coordinates"": [-123.12017278669666, 49.20878461040809]}";Marpole
Distribution;SMALL;OPEN;0.0;W;8.3;N;"{""type"": ""Point"", ""coordinates"": [-123.12757954524945, 49.252613880788196]}";Shaughnessy
Distribution;SMALL;OPEN;0.0;W;7.3;N;"{""type"": ""Point"", ""coordinates"": [-123.08353672018893, 49.257836436836016]}";Mount Pleasant
Distribution;SMALL;OPEN;8.0;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.10297709237116, 49.26195487267797]}";Mount Pleasant
Distribution;SMALL;OPEN;1.5;E;10.8;N;"{""type"": ""Point"", ""coordinates"": [-123.13055824542332, 49.29275818611651]}";Downtown
Distribution;SMALL;OPEN;5.2;E;;;"{""type"": ""Point"", ""coordinates"": [-123.16239147313021, 49.26649663209951]}";Kitsilano
Distribution;SMALL;OPEN;0.0;E;5.4;S;"{""type"": ""Point"", ""coordinates"": [-123.11752866379251, 49.258815258881846]}";Fairview
Distribution;SMALL;OPEN;7.9;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.13307246099332, 49.243062637089174]}";Shaughnessy
Distribution;SMALL;OPEN;0.0;E;10.2;N;"{""type"": ""Point"", ""coordinates"": [-123.13297668504337, 49.243138667190415]}";Shaughnessy
Distribution;SMALL;OPEN;0.0;W;4.0;S;"{""type"": ""Point"", ""coordinates"": [-123.16848783469179, 49.22589084375828]}";Kerrisdale
Distribution;SMALL;OPEN;7.6;W;1.0;N;"{""type"": ""Point"", ""coordinates"": [-123.17221370630165, 49.25019818683119]}";Dunbar-Southlands
Distribution;SMALL;OPEN;4.5;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.0771505266748, 49.27484762681513]}";Grandview-Woodland
Distribution;SMALL;OPEN;0.0;E;7.3;N;"{""type"": ""Point"", ""coordinates"": [-123.07708667305403, 49.274912362818974]}";Grandview-Woodland
Distribution;SMALL;OPEN;1.8;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.07709288959224, 49.27575202335593]}";Grandview-Woodland
Distribution;SMALL;OPEN;7.9;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.07733786915756, 49.27412783257374]}";Strathcona
Distribution;SMALL;OPEN;2.0;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.07700267153231, 49.27954710621527]}";Grandview-Woodland
Distribution;SMALL;OPEN;0.0;E;8.2;N;"{""type"": ""Point"", ""coordinates"": [-123.10290272296376, 49.26112211750487]}";Mount Pleasant
Distribution;SMALL;OPEN;0.0;W;7.2;N;"{""type"": ""Point"", ""coordinates"": [-123.04582652347196, 49.22469292034199]}";Killarney
Distribution;SMALL;OPEN;0.0;E;6.2;S;"{""type"": ""Point"", ""coordinates"": [-123.05862746578525, 49.23744061483885]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;8.8;E;5.8;N;"{""type"": ""Point"", ""coordinates"": [-123.1586405765876, 49.21958813537471]}";Kerrisdale
Distribution;SMALL;OPEN;7.5;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.13291961587491, 49.293111027868]}";Downtown
Distribution;SMALL;OPEN;7.9;E;92.0;N;"{""type"": ""Point"", ""coordinates"": [-123.04030236354846, 49.23201594235321]}";Killarney
Distribution;SMALL;OPEN;7.5;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.07154555401357, 49.27205967521785]}";Grandview-Woodland
Distribution;SMALL;OPEN;7.5;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.07152900443941, 49.272964151899366]}";Grandview-Woodland
Distribution;SMALL;OPEN;;;36.0;S;"{""type"": ""Point"", ""coordinates"": [-123.21237459044737, 49.25818506626922]}";
Distribution;SMALL;OPEN;8.0;E;34.3;S;"{""type"": ""Point"", ""coordinates"": [-123.21237330710554, 49.258215877260945]}";
Distribution;SMALL;OPEN;7.5;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.06023494004616, 49.2502815027912]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;7.6;W;10.5;S;"{""type"": ""Point"", ""coordinates"": [-123.21217002248049, 49.262044723561075]}";West Point Grey
Distribution;SMALL;OPEN;7.0;W;92.0;N;"{""type"": ""Point"", ""coordinates"": [-123.07426457695192, 49.23152185830496]}";Victoria-Fraserview
Distribution;SMALL;OPEN;6.0;W;5.7;S;"{""type"": ""Point"", ""coordinates"": [-123.10055968763457, 49.26919937243375]}";Strathcona
Distribution;SMALL;OPEN;7.6;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.06763010008159, 49.274924680296]}";Grandview-Woodland
Distribution;SMALL;OPEN;0.0;W;5.2;S;"{""type"": ""Point"", ""coordinates"": [-123.13266445440523, 49.23419899271333]}";Shaughnessy
Distribution;SMALL;OPEN;6.4;E;68.9;S;"{""type"": ""Point"", ""coordinates"": [-123.15952929187031, 49.21928779146127]}";Kerrisdale
Distribution;SMALL;OPEN;7.6;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.0676467361078, 49.274020789129096]}";Grandview-Woodland
Distribution;SMALL;OPEN;6.2;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.0677063154434, 49.2713672540186]}";Grandview-Woodland
Distribution;SMALL;OPEN;6.2;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.06770950468731, 49.271186448777904]}";Grandview-Woodland
Distribution;SMALL;OPEN;6.2;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.06769486478426, 49.27203062015464]}";Grandview-Woodland
Distribution;SMALL;OPEN;6.2;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.06767754316816, 49.272934700942194]}";Grandview-Woodland
Distribution;SMALL;OPEN;42.1;W;6.0;N;"{""type"": ""Point"", ""coordinates"": [-123.1301205261691, 49.27358061267238]}";Downtown
Distribution;SMALL;OPEN;0.7;E;6.3;N;"{""type"": ""Point"", ""coordinates"": [-123.13066690982234, 49.27393725809416]}";Downtown
Distribution;SMALL;OPEN;;;3.0;N;"{""type"": ""Point"", ""coordinates"": [-123.02819681731657, 49.29080078242897]}";Hastings-Sunrise
Distribution;SMALL;OPEN;5.5;E;1.2;N;"{""type"": ""Point"", ""coordinates"": [-123.15288020382351, 49.266337683105874]}";Kitsilano
Distribution;SMALL;OPEN;2.0;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.0425995177617, 49.22841892255849]}";Killarney
Distribution;SMALL;OPEN;0.6;W;0.9;S;"{""type"": ""Point"", ""coordinates"": [-123.04356733306027, 49.24332203158981]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;6.1;E;0.9;N;"{""type"": ""Point"", ""coordinates"": [-123.06469401286829, 49.25213757715516]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;18.0;E;3.0;N;"{""type"": ""Point"", ""coordinates"": [-123.17847029727177, 49.22537765850346]}";Kerrisdale
Distribution;SMALL;OPEN;103.9;W;7.0;S;"{""type"": ""Point"", ""coordinates"": [-123.20739623225921, 49.270189971077606]}";West Point Grey
Distribution;SMALL;OPEN;;;;;"{""type"": ""Point"", ""coordinates"": [-123.20740704358843, 49.27015219880803]}";West Point Grey
Distribution;SMALL;OPEN;;;;;"{""type"": ""Point"", ""coordinates"": [-123.11383107190126, 49.271135977160064]}";Mount Pleasant
Distribution;SMALL;OPEN;1.8;W;3.7;N;"{""type"": ""Point"", ""coordinates"": [-123.10200686429145, 49.27292967920428]}";Mount Pleasant
Distribution;SMALL;OPEN;7.0;E;46.5;S;"{""type"": ""Point"", ""coordinates"": [-123.11249278418553, 49.28242071379404]}";Downtown
Distribution;SMALL;OPEN;5.2;W;44.5;S;"{""type"": ""Point"", ""coordinates"": [-123.02714932578765, 49.2714611970598]}";Hastings-Sunrise
Distribution;SMALL;OPEN;0.0;E;7.3;N;"{""type"": ""Point"", ""coordinates"": [-123.14668338508898, 49.241938186545134]}";Shaughnessy
Distribution;SMALL;OPEN;4.9;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.07997796102198, 49.22543716738043]}";Sunset
Distribution;SMALL;OPEN;6.5;W;10.1;S;"{""type"": ""Point"", ""coordinates"": [-123.08276847092267, 49.225397349602204]}";Sunset
Distribution;SMALL;OPEN;6.4;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.08276971261039, 49.22526915719127]}";Sunset
Distribution;SMALL;OPEN;7.0;W;10.1;S;"{""type"": ""Point"", ""coordinates"": [-123.0838302419735, 49.22541004987195]}";Sunset
Distribution;SMALL;OPEN;0.0;E;10.1;S;"{""type"": ""Point"", ""coordinates"": [-123.0851135884808, 49.225424997063655]}";Sunset
Distribution;SMALL;OPEN;4.6;W;7.4;N;"{""type"": ""Point"", ""coordinates"": [-123.16886573793617, 49.22729966143989]}";Kerrisdale
Distribution;SMALL;OPEN;5.9;W;2.8;N;"{""type"": ""Point"", ""coordinates"": [-123.15873989168504, 49.22731919199329]}";Kerrisdale
Distribution;SMALL;OPEN;5.9;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.15866811354475, 49.22895292954221]}";Kerrisdale
Distribution;SMALL;OPEN;7.4;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.0953813207912, 49.28211656956325]}";Strathcona
Distribution;SMALL;OPEN;64.5;E;2.0;S;"{""type"": ""Point"", ""coordinates"": [-123.15430694642437, 49.26296098277158]}";Kitsilano
Distribution;SMALL;OPEN;7.0;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.12672232034616, 49.23027291983264]}";Oakridge
Distribution;SMALL;OPEN;;;;;"{""type"": ""Point"", ""coordinates"": [-123.18611673237321, 49.26079559541832]}";West Point Grey
Distribution;SMALL;OPEN;;;;;"{""type"": ""Point"", ""coordinates"": [-123.03429823169795, 49.24179896039974]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;12.8;E;10.7;N;"{""type"": ""Point"", ""coordinates"": [-123.0257087702657, 49.286668948184015]}";Hastings-Sunrise
Distribution;SMALL;OPEN;0.0;E;5.2;S;"{""type"": ""Point"", ""coordinates"": [-123.0268801533388, 49.234163359745835]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;7.0;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.12669039107152, 49.2312043328998]}";Oakridge
Distribution;SMALL;OPEN;0.7;W;4.8;S;"{""type"": ""Point"", ""coordinates"": [-123.1228034096067, 49.288870171100584]}";Downtown
Distribution;SMALL;OPEN;1.0;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.07705857786179, 49.27666310558462]}";Grandview-Woodland
Distribution;SMALL;OPEN;7.4;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.09785507619274, 49.214375051544536]}";Sunset
Distribution;SMALL;OPEN;0.0;W;6.8;N;"{""type"": ""Point"", ""coordinates"": [-123.21244330504445, 49.2593087038298]}";West Point Grey
Distribution;SMALL;OPEN;0.0;W;5.0;N;"{""type"": ""Point"", ""coordinates"": [-123.05673876485115, 49.28472908909051]}";Grandview-Woodland
Distribution;SMALL;OPEN;166.4;W;;;"{""type"": ""Point"", ""coordinates"": [-123.09297409933906, 49.234774797752195]}";Riley Park
Distribution;SMALL;OPEN;7.1;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.20579295858843, 49.270048698629296]}";West Point Grey
Distribution;SMALL;OPEN;0.0;W;8.0;N;"{""type"": ""Point"", ""coordinates"": [-123.18196308664133, 49.256453401516026]}";Dunbar-Southlands
Distribution;SMALL;OPEN;7.0;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.1479147516852, 49.27060901389419]}";Kitsilano
Distribution;SMALL;OPEN;6.6;W;1.9;S;"{""type"": ""Point"", ""coordinates"": [-123.12824799306699, 49.273182699030436]}";Downtown
Distribution;SMALL;OPEN;6.2;E;126.5;S;"{""type"": ""Point"", ""coordinates"": [-123.05891788167949, 49.23159179156448]}";Victoria-Fraserview
Distribution;SMALL;OPEN;7.2;E;2.6;N;"{""type"": ""Point"", ""coordinates"": [-123.10238566732181, 49.20944369542622]}";Sunset
Distribution;SMALL;OPEN;7.1;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.20582852602175, 49.26907193614061]}";West Point Grey
Distribution;SMALL;OPEN;0.0;W;1.4;S;"{""type"": ""Point"", ""coordinates"": [-123.04448845971929, 49.25928244507564]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;5.2;E;0.6;N;"{""type"": ""Point"", ""coordinates"": [-123.13442916318192, 49.249165412568466]}";Shaughnessy
Distribution;SMALL;OPEN;8.9;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.13202313466154, 49.24912204156636]}";Shaughnessy
Distribution;SMALL;OPEN;0.0;E;9.2;N;"{""type"": ""Point"", ""coordinates"": [-123.12197352711044, 49.28918861542241]}";Downtown
Distribution;SMALL;OPEN;7.0;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.12378883815147, 49.21903322122931]}";Marpole
Distribution;SMALL;OPEN;6.2;E;13.2;N;"{""type"": ""Point"", ""coordinates"": [-123.16296581898048, 49.24441260787796]}";Arbutus-Ridge
Distribution;SMALL;OPEN;0.6;E;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.13741522300027, 49.22408092143124]}";Oakridge
Distribution;SMALL;OPEN;0.0;E;6.2;S;"{""type"": ""Point"", ""coordinates"": [-123.1935509687613, 49.2414838792626]}";Dunbar-Southlands
Distribution;SMALL;OPEN;7.1;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.13895378378241, 49.215109575971795]}";Marpole
Distribution;SMALL;OPEN;3.9;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.02932706128446, 49.233920063633676]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;133.8;E;7.6;S;"{""type"": ""Point"", ""coordinates"": [-123.11803823095536, 49.27353478561875]}";Downtown
Distribution;SMALL;OPEN;0.0;W;7.9;S;"{""type"": ""Point"", ""coordinates"": [-123.09964332309183, 49.226640142900926]}";Sunset
Distribution;SMALL;OPEN;6.8;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.08337172645777, 49.256998975583215]}";Mount Pleasant
Distribution;SMALL;OPEN;4.9;E;1.0;N;"{""type"": ""Point"", ""coordinates"": [-123.15365860579865, 49.26187159135618]}";Kitsilano
Distribution;SMALL;OPEN;7.0;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.13441246581434, 49.25194319431063]}";Shaughnessy
Distribution;SMALL;OPEN;5.5;E;4.6;S;"{""type"": ""Point"", ""coordinates"": [-123.0441876308741, 49.29118748645491]}";Hastings-Sunrise
Distribution;SMALL;OPEN;0.0;W;7.2;N;"{""type"": ""Point"", ""coordinates"": [-123.04892315331637, 49.22471687310081]}";Killarney
Distribution;SMALL;OPEN;7.9;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.16573886818178, 49.23278747668096]}";Kerrisdale
Distribution;SMALL;OPEN;4.1;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.07858726567996, 49.27142297231304]}";Strathcona
Distribution;SMALL;OPEN;0.0;E;7.4;S;"{""type"": ""Point"", ""coordinates"": [-123.19345050040349, 49.25292120340364]}";Dunbar-Southlands
Distribution;SMALL;OPEN;7.4;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.16263968846884, 49.23663505889566]}";Arbutus-Ridge
Distribution;SMALL;OPEN;7.4;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.16257928550073, 49.23831733660627]}";Arbutus-Ridge
Distribution;SMALL;OPEN;7.5;W;5.5;S;"{""type"": ""Point"", ""coordinates"": [-123.02946685222808, 49.234906015357595]}";Renfrew-Collingwood
Distribution;SMALL;OPEN;0.0;E;7.9;N;"{""type"": ""Point"", ""coordinates"": [-123.1439803600186, 49.241902187758726]}";Shaughnessy
Distribution;SMALL;OPEN;;;;;"{""type"": ""Point"", ""coordinates"": [-123.07380463762094, 49.258597564023496]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;2.8;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.07380078416318, 49.258778316285]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;3.0;W;4.0;N;"{""type"": ""Point"", ""coordinates"": [-123.20583216109003, 49.26736177027848]}";West Point Grey
Distribution;SMALL;OPEN;8.2;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.06044990995666, 49.24877911573009]}";Kensington-Cedar Cottage
