SITE;SITE_NAME;STATION_NAME;TRAMP_FARM_NAME;DESCRIPTION;DATE_COLLECTED;LABORATORY_SAMPLE_NUMBER;ANALYSIS;NAME;RESULT_UnitsNotAmendedFrom_mbqTo_bq;RESULT_NO_FLAG_UnitsAmendedForRIFE-AllBq's;Result_SFG;RNF_2SG;ACTUAL_ERROR;PERCENTAGE_ERROR;UNIT;ErrorCorrected;EC_2SF;LOD;ResultString
1;Sellafield;;ANIMAL;PHT - Pheasant;2016-11-01;201633363;10;CS-137;0.060851;0.060851;0.060851;0.061;0.01838;30.2007;Bq/kg;0.0360248;0.036;0;0.061?0.036
34;Cardiff;;CROP;GRS - Grass;2016-10-11;201632026;10;CS-137;0.061;0.061;0.061;0.061;0.0203;33.3;Bq/kg;0.039788;0.04;0;0.061?0.04
29;Heysham;Morecambe;;FLE - Flounder (European);2016-08-15;201630889;003S;CM-242;0.0623;0.000062;0.0623;0.000062;0.00002;30.3;Bq/kg;0.00003724;0.000037;0;0.000062?0.000037
67;Drigg;;RV09;UMK-Unpasteurised Milk;2016-04-11;201628910;10;CS-137;0.062566;0.062566;0.062566;0.063;0.01585;25.3389;Bq/L;0.031066;0.031;0;0.063?0.031
1;Sellafield;Sellafield Distance South;;COC - Common cockle;2016-06-28;201629925;2;CS-137;0.063;0.063;0.063;0.063;0.023;36.45;Bq/kg;0.04508;0.045;0;0.063?0.045
1;Sellafield;;ANIMAL;WWP - Wild wood pigeon;2016-05-25;201629560;118S;PU-239+240;0.0632;0.000063;0.0632;0.000063;0.00003;44.8;Bq/kg;0.00005488;0.000055;0;0.000063?0.000055
1;Sellafield;;ANIMAL;CAK - Cattle kidney;2016-10-13;201632031;118S;PU-238;0.0633;0.000063;0.0633;0.000063;0.00002;35.4;Bq/kg;0.00004312;0.000043;0;0.000063?0.000043
21;Springfields;Marshside Sands;;SAM - Samphire;2016-08-03;201630670;007S;TC-99;0.064;0.064;0.064;0.064;0.029;45.6;Bq/kg;0.05684;0.057;0;0.064?0.057
1;Sellafield;Parton (N);;COD - Cod;2016-07-10;201630380;045S;PB-210;0.0642;0.0642;0.0642;0.064;0.006;9.03;Bq/kg;0.01176;0.012;0;0.064?0.012
1;Sellafield;;SE11;UMK-Unpasteurised Milk;2016-05-15;201629892;118L;AM-241 (chem);0.0659;0.000066;0.0659;0.000066;0.00002;22.7;Bq/L;0.0000294;0.000029;0;0.000066?0.000029
67;Drigg;;DR02;UMK-Unpasteurised Milk;2016-10-10;201631959;10;CS-137;0.066;0.066;0.066;0.066;0.0266;40.28;Bq/L;0.052136;0.052;0;0.066?0.052
1;Sellafield;W/A Commercial;;COD - Cod;2016-03-06;201629628;045S;PB-210;0.0668;0.0668;0.0668;0.067;0.005;7.96;Bq/kg;0.0098;0.0098;0;0.067?0.0098
1;Sellafield;;SE23;UMK-Unpasteurised Milk;2016-08-08;201630691;10;CS-137;0.069164;0.069164;0.069164;0.069;0.0205;29.645;Bq/L;0.04018;0.04;0;0.069?0.04
1;Sellafield;;SE22;UMK-Unpasteurised Milk;2016-09-12;201631074;10;CS-137;0.069876;0.069876;0.069876;0.07;0.01768;25.3087;Bq/L;0.0346528;0.035;0;0.07?0.035
1;Sellafield;;ANIMAL;EGG - Chicken eggs;2016-06-14;201630400;118S;PU-239+240;0.0704;0.00007;0.0704;0.00007;0.00003;42.1;Bq/kg;0.0000588;0.000059;0;0.00007?0.000059
1;Sellafield;;ANIMAL_DRIGG;EGG - Chicken eggs;2016-06-03;201630385;118S;PU-239+240;0.0705;0.000071;0.0705;0.000071;0.00002;30.2;Bq/kg;0.00004116;0.000041;0;0.000071?0.000041
1;Sellafield;;SE20;UMK-Unpasteurised Milk;2016-09-12;201631072;10;CS-137;0.070897;0.070897;0.070897;0.071;0.01688;23.8113;Bq/L;0.0330848;0.033;0;0.071?0.033
1;Sellafield;Sellafield PLZ;;LBE - European lobster;2016-07-01;201632010;004S;SR-90;0.0709;0.0709;0.0709;0.071;0.011;15.3;Bq/kg;0.02156;0.022;0;0.071?0.022
67;Drigg;;CROP;POT - Potato;2016-08-08;201630735;118S;PU-238;0.0715;0.000072;0.0715;0.000072;0.00003;37.3;Bq/kg;0.00005292;0.000053;0;0.000072?0.000053
1;Sellafield;Seascale Area;;CPR - Common prawn;2016-02-27;201629020;003S;CM-243+244;0.0739;0.000074;0.0739;0.000074;0.00003;37.8;Bq/kg;0.00005488;0.000055;0;0.000074?0.000055
1;Sellafield;;SE20;UMK-Unpasteurised Milk;2016-05-02;201629180;10;CS-137;0.075577;0.075577;0.075577;0.076;0.01768;23.3963;Bq/L;0.0346528;0.035;0;0.076?0.035
67;Drigg;;DR02;UMK-Unpasteurised Milk;2016-03-21;201628380;10;CS-137;0.076;0.076;0.076;0.076;0.0256;33.64;Bq/L;0.050176;0.05;0;0.076?0.05
1;Sellafield;;CROP_RAVENGLASS;BKE - Blackberries;2016-08-12;201631012;004S;SR-90;0.0764;0.0764;0.0764;0.076;0.013;17.4;Bq/kg;0.02548;0.025;0;0.076?0.025
1;Sellafield;Sellafield PLZ;;LBE - European lobster;2016-04-18;201629058;045S;PB-210;0.0777;0.0777;0.0777;0.078;0.007;9.13;Bq/kg;0.01372;0.014;0;0.078?0.014
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-08-22;201630847;10;CS-137;0.077936;0.077936;0.077936;0.078;0.0177;22.7123;Bq/L;0.034692;0.035;0;0.078?0.035
1;Sellafield;;ANIMAL;LAM - Lamb muscle;2016-07-26;201630561;118S;PU-238;0.0784;0.000078;0.0784;0.000078;0.00003;33.4;Bq/kg;0.00005096;0.000051;0;0.000078?0.000051
1;Sellafield;;ANIMAL_RAVENGLASS;CAK - Cattle kidney;2016-06-13;201629844;10;CS-137;0.078622;0.078622;0.078622;0.079;0.01607;20.4409;Bq/kg;0.0314972;0.031;0;0.079?0.031
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-04-25;201629096;10;CS-137;0.079169;0.079169;0.079169;0.079;0.01929;24.3719;Bq/L;0.0378084;0.038;0;0.079?0.038
1;Sellafield;;SE15;UMK-Unpasteurised Milk;2016-08-08;201630682;10;CS-137;0.08;0.08;0.08;0.08;0.023;28.78;Bq/L;0.04508;0.045;0;0.08?0.045
1;Sellafield;;SE11;UMK-Unpasteurised Milk;2016-07-25;201630442;10;CS-137;0.080816;0.080816;0.080816;0.081;0.01938;23.9818;Bq/L;0.0379848;0.038;0;0.081?0.038
31;Aldermaston;;AD12;UMK-Unpasteurised Milk;2016-02-15;201628168;10;CS-137;0.080884;0.080884;0.080884;0.081;0.01942;24.0152;Bq/L;0.0380632;0.038;0;0.081?0.038
1;Sellafield;Seascale Area;;CPR - Common prawn;2016-02-27;201629020;003S;CM-242;0.081;0.000081;0.081;0.000081;0.00005;57.8;Bq/kg;0.00009212;0.000092;0;0.000081?0.000092
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-03-21;201628376;10;CS-137;0.081653;0.081653;0.081653;0.082;0.0167;20.4567;Bq/L;0.032732;0.033;0;0.082?0.033
1;Sellafield;;SE15;UMK-Unpasteurised Milk;2016-02-08;201627839;10;CS-137;0.082;0.082;0.082;0.082;0.0256;31.17;Bq/L;0.050176;0.05;0;0.082?0.05
1;Sellafield;;ANIMAL;LAM - Lamb muscle;2016-07-26;201630560;118S;AM-241 (chem);0.083;0.000083;0.083;0.000083;0.00002;24.4;Bq/kg;0.0000392;0.000039;0;0.000083?0.000039
1;Sellafield;;SE17;UMK-Unpasteurised Milk;2016-07-11;201630477;10;CS-137;0.083;0.083;0.083;0.083;0.0168;20.21;Bq/L;0.032928;0.033;0;0.083?0.033
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-02-22;201628019;10;CS-137;0.083838;0.083838;0.083838;0.084;0.01785;21.292;Bq/L;0.034986;0.035;0;0.084?0.035
1;Sellafield;;SE22;UMK-Unpasteurised Milk;2016-12-05;201633913;10;CS-137;0.084;0.084;0.084;0.084;0.0287;34.17;Bq/L;0.056252;0.056;0;0.084?0.056
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-01-18;201627505;10;CS-137;0.084204;0.084204;0.084204;0.084;0.01721;20.441;Bq/L;0.0337316;0.034;0;0.084?0.034
13;Trawsfynydd;;TR07;UMK-Unpasteurised Milk;2016-08-15;201631630;10;CS-137;0.084727;0.084727;0.084727;0.085;0.01998;23.5806;Bq/L;0.0391608;0.039;0;0.085?0.039
12;Sizewell;Sizewell Fish;;SOL - Sole (Dover sole);2016-06-10;201629660;2;CS-137;0.085;0.085;0.085;0.085;0.0154;18.12;Bq/kg;0.030184;0.03;0;0.085?0.03
1;Sellafield;;SE17;UMK-Unpasteurised Milk;2016-01-11;201627443;10;CS-137;0.08606;0.08606;0.08606;0.086;0.02295;26.663;Bq/L;0.044982;0.045;0;0.086?0.045
67;Drigg;;RV09;UMK-Unpasteurised Milk;2016-12-12;201633995;10;CS-137;0.088527;0.088527;0.088527;0.089;0.01836;20.7339;Bq/L;0.0359856;0.036;0;0.089?0.036
21;Springfields;Ribble Estuary;;USH - Shrimp (unidentified);2016-07-21;201630887;003S;CM-242;0.0893;0.000089;0.0893;0.000089;0.00004;44.8;Bq/kg;0.0000784;0.000078;0;0.000089?0.000078
29;Heysham;;HE16;UMK-Unpasteurised Milk;2016-08-15;201631559;10;CS-137;0.089491;0.089491;0.089491;0.089;0.02106;23.5291;Bq/L;0.0412776;0.041;0;0.089?0.041
56;Thames area;Ufton Bridge to Theale;;CYS - Signal crayfish;2016-02-29;201628057;003S;PU-239+240;0.0898;0.00009;0.0898;0.00009;0.00002;25;Bq/kg;0.00004312;0.000043;0;0.00009?0.000043
1;Sellafield;Drigg - Selker;;PLE - European plaice;2016-10-15;201633499;086S;NP-237;0.0903;0.00009;0.0903;0.00009;0.00002;17.5;Bq/kg;0.00003136;0.000031;0;0.00009?0.000031
21;Springfields;Ribble Estuary;;USH - Shrimp (unidentified);2016-07-21;201630887;086S;NP-237;0.0906;0.000091;0.0906;0.000091;0.00001;15.2;Bq/kg;0.00002744;0.000027;0;0.000091?0.000027
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-09-19;201631531;10;CS-137;0.090829;0.090829;0.090829;0.091;0.02285;25.1588;Bq/L;0.044786;0.045;0;0.091?0.045
1;Sellafield;;SE20;UMK-Unpasteurised Milk;2016-01-11;201627445;10;CS-137;0.091;0.091;0.091;0.091;0.016;17.59;Bq/L;0.03136;0.031;0;0.091?0.031
1;Sellafield;;CROP_RAVENGLASS;BKE - Blackberries;2016-08-12;201631012;118S;PU-238;0.0917;0.000092;0.0917;0.000092;0.00003;31.7;Bq/kg;0.00005684;0.000057;0;0.000092?0.000057
1;Sellafield;;CROP;BKE - Blackberries;2016-08-30;201631011;118S;PU-238;0.0918;0.000092;0.0918;0.000092;0.00003;31.7;Bq/kg;0.00005684;0.000057;0;0.000092?0.000057
1;Sellafield;;ANIMAL_DRIGG;DER - Deer;2016-11-29;201633895;118S;AM-241 (chem);0.0922;0.000092;0.0922;0.000092;0.00003;30.2;Bq/kg;0.00005488;0.000055;0;0.000092?0.000055
1;Sellafield;Seascale Area;;CPR - Common prawn;2016-10-10;201632012;045S;PB-210;0.0925;0.0925;0.0925;0.093;0.01;11;Bq/kg;0.0196;0.02;0;0.093?0.02
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-07-18;201630481;10;CS-137;0.092536;0.092536;0.092536;0.093;0.03062;33.0906;Bq/L;0.0600152;0.06;0;0.093?0.06
1;Sellafield;;ANIMAL_DRIGG;LLK - Lamb liver & kidney;2016-10-13;201632573;10;CS-137;0.092724;0.092724;0.092724;0.093;0.0137;14.7709;Bq/kg;0.026852;0.027;0;0.093?0.027
1;Sellafield;;ANIMAL;LAM - Lamb muscle;2016-07-26;201630560;118S;PU-239+240;0.0931;0.000093;0.0931;0.000093;0.00003;34.9;Bq/kg;0.00006272;0.000063;0;0.000093?0.000063
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-05-10;201629296;10;CS-137;0.093858;0.093858;0.093858;0.094;0.01755;18.6956;Bq/L;0.034398;0.034;0;0.094?0.034
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-08-15;201630755;10;CS-137;0.09427;0.09427;0.09427;0.094;0.0309;32.8226;Bq/L;0.060564;0.061;0;0.094?0.061
1;Sellafield;;ANIMAL;RAB - Rabbit;2016-10-17;201632574;118S;PU-239+240;0.0965;0.000097;0.0965;0.000097;0.00004;40;Bq/kg;0.00007644;0.000076;0;0.000097?0.000076
1;Sellafield;Parton (N);;CRE - Edible crab;2016-07-01;201630384;004S;SR-90;0.0973;0.0973;0.0973;0.097;0.018;18;Bq/kg;0.03528;0.035;0;0.097?0.035
67;Drigg;;DR02;UMK-Unpasteurised Milk;2016-12-12;201633991;10;CS-137;0.098;0.098;0.098;0.098;0.027;27.5;Bq/L;0.05292;0.053;0;0.098?0.053
18;Winfrith;Lulworth Ledges;;SCE - Escallop;2016-06-15;201629827;003S;CM-242;0.0981;0.000098;0.0981;0.000098;0.00003;27.8;Bq/kg;0.00005292;0.000053;0;0.000098?0.000053
1;Sellafield;;SE17;UMK-Unpasteurised Milk;2016-08-08;201630684;10;CS-137;0.098275;0.098275;0.098275;0.098;0.02657;27.034;Bq/L;0.0520772;0.052;0;0.098?0.052
1;Sellafield;;SE17;UMK-Unpasteurised Milk;2016-06-06;201629632;10;CS-137;0.098476;0.098476;0.098476;0.098;0.02068;21.0028;Bq/L;0.0405328;0.041;0;0.098?0.041
31;Aldermaston;;CROP;POT - Potato;2016-08-10;201630719;118S;AM-241 (chem);0.0985;0.000099;0.0985;0.000099;0.00002;21.5;Bq/kg;0.00004116;0.000041;0;0.000099?0.000041
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-06-13;201629699;10;CS-137;0.098518;0.098518;0.098518;0.099;0.017;17.2863;Bq/L;0.03332;0.033;0;0.099?0.033
1;Sellafield;Sellafield PLZ;;CRE - Edible crab;2016-10-10;201632007;004S;SR-90;0.0987;0.0987;0.0987;0.099;0.011;11.3;Bq/kg;0.02156;0.022;0;0.099?0.022
1;Sellafield;;CROP;CAB - Cabbage;2016-08-30;201631013;004S;SR-90;0.0988;0.0988;0.0988;0.099;0.014;14.6;Bq/kg;0.02744;0.027;0;0.099?0.027
13;Trawsfynydd;Traws Lake (Anglers Supplied);;TRB - Rainbow trout;2016-04-28;201630668;003S;PU-239+240;0.099;0.000099;0.099;0.000099;0.00002;17.4;Bq/kg;0.00003332;0.000033;0;0.000099?0.000033
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-12-27;201634092;10;CS-137;0.099249;0.099249;0.099249;0.099;0.01868;18.8214;Bq/L;0.0366128;0.037;0;0.099?0.037
67;Drigg;;RV09;UMK-Unpasteurised Milk;2016-11-07;201633403;10;CS-137;0.099324;0.099324;0.099324;0.099;0.01836;18.4857;Bq/L;0.0359856;0.036;0;0.099?0.036
1;Sellafield;;SE11;UMK-Unpasteurised Milk;2016-09-26;201631646;10;CS-137;0.099721;0.099721;0.099721;0.1;0.0325;32.5871;Bq/L;0.0637;0.064;0;0.1?0.064
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-02-22;201628022;10;CS-137;0.1003;0.1003;0.1003;0.1;0.02576;25.6872;Bq/L;0.0504896;0.05;0;0.1?0.05
1;Sellafield;;ANIMAL;PHT - Pheasant;2016-11-01;201633363;118S;AM-241 (chem);0.101;0.000101;0.101;0.0001;0.00003;28.3;Bq/kg;0.00005684;0.000057;0;0.0001?0.000057
1;Sellafield;;SE23;UMK-Unpasteurised Milk;2016-06-06;201629641;10;CS-137;0.10146;0.10146;0.10146;0.1;0.02393;23.5855;Bq/L;0.0469028;0.047;0;0.1?0.047
31;Aldermaston;;CROP;WHT - Wheat;2016-08-23;201630863;118S;AM-241 (chem);0.102;0.000102;0.102;0.0001;0.00002;20.1;Bq/kg;0.00004116;0.000041;0;0.0001?0.000041
67;Drigg;;RV09;UMK-Unpasteurised Milk;2016-10-10;201631961;10;CS-137;0.10269;0.10269;0.10269;0.1;0.01843;17.9456;Bq/L;0.0361228;0.036;0;0.1?0.036
1;Sellafield;;SE22;UMK-Unpasteurised Milk;2016-05-02;201629182;10;CS-137;0.10304;0.10304;0.10304;0.1;0.02926;28.3998;Bq/L;0.0573496;0.057;0;0.1?0.057
86;Vickers shipyard;;CROP;POT - Potato;2016-09-06;201631014;10;CS-137;0.10308;0.10308;0.10308;0.1;0.02925;28.3769;Bq/kg;0.05733;0.057;0;0.1?0.057
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-01-25;201627574;10;CS-137;0.10396;0.10396;0.10396;0.1;0.0192;18.495;Bq/L;0.037632;0.038;0;0.1?0.038
1;Sellafield;Parton (N);;LBE - European lobster;2016-07-10;201630319;045S;PB-210;0.104;0.104;0.104;0.1;0.011;10.1;Bq/kg;0.02156;0.022;0;0.1?0.022
1;Sellafield;W/A Commercial;;COD - Cod;2016-10-10;201633509;031S;PU-241;0.105;0.105;0.105;0.11;0.051;48.5;Bq/kg;0.09996;0.1;0;0.11?0.1
1;Sellafield;;RV08;UMK-Unpasteurised Milk;2016-06-13;201629701;10;CS-137;0.105;0.105;0.105;0.11;0.0254;24.22;Bq/L;0.049784;0.05;0;0.11?0.05
1;Sellafield;Sellafield Distance North;;HAD - Haddock;2016-03-09;201629683;2;CS-137;0.106;0.106;0.106;0.11;0.0173;16.34;Bq/kg;0.033908;0.034;0;0.11?0.034
1;Sellafield;Sellafield PLZ;;CRE - Edible crab;2016-10-10;201632007;012S;U-238;0.106;0.106;0.106;0.11;0.003;2.67;Bq/kg;0.00588;0.0059;0;0.11?0.0059
1;Sellafield;;ANIMAL_RAVENGLASS;CAM - Cattle muscle;2016-06-13;201629843;118S;AM-241 (chem);0.106;0.000106;0.106;0.00011;0.00003;24;Bq/kg;0.000049;0.000049;0;0.00011?0.000049
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-10-10;201631955;10;CS-137;0.10639;0.10639;0.10639;0.11;0.02818;26.4829;Bq/L;0.0552328;0.055;0;0.11?0.055
21;Springfields;;CROP;BRT - Beetroot;2016-08-23;201630869;118S;AM-241 (chem);0.107;0.000107;0.107;0.00011;0.00002;20.6;Bq/kg;0.00004312;0.000043;0;0.00011?0.000043
12;Sizewell;R Alde - Martello Tower;;MUS - Blue (edible) mussel;2016-05-09;201629192;2;CS-137;0.108;0.108;0.108;0.11;0.0267;24.69;Bq/kg;0.052332;0.052;0;0.11?0.052
1;Sellafield;W/A Commercial;;NEP - Norway lobster;2016-07-01;201635276;004S;SR-90;0.109;0.109;0.109;0.11;0.02;18.8;Bq/kg;0.0392;0.039;0;0.11?0.039
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-12-27;201634098;10;CS-137;0.11;0.11;0.11;0.11;0.0269;24.45;Bq/L;0.052724;0.053;0;0.11?0.053
1;Sellafield;;SE11;UMK-Unpasteurised Milk;2016-06-27;201629891;10;CS-137;0.11072;0.11072;0.11072;0.11;0.0289;26.1307;Bq/L;0.056644;0.057;0;0.11?0.057
1;Sellafield;;SE20;UMK-Unpasteurised Milk;2016-02-15;201628317;10;CS-137;0.11161;0.11161;0.11161;0.11;0.02107;18.878;Bq/L;0.0412972;0.041;0;0.11?0.041
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-03-28;201628447;10;CS-137;0.11315;0.11315;0.11315;0.11;0.01822;16.1051;Bq/L;0.0357112;0.036;0;0.11?0.036
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-06-27;201629889;10;CS-137;0.11404;0.11404;0.11404;0.11;0.0283;24.8076;Bq/L;0.055468;0.055;0;0.11?0.055
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-05-23;201629500;10;CS-137;0.11624;0.11624;0.11624;0.12;0.02874;24.7212;Bq/L;0.0563304;0.056;0;0.12?0.056
1;Sellafield;;ANIMAL;WWP - Wild wood pigeon;2016-08-24;201630973;118S;AM-241 (chem);0.117;0.000117;0.117;0.00012;0.00003;23.8;Bq/kg;0.00005488;0.000055;0;0.00012?0.000055
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-03-28;201628441;10;CS-137;0.11737;0.11737;0.11737;0.12;0.0263;22.39;Bq/L;0.051548;0.052;0;0.12?0.052
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-11-21;201633821;10;CS-137;0.11757;0.11757;0.11757;0.12;0.0219;18.6593;Bq/L;0.042924;0.043;0;0.12?0.043
1;Sellafield;Parton (N);;CRE - Edible crab;2016-07-10;201630382;2;CO-60;0.118;0.118;0.118;0.12;0.0275;23.33;Bq/kg;0.0539;0.054;0;0.12?0.054
1;Sellafield;Sellafield PLZ;;CRE - Edible crab;2016-10-10;201632007;012S;U-234;0.118;0.118;0.118;0.12;0.003;2.6;Bq/kg;0.00588;0.0059;0;0.12?0.0059
21;Springfields;Marshside Sands;;SAM - Samphire;2016-08-03;201630670;2;CS-137;0.118;0.118;0.118;0.12;0.0194;16.48;Bq/kg;0.038024;0.038;0;0.12?0.038
29;Heysham;;HE16;UMK-Unpasteurised Milk;2016-02-15;201628390;10;CS-137;0.11844;0.11844;0.11844;0.12;0.0225;19.025;Bq/L;0.0441;0.044;0;0.12?0.044
1;Sellafield;;SE20;UMK-Unpasteurised Milk;2016-08-08;201630686;10;CS-137;0.12018;0.12018;0.12018;0.12;0.02099;17.4631;Bq/L;0.0411404;0.041;0;0.12?0.041
67;Drigg;;DR02;UMK-Unpasteurised Milk;2016-05-10;201629302;10;CS-137;0.12066;0.12066;0.12066;0.12;0.02719;22.5333;Bq/L;0.0532924;0.053;0;0.12?0.053
30;Hartlepool;PLZ;;PLE - European plaice;2016-09-15;201631591;2;CS-137;0.121;0.121;0.121;0.12;0.0339;28.05;Bq/kg;0.066444;0.066;0;0.12?0.066
1;Sellafield;;ANIMAL_RAVENGLASS;LLK - Lamb liver & kidney;2016-06-13;201629848;118S;PU-238;0.122;0.000122;0.122;0.00012;0.00005;43.1;Bq/kg;0.00010388;0.0001;0;0.00012?0.0001
1;Sellafield;;CROP;BRT - Beetroot;2016-08-30;201631015;004S;SR-90;0.122;0.122;0.122;0.12;0.009;7.47;Bq/kg;0.01764;0.018;0;0.12?0.018
1;Sellafield;;SE17;UMK-Unpasteurised Milk;2016-09-12;201631070;10;CS-137;0.1222;0.1222;0.1222;0.12;0.02474;20.2462;Bq/L;0.0484904;0.048;0;0.12?0.048
1;Sellafield;Parton (N);;CRE - Edible crab;2016-07-10;201630383;045S;PB-210;0.123;0.123;0.123;0.12;0.011;8.8;Bq/kg;0.02156;0.022;0;0.12?0.022
67;Drigg;;DR02;UMK-Unpasteurised Milk;2016-04-11;201628908;10;CS-137;0.12322;0.12322;0.12322;0.12;0.02559;20.7676;Bq/L;0.0501564;0.05;0;0.12?0.05
1;Sellafield;W/A Commercial;;PLE - European plaice;2016-05-16;201629601;031S;PU-241;0.125;0.125;0.125;0.13;0.045;36.2;Bq/kg;0.0882;0.088;0;0.13?0.088
8;Dungeness;PLZ - Fish;;COD - Cod;2016-02-02;201627645;2;CS-137;0.126;0.126;0.126;0.13;0.0193;15.29;Bq/kg;0.037828;0.038;0;0.13?0.038
1;Sellafield;;CROP;CAB - Cabbage;2016-08-30;201631013;118S;PU-239+240;0.126;0.000126;0.126;0.00013;0.00004;31.4;Bq/kg;0.0000784;0.000078;0;0.00013?0.000078
67;Drigg;;CROP;GRS - Grass;2016-08-15;201630871;031S;PU-241;0.127;0.127;0.127;0.13;0.062;48.5;Bq/kg;0.12152;0.12;0;0.13?0.12
1;Sellafield;;ANIMAL;CAM - Cattle muscle;2016-10-13;201632030;118S;AM-241 (chem);0.127;0.000127;0.127;0.00013;0.00002;18.7;Bq/kg;0.00004704;0.000047;0;0.00013?0.000047
1;Sellafield;;SE20;UMK-Unpasteurised Milk;2016-12-05;201633911;10;CS-137;0.128;0.128;0.128;0.13;0.0225;17.6;Bq/L;0.0441;0.044;0;0.13?0.044
31;Aldermaston;;CROP;POT - Potato;2016-08-10;201630719;118S;PU-239+240;0.129;0.000129;0.129;0.00013;0.00005;39.8;Bq/kg;0.00009996;0.0001;0;0.00013?0.0001
1;Sellafield;;CROP;CAB - Cabbage;2016-08-30;201631013;118S;AM-241 (chem);0.129;0.000129;0.129;0.00013;0.00003;21.2;Bq/kg;0.00005292;0.000053;0;0.00013?0.000053
28;Devonport;Plymouth Sound;;BWR - Ballan wrasse;2016-01-26;201627892;2;CS-137;0.13;0.13;0.13;0.13;0.0317;24.39;Bq/kg;0.062132;0.062;0;0.13?0.062
1;Sellafield;;ANIMAL_RAVENGLASS;LAM - Lamb muscle;2016-06-13;201629847;118S;PU-239+240;0.13;0.00013;0.13;0.00013;0.00003;25.3;Bq/kg;0.00006468;0.000065;0;0.00013?0.000065
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-04-11;201628904;10;CS-137;0.13178;0.13178;0.13178;0.13;0.03783;28.7061;Bq/L;0.0741468;0.074;0;0.13?0.074
1;Sellafield;;ANIMAL;CAK - Cattle kidney;2016-10-13;201632031;10;CS-137;0.13232;0.13232;0.13232;0.13;0.02783;21.0342;Bq/kg;0.0545468;0.055;0;0.13?0.055
21;Springfields;;CROP;GRS - Grass;2016-08-23;201630870;10;CS-137;0.13347;0.13347;0.13347;0.13;0.02236;16.756;Bq/kg;0.0438256;0.044;0;0.13?0.044
12;Sizewell;R Alde - Martello Tower;;MUS - Blue (edible) mussel;2016-05-09;201629192;003S;CM-243+244;0.134;0.000134;0.134;0.00013;0.00003;22.6;Bq/kg;0.0000588;0.000059;0;0.00013?0.000059
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-02-22;201628028;10;CS-137;0.13804;0.13804;0.13804;0.14;0.03174;22.9928;Bq/L;0.0622104;0.062;0;0.14?0.062
33;Capenhurst;Wirral Shrimp;;USH - Shrimp (unidentified);2016-09-01;201632014;007S;TC-99;0.139;0.139;0.139;0.14;0.083;59.6;Bq/kg;0.16268;0.16;0;0.14?0.16
1;Sellafield;;SE15;UMK-Unpasteurised Milk;2016-01-11;201627441;10;CS-137;0.14089;0.14089;0.14089;0.14;0.02258;16.026;Bq/L;0.0442568;0.044;0;0.14?0.044
67;Drigg;;DR02;UMK-Unpasteurised Milk;2016-08-15;201630759;10;CS-137;0.141;0.141;0.141;0.14;0.0633;44.9;Bq/L;0.124068;0.12;0;0.14?0.12
1;Sellafield;;SE22;UMK-Unpasteurised Milk;2016-08-08;201630689;10;CS-137;0.1413;0.1413;0.1413;0.14;0.03796;26.8621;Bq/L;0.0744016;0.074;0;0.14?0.074
9;Hinkley;Stert, Stolford;;PTV - Common limpet;2016-05-23;201629476;2;CS-137;0.142;0.142;0.142;0.14;0.0211;14.83;Bq/kg;0.041356;0.041;0;0.14?0.041
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-09-26;201631645;10;CS-137;0.14381;0.14381;0.14381;0.14;0.02454;17.063;Bq/L;0.0480984;0.048;0;0.14?0.048
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-03-28;201628443;10;CS-137;0.14502;0.14502;0.14502;0.15;0.03475;23.9649;Bq/L;0.06811;0.068;0;0.15?0.068
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-04-25;201629102;10;CS-137;0.14551;0.14551;0.14551;0.15;0.03729;25.624;Bq/L;0.0730884;0.073;0;0.15?0.073
1;Sellafield;;SE15;UMK-Unpasteurised Milk;2016-03-14;201628311;10;CS-137;0.14578;0.14578;0.14578;0.15;0.02451;16.8122;Bq/L;0.0480396;0.048;0;0.15?0.048
