Breed;Color;Date;DateCreated;Name;Sex;State
.Unknown Breed Mix;White;2014-10-16;2014-10-16;Tangtang;M;Lost
Germ. Shepherd;Black;2014-10-17;2014-10-17;Max;M/N;Lost
Goldendoodle;Golden;2014-10-18;2014-10-18;Llama;M;Lost
Goldendoodle;Golden;2014-10-18;2014-10-18;Kovu;M;Lost
Shepherd X;Black;2014-10-19;2014-10-19;Miami;F/S;Matched
Scottish Terrier;Brown;2014-10-19;2014-10-19;Charly;M;Lost
Mix breed;Black;2014-10-19;2014-10-19;kiwi;F;Lost
Pit Bull;Black;2014-10-20;2014-10-20;Tiger;M;Lost
Maltipoo;Black;2014-10-20;2014-10-20;Tuxedo;M/N;Lost
Shiba Inu;Tan;2014-10-20;2014-10-20;bubble.;M;Lost
Siamese X;Cream;2014-10-22;2014-10-22;Tammy;F/S;Lost
tabby;Grey;2014-10-23;2014-10-23;Fatty;F;Lost
Jack Russell Terrier;White;2014-10-24;2014-10-24;Lucky;M;Lost
Terrier X;Black;2014-10-24;2014-10-24;Maggie;F;Lost
Pomeranian;Cream;2014-10-25;2014-10-25;Shayna (Happy);F;Lost
Lab X;Black;2014-10-27;2014-10-27;Melvin;M;Matched
Pit Bull or Boxer;Brown;2014-10-27;2014-10-27;Chance;M;Lost
Pit Bull;Brown;2014-10-28;2014-10-28;Simba;M;Matched
Tabby;Black;2014-10-29;2014-10-29;Gremlin;M/N;Lost
Shih Tzu;White;2014-10-30;2014-10-30;Spike;M;Matched
Shiba Inu;Red;2014-10-30;2014-10-30;Saman;F;Matched
Boston Terrier;Black;2014-10-31;2014-10-31;Edie;F;Lost
DSH;Grey;2014-10-31;2014-10-31;Molly;F/S;Lost
Shiba Inu;Red;2014-11-01;2014-11-01;Saman;F;Matched
Chihuahua;Brown;2014-11-01;2014-11-01;Lucky;M;Matched
Tabby;Brown;2014-11-06;2014-11-06;Keetcha;F;Lost
Pit Bull;White;2014-11-08;2014-11-08;Kane;M;Matched
Brussels Griffon;Brown;2014-11-09;2014-11-09;Emma;F/S;Matched
Toy Poodle;Brown;2014-11-09;2014-11-09;Mitya;M;Matched
DSH;Black;2014-11-11;2014-11-12;Rasta;M/N;Lost
Maltese;Black;2014-11-12;2014-11-12;Biggie;M/N;Lost
Labrador;Black;2014-11-14;2014-11-14;Lou-Lou;F/S;Lost
DSH;Black;2014-11-14;2014-11-14;Chopper;M/N;Lost
Bichon Frise;;2014-11-17;2014-11-17;Benji;M;Lost
Chihuahua;White;2014-11-17;2014-11-17;Max;M;Lost
DSH;Grey;2014-11-21;2014-11-21;Atlas;M;Lost
dog breed not provided;tri Coloured;2014-11-24;2014-11-24;Shelby;F;Matched
Terrier;Brown;2014-11-24;2014-11-24;Hunter;M;Lost
Husky;Black;2014-11-25;2014-11-25;Frances;F/S;Lost
Pit Bull;White;2014-11-26;2014-11-26;sparticus;M;Matched
.Unknown Breed Mix;White;2014-11-27;2014-11-27;Lisha;F;Matched
Beagle;Black;2014-11-28;2014-11-28;Cooper;M;Lost
Cocker Spaniel;Cream;2014-11-29;2014-11-29;Toby;M;Lost
Beagle X;Brown;2014-12-01;2014-12-01;Caddy;M;Matched
.Unknown Breed Mix;White;2014-12-04;2014-12-04;Bagel;M;Lost
Shih Tzu;White;2014-12-05;2014-12-05;Prince;M;Matched
Shiba Inu;Brown;2014-12-09;2014-12-09;Ocha;M;Lost
Jack Russell Terrier;White;2014-12-11;2014-12-11;Jasper;M;Matched
Kelpie;Blue;2014-12-13;2014-12-13;Flint;F;Lost
Beagle;White;2014-12-14;2014-12-14;Max;M;Matched
Shar-Pei;;2014-12-14;2014-12-14;Boobie;M;Lost
Tabby;Brown;2014-12-14;2014-12-14;Charlie;M/N;Lost
DSH;orange and white;2014-12-15;2014-12-15;Maw;M;Lost
DSH;Grey;2014-12-18;2014-12-18;Hugo;M/N;Lost
Pit Bull;Red;2014-12-21;2014-12-21;Olive;F;Lost
Shih Tzu;Grey;2014-12-24;2014-12-24;Molly;F;Lost
Doberman Pinscher;Black;2014-12-24;2014-12-24;Capone;M;Lost
Terrier X;Yellow;2014-12-24;2014-12-25;Mary;F/S;Lost
Germ. Shepherd;Brown;2014-12-25;2014-12-25;Lanie;F/S;Lost
Tabby;Brown;2014-12-25;2014-12-25;Slim;F;Lost
Siberian Forest Cat;Golden;2014-12-27;2014-12-27;Chicken;M;Lost
Border Collie;Black;2014-12-28;2014-12-28;rosie;F;Lost
tabby;Grey;2014-12-30;2014-12-30;meow-meow;M/N;Lost
Pomeranian;Brown;2015-01-02;2015-01-02;Chico;M;Matched
Shiba Inu;Golden;2015-01-05;2015-01-05;Stella;F;Lost
Pit Bull;White;2015-01-07;2015-01-07;Bella;F;Lost
Lab X;Apricot;2015-01-09;2015-01-09;Iggy Poop;F/S;Lost
Germ. Shepherd;Black;2015-01-15;2015-01-15;Bear;M;Matched
Lab X;Black;2015-01-18;2015-01-18;Petra;;Lost
Chihuahua;Brown;2015-01-18;2015-01-18;Nacho;M;Matched
Chihuahua;Brown;2015-01-19;2015-01-19;Nacho;M;Matched
DSH Tabby;Grey;2015-01-19;2015-01-19;N/A;M/N;Lost
DLH Tabby;Grey;2015-01-21;2015-01-21;Joey;M;Lost
Terrier X;Brown;2015-01-22;2015-01-22;Cookie;M;Matched
Fox Terrier;Brown;2015-01-23;2015-01-23;Cookie;M;Matched
Beagle;Black;2015-01-23;2015-01-23;Yucca;F;Matched
Terrier X;Brown;2015-01-26;2015-01-26;Cookie;M/N;Lost
Havanese;White;2015-01-26;2015-01-26;Roxi & Brandi;F;Lost
Pekingese X;White;2015-02-02;2015-02-02;Charlie;M;Lost
.Unknown Breed Mix;Black;2015-02-08;2015-02-08;Chucky;M;Lost
Boxer;Brown;2015-02-08;2015-02-08;Stormy;M/N;Matched
Amer. Eskimo Dog;White;2015-02-08;2015-02-08;Not in English;M;Lost
Poodle X;White;2015-02-10;2015-02-10;Sofie or Sufie;F;Lost
Unknown;Grey;2015-02-10;2015-02-10;Mason;;Lost
Poodle X;Cream;2015-02-11;2015-02-11;Paomian;X;Lost
Tabby;Grey;2015-02-12;2015-02-12;Josie;F;Lost
Shih Tzu;White;2015-02-13;2015-02-13;GQ;M;Lost
Shih Tzu;Black;2015-02-14;2015-02-14;Zelda;F;Lost
DMH;Black;2015-02-14;2015-02-14;Hanzo;M;Lost
Pomeranian;Golden;2015-02-17;2015-02-17;Pom Pom;M;Lost
Bichon Frise;White;2015-02-17;2015-02-17;Loki;M/N;Matched
Border Collie;Brown;2015-02-18;2015-02-18;Buck;M;Lost
Shih Tzu;Grey;2015-02-18;2015-02-18;;M;Lost
Germ. Shepherd;Tan;2015-02-20;2015-02-20;Tulsa;F;Lost
Lab X;Black;2015-02-20;2015-02-20;Axel;M/N;Lost
French Bulldog;Black;2015-02-22;2015-02-22;Dexter;M;Matched
Border Terrier;Brown;2015-02-23;2015-02-23;Naia;F;Lost
Tibetan Mastiff;Grey;2015-02-24;2015-02-24;Mishka;M;Lost
Yorkie X;White;2015-03-01;2015-03-01;Buddy;M/N;Matched
Border Collie;Black;2015-03-01;2015-03-01;Aspen;F;Lost
Labrador;Black;2015-03-05;2015-03-05;Guiness;M;Lost
Shetland Sheepdog;Brown;2015-03-07;2015-03-07;Ash;M;Lost
Med. haired cat;Black;2015-03-09;2015-03-09;Hendrick;M;Lost
Greyhound;Red;2015-03-14;2015-03-14;Captain;M;Lost
Chihuahua;Brown;2015-03-16;2015-03-16;Chewy;M;Matched
Jack Russell Terrier;White;2015-03-16;2015-03-16;Donny;M;Lost
;Black;2015-03-17;2015-03-17;Princess;F;Lost
Poodle X;White;2015-03-17;2015-03-17;tia;F;Lost
Husky;Black;2015-03-19;2015-03-19;jasper;F;Lost
Border Collie;Black;2015-03-20;2015-03-20;Jack;M;Lost
Yorkshire Terrier;Brown;2015-03-22;2015-03-22;Coco;F;Lost
Labradoodle;White;2015-03-23;2015-03-23;Bisou;M;Lost
;Black;2015-03-23;2015-03-23;;;Lost
Black Mouth Cur;Red;2015-03-24;2015-03-24;Hina;M;Lost
Tabby;Grey;2015-03-24;2015-03-24;liza;F;Lost
Mixed;Black/White;2016-07-11;2016-07-11;Hercules;M;Matched
Chihuahua;White & Brown;2016-07-11;2016-07-11;Hendrix;M;Matched
Mexican X breed;Yellowish;2016-07-12;2016-07-12;Wren;F;Matched
Cat - DSH;Grey/White;2016-07-16;2016-07-16;Ming;F;Matched
Amer. Pit Bull;White w/Blk Spots;2016-07-16;2016-07-16;Kingsley;M;Matched
Chihuahua;Golden;2016-07-18;2016-07-18;Unknown.;F;Lost
Chihuahua;Grey;2016-07-18;2016-07-18;Todo;M;Matched
Poodle X;White;2016-07-22;2016-07-22;Rambo;M/N;Lost
Cat - DSH;Black/White;2016-07-22;2016-07-22;Ryou;F;Lost
Chihuahua;Tan;2016-07-23;2016-07-23;Diego;M;Matched
Maltese;White;2016-07-24;2016-07-24;Biggie;M;Matched
Miniature Pinscher;Black;2016-07-25;2016-07-25;Juniour;M/N;Lost
Pug X;Golden;2016-07-25;2016-07-25;Lucy;F;Matched
Cat - Russian Blue;Grey;2016-07-25;2016-07-25;Mira;F;Matched
Jack Russell Terrier;White;2016-07-26;2016-07-26;Bella;F;Matched
Miniature Pinscher;Black;2016-07-27;2016-07-27;Prince;M;Matched
Chihuahua;Tan;2016-07-28;2016-07-28;Tino;M;Lost
Yorkie X;Black;2016-07-29;2016-07-29;Layla;F;Matched
Germ. W/Haired Pointer;Brown;2016-07-29;2016-07-29;Blue;M;Matched
Chihuahua;White;2016-07-30;2016-07-30;Delores;F;Lost
Cat - DSH;White;2016-07-30;2016-07-30;Riley;;Matched
Cat - DLH;Grey/White;2016-07-31;2016-07-31;Charlie;M;Lost
Border Collie;Black w/White;2016-08-01;2016-08-01;Seven;M;Lost
Golden Retriever;Yellow;2016-08-06;2016-08-06;Coco;F;Matched
Border Collie;Orange;2016-08-11;2016-08-11;Damian;M;Lost
Miniature Poodle;Brown;2016-08-13;2016-08-13;Brownie;M;Matched
Siberian Husky;White/Grey;2016-08-14;2016-08-14;Zero;F/S;Lost
Labrador;Black;2016-08-14;2016-08-14;Jacky;M;Matched
Jack Russell Terrier;White;2016-08-15;2016-08-15;Stewie;M;Matched
Pit Bull;Grey;2016-08-17;2016-08-17;Trigger;M;Matched
Cat - DSH;Grey/White;2016-08-18;2016-08-18;Rosie;F;Matched
Brussels Griffon;Black;2016-08-20;2016-08-20;Luna;F/S;Matched
Cat - DSH Tabby;Grey/Orange/White;2016-08-24;2016-08-24;Misu;F/S;Matched
Shih Tzu;Black/White;2016-08-24;2016-08-24;Boston;M;Matched
Husky X;Black w/white;2016-08-25;2016-08-25;Kojak;F;Matched
Bird - Love bird;White w/hint of yellow;2016-08-25;2016-08-25;Kesha;X;Lost
Bird - Budgie X2;Turquoise x 1, White/Blue x 1;2016-08-26;2016-08-26;Minty & Soleil;M;Matched
Cat - Tabby;Grey;2016-08-26;2016-08-26;Target;M/N;Lost
Cat - DLH;Tortoise Shell;2016-08-27;2016-08-27;Mitsu;F/S;Lost
Chihuahua - Long Haired;Tan;2016-08-29;2016-08-29;Penelope;F;Lost
Cat - Tabby;Brown/blk & red/orange;2016-09-01;2016-09-01;unknown;F;Matched
Cat - Tabby;Black & White;2016-09-01;2016-09-01;Ester;F;Matched
Cat - DLH;Orange/White;2016-08-28;2016-09-03;Aldo;M;Matched
Snake - Corn;Light Brown;2016-09-04;2016-09-04;;M;Lost
Yorkie X;Brown;2016-09-05;2016-09-05;Daisy;F/S;Lost
Cat - DLH;Grey/White;2016-09-05;2016-09-05;Kali;F;Lost
Siberian Husky;White/light brown/red;2016-09-06;2016-09-06;Ghost;M;Matched
Pomeranian;White;2016-09-09;2016-09-09;;M;Matched
Coonhound;Red;2016-09-09;2016-09-09;Freebee;F;Lost
Retriever;Golden;2016-09-09;2016-09-09;Lambo;M;Matched
Greyhound;Grey;2016-09-11;2016-09-11;Bell;M;Matched
Cat - DLH Maine Coon;Grey;2016-09-12;2016-09-12;Charles;M;Lost
Cat - DSH;Black/White paws;2016-09-16;2016-09-16;Jazz;F;Lost
Husky;White;2016-09-17;2016-09-17;Alasac;F;Lost
Pitbull/Lab X;Brown;2016-09-20;2016-09-20;Mani;F;Matched
Cat - DSH Russian Blue;Grey;2016-09-14;2016-09-20;Spock;M/N;Matched
Australian Labradoodle, mini;White/Grey;2016-09-22;2016-09-22;Wizard;M;Matched
Lab/Border Collie X;Black/White;2016-09-22;2016-09-23;Astrid;F;Matched
Germ. Shepherd;Blue;2016-09-25;2016-09-26;Dogface;F;Matched
Poodle X;Cream;2016-09-25;2016-09-26;Lola;F;Matched
Cat - Burmese;Black w/white and brown;2016-09-26;2016-09-26;Lola;F;Matched
Cat - DSH;Grey;2016-09-26;2016-09-26;Dexter;M;Lost
Cat - DSH;Black/White;2016-09-27;2016-09-27;Sid;M;Lost
Cat - DMH;Black w/white;2016-09-27;2016-09-27;Avril;F;Lost
Dachshund;Black;2016-09-29;2016-09-29;Digby;M;Matched
Boston Terrier;Brown;2016-09-29;2016-09-29;Luna;F;Matched
Chihuahua;Caramel;2016-09-29;2016-09-29;Taco;F;Matched
Boston Terrier;Chocolate Brindle;2016-09-30;2016-09-30;Luna;F;Matched
Amer. Eskimo Dog;White;2016-10-01;2016-10-01;Eundong;F;Matched
Beagle;Brown;2016-10-03;2016-10-03;Max;M/N;Lost
Cat - DSH Tabby;Grey;2016-10-03;2016-10-03;;F;Lost
Poodle;White;2016-10-05;2016-10-05;Leila;F;Matched
Lab/Bermese X;Black;2016-10-06;2016-10-06;Stanley;M;Matched
Miniature Pinscher;Black/Tan;2016-10-09;2016-10-09;Junior;M/N;Lost
Cat - DSH;Black;2016-10-10;2016-10-10;MoMo;F;Matched
French Bulldog;White;2016-10-11;2016-10-11;Ari;M;Matched
Cat - DSH;Black;2016-10-11;2016-10-11;Luna or Moonshine;F;Lost
Cat - Siamese;Lt Cream/Beige;2016-10-12;2016-10-12;Teddy;M;Lost
Lab X;Black;2016-10-14;2016-10-14;Shadow;M;Matched
Cat;Grey;2016-10-15;2016-10-15;Purple Cat;F;Matched
Shepherd X;Grey;2016-10-16;2016-10-16;Sadie;F;Matched
Amer. Bully X 2;1x Grey, 1x White w/spots;2016-10-18;2016-10-18;ChiChi & Tiny;M;Matched
Maltese/Yorkie;Tan/Brown;2016-10-21;2016-10-21;Chewy;M;Matched
Husky;Red/Cream;2016-10-12;2016-10-24;Lexi;F;Lost
Pit Bull;Grey/white chest;2016-10-25;2016-10-25;Spike;M;Lost
Labrador;Yellow;2016-10-30;2016-10-30;Butter;F;Matched
Cat - DMH;Black;2016-10-31;2016-10-31;Bella;F;Matched
Cat - DSH Tuxedo;Black/White;2016-10-31;2016-10-31;Chester;M;Matched
Husky;Grey/white;2016-11-01;2016-11-01;Ricky HaHa;M;Matched
Wheaten Terrier;Cream;2016-11-01;2016-11-01;Kelsey;F;Matched
Husky;Black/white;2016-11-03;2016-11-03;Misty;F;Lost
Chihuahua/Jack Russell Terrier;White/Brown;2016-11-06;2016-11-06;Bonnie;F;Matched
Rottie/Ridgeback X;Brown;2016-11-06;2016-11-06;Birken;F;Matched
Shiba Inu;Tan/Black;2016-11-07;2016-11-07;Oreo;M;Matched
Cat - DSH;Grey;2016-11-07;2016-11-07;Silky;M;Matched
Doberman Pinscher;Red/Rust;2016-11-10;2016-11-10;Celine;F;Matched
Mixed Breed - Hound;Buff;2016-11-10;2016-11-10;Lulu;F;Matched
Pomeranian/Siba Inu;Red;2016-11-13;2016-11-13;Kujo;M;Matched
CAT - DSH Tabby;Brown/White/Black;2016-11-15;2016-11-15;Sprocket;F;Lost
Bichon Frise;Grey;2016-11-18;2016-11-18;Rufus/Buddy;M;Matched
Cat - DLH Persian;White;2016-11-20;2016-11-20;Isabelle;F;Matched
Boston Terrier;Black;2016-11-21;2016-11-21;Fibi;F;Matched
Basset Hound;Tan;2016-11-21;2016-11-21;Jack;M;Matched
Miniature Poodle;Black;2016-11-23;2016-11-23;Bess;F;Matched
Germ. Shepherd;Black/Brown;2016-11-23;2016-11-23;Cara;F;Matched
Bird - Conure;Green;2016-11-25;2016-11-25;Green;M;Lost
Parrot - Conure;Green body Red Tail;2016-11-28;2016-11-28;Lucky;M;Matched
Cav. King Charles Span.;Black/Tan;2016-12-01;2016-12-01;Rosie;F;Matched
Yorkie X;White;2016-12-02;2016-12-02;Cookie;F;Lost
Shiba Inu;Red;2016-12-06;2016-12-06;Jada;F/S;Matched
Cat - DLH;Grey/Black/White;2016-12-07;2016-12-07;Minwee;F;Lost
Cat - DLH;Grey;2016-12-07;2016-12-07;Boo;M;Lost
Cat - Hairless Sphynx;Red;2016-12-11;2016-12-11;Harry;M;Matched
Miniature Poodle X;White;2016-12-13;2016-12-13;Scruffy;M;Matched
Cat - DSH;Black/white in the chest.;2016-12-13;2016-12-13;Wasabi;F/S;Lost
Portugese Water Dog;Black;2016-12-14;2016-12-14;Violet;F;Lost
Mastiff/Labrador X;Black/white chest;2016-12-18;2016-12-18;Pony;M;Lost
Germ. Shepherd;Brown;2016-12-24;2016-12-24;Ralph;M;Matched
French Bulldog;Black/White;2017-01-03;2017-01-03;Mika;F;Matched
.Unknown Breed Mix;Tan;2017-01-09;2017-01-09;Cheddar;F;Matched
Bullmastiff;Fawn;2017-01-11;2017-01-11;Bruce;M;Matched
Cat - DSH;Black/Tan Tabby;2017-01-12;2017-01-12;Charlie;M;Matched
Germ. Shepherd;Black;2017-01-15;2017-01-15;Star;F;Matched
Hound/Lab X;Black w/white;2017-01-18;2017-01-18;Dolly;F;Matched
Cat - DSH;Black/White;2017-01-19;2017-01-19;;M/N;Matched
Brittany Spaniel;Orange/White;2017-01-20;2017-01-20;Page;F;Matched
NS Duck Toll. Retriever;Red;2017-01-22;2017-01-22;wes;M;Matched
Cat - DLH;Orange tabby;2017-01-24;2017-01-24;Sox;M;Matched
Aust. Shepherd;;2017-01-24;2017-01-24;Linden or Nanny;M;Matched
Cat - DLH Persian;Black;2017-01-27;2017-01-27;Madgen;M;Matched
NS Duck Toll. Retriever;Red;2017-01-28;2017-01-28;Peach;F;Matched
Cat - DSH Tabby;Brown/white;2017-01-30;2017-01-30;Puma;F;Lost
Maltese;White;2017-01-30;2017-01-30;JJ & Prescious;F;Lost
JRT/Maltese;Cream;2017-02-01;2017-02-01;Reckless and Jay Jay;F;Matched
Labrador;Yellow;2017-02-02;2017-02-02;Lexus;F;Matched
Border Collie;Black;2017-02-05;2017-02-05;Finn;M/N;Matched
Cat - DSH;Grey/Blk/with White  chest;2017-02-06;2017-02-06;Koko;M;Lost
Collie;Golden;2017-02-10;2017-02-10;Jax;M;Matched
Cat - DSH;Orange Tabby;2017-02-10;2017-02-10;Nugget;M;Matched
Retriever;Tan;2017-02-12;2017-02-12;Coco Percy;F;Matched
Bird - Parrot, Quaker;Blue/Green/White;2017-02-14;2017-02-14;Raine;F;Lost
Mastiff/Pitbull;Grey;2017-02-15;2017-02-15;Karma;F;Matched
Cat - DSH Tuxedo;Black/White;2017-02-15;2017-02-15;Toot;M;Matched
Cat - DSH Tuxedo;Black/White;2017-02-16;2017-02-16;Axel Rose;M;Matched
Beagle;Brown;2017-02-19;2017-02-19;Oscar;M;Matched
Chihuahua;White/tan spot near tail;2017-02-19;2017-02-19;Pink;F;Lost
Pomeranian;Tan;2017-02-19;2017-02-19;Teddy;M;Matched
Heeler/Lab X;;2017-02-20;2017-02-20;Sophie;F;Matched
Chihuahua;Tan/Orange/Lt Brown;2017-02-21;2017-02-21;Mr. Bean;M;Matched
Cockapoo;Cream;2017-02-21;2017-02-21;Bailey;F;Matched
Labrador;Brown;2017-02-22;2017-02-22;Teddy;M;Matched
Aust. Shepherd;Black;2017-03-02;2017-03-02;Maizy;F;Matched
.Unknown Breed Mix;Tan;2017-03-04;2017-03-04;Sandy;F;Matched
Chihuahua X;Brown/White/Black;2017-03-08;2017-03-08;Willow;F;Matched
Husky X;Black;2017-03-09;2017-03-09;Hei Hei;M;Matched
Bullmastiff;Fawn w/black strips;2017-03-10;2017-03-10;Bella;F;Matched
Shepard/Husky X;Brindle;2017-03-10;2017-03-10;Bowie;F;Matched
Lab X;Black;2017-03-15;2017-03-15;Mesa;;Matched
Lab X;Black/White;2017-03-15;2017-03-15;Markus;M;Matched
Husky X;Red/white;2017-03-15;2017-03-15;Jackie;F;Matched
Miniature Pinscher;Black;2017-03-15;2017-03-15;Junior;M/N;Lost
Cat - DSH;Grey;2017-03-19;2017-03-19;Henry;M/N;Lost
Cat - DLH;Black;2017-03-22;2017-03-22;Moss;F;Lost
Bird - Parrot;Green and Red;2017-03-24;2017-03-24;Rio;X;Lost
Cairn Terrier;Golden/Brown;2017-03-27;2017-03-27;Dulce;F/S;Matched
Pomeranian;Black w/ white mouth;2017-03-28;2017-03-28;Coco;F/S;Matched
Chihuahua;Red;2017-03-29;2017-03-29;Winston;M/N;Lost
Cat - DSH;Black;2017-04-01;2017-04-01;Blair;M;Lost
Cat - Manx;Apricot;2017-04-02;2017-04-02;Gizmo;M;Lost
Chinese Traditional Dog;Cream;2017-04-04;2017-04-04;Not provided;M;Matched
Golden Retriever;Golden;2017-04-05;2017-04-05;Goldie;F/S;Matched
Cat - DSH;Grey/White;2017-04-05;2017-04-05;Tyler;M/N;Matched
Husky X;Black;2017-04-17;2017-04-17;Bella;F;Matched
Cat - DLH Persian;Tortoise shell;2017-04-18;2017-04-18;Tiger Lily;F/S;Matched
Cat - DSH;Black;2017-04-24;2017-04-24;Thomas;M;Matched
Labrador;Golden yellow/Orange;2017-04-27;2017-04-27;Nero;M/N;Matched
Border Collie X;Ginger/White;2017-04-27;2017-04-27;Meera;F/S;Matched
Husky;Red;2017-04-27;2017-04-27;Misha;F/S;Matched
Cat - DSH;Black/White;2017-04-27;2017-04-27;Mia;F;Lost
Chihuahua/JRT;Brown/White;2017-04-28;2017-04-28;Maya;F/S;Matched
Cat - Manx;Grey/Peach;2017-04-28;2017-04-28;;F/S;Lost
Beagle X;White/Black/Brown;2017-05-07;2017-05-07;Lola;F;Lost
Jack Russell Terrier;Tan/white;2017-05-09;2017-05-09;Lucy;F/S;Matched
Pitbull/Lab X;Dk Brown w/white;2017-05-10;2017-05-10;Matty;F;Matched
Yorkshire Terrier;Black;2017-05-10;2017-05-10;Taz;M/N;Matched
Jack Russell Terrier;Black/White and tan.;2017-05-11;2017-05-11;PeanutBudder.;M;Matched
Doberman Pinscher;Black/Tan;2017-05-11;2017-05-11;Azzy;M;Matched
Cat - DSH Tuxedo;Black/White;2017-05-13;2017-05-14;Stormy;M;Lost
Cat - DSH Tabby;Grey/Black (patchy);2017-05-16;2017-05-16;Tinku;M;Lost
Poodle X;Black;2017-05-20;2017-05-20;Cooper;M/N;Matched
Lab X;Black;2017-05-21;2017-05-21;Django;M/N;Matched
Husky;White w/gray blue eyes;2017-05-21;2017-05-21;Luna;F/S;Lost
Shiba Inu;Red;2017-05-23;2017-05-23;Barney;M;Lost
Cat - DSH;Grey/white;2017-05-25;2017-05-25;Grayson;M;Lost
Cat - DSH Siamese;Seal;2017-05-27;2017-05-27;Leanna;F;Lost
Germ. Shepherd;Brown;2017-05-28;2017-05-28;Mishka;F;Matched
Amer. Eskimo Dog;White;2017-05-30;2017-05-30;Jemma;F/S;Matched
Labradoodle;Golden;2017-05-31;2017-05-31;Chester;M;Matched
Pug;Tan;2017-06-01;2017-06-01;Lulu;F/S;Matched
Bird - Parakeet;White/Blue;2017-06-02;2017-06-02;;M;Lost
Dachshund;Golden;2017-06-03;2017-06-03;Willow;F/S;Matched
Pomeranian;Tan/White;2017-06-03;2017-06-03;Kilby;M;Lost
Mastiff/Lab X;Tan/White chest/paws;2017-06-03;2017-06-03;Chips;F;Lost
Shih Tzu;Black;2017-06-07;2017-06-07;Ping;F;Matched
Chihuahua;Tan;2017-06-11;2017-06-11;Sophie;F;Lost
Shih Tzu;Grey;2017-06-11;2017-06-11;Tia;F/S;Lost
Boxer;Brown w/white, black snout;2017-06-14;2017-06-14;Boss;X;Lost
Husky/Golden Ret.;Grey;2017-06-15;2017-06-15;Balou;M;Matched
Budgie x3;Yellow and turquiose;2017-06-23;2017-06-23;n/a;X;Lost
Husky;Black/Grey/White;2017-06-25;2017-06-25;Seven;F;Lost
Puggle;Tan/White;2017-06-25;2017-06-25;Bandy;F;Matched
Maltese;White;2017-06-25;2017-06-25;Ella;F/S;Matched
Pit Bull;Grey;2017-06-25;2017-06-25;Bowser;M;Matched
Chihuahua;Tan;2017-06-26;2017-06-26;Lola;F;Matched
Cat - DSH;Black & White;2017-06-28;2017-06-28;Sylvester;M/N;Matched
Cat - DSH Tabby;Red;2017-06-29;2017-06-29;Leo;M/N;Lost
Bichon Frise;White;2017-06-29;2017-06-29;Mango;M/N;Lost
Toy Poodle/Havanese;Golden/Apricot;2017-06-29;2017-06-29;Oscar;M;Matched
Cat - DSH Savannah;goldish spots black strips;2017-06-29;2017-06-29;Frankie;F/S;Matched
Cat - DSH Tabby;Black/Brown/Cream;2017-06-30;2017-06-30;?;X;Matched
Samoyed;White;2017-06-30;2017-06-30;Zhuang Zhuang;M;Matched
Bird - Conure, Gr. Cheek;Grey/Green;2017-06-30;2017-06-30;Kiwi;M;Matched
Bull Terrier;Black & White;2017-07-01;2017-07-01;Billie;F/S;Matched
Daschund/Spaniel X;Tan;2017-07-01;2017-07-01;Peanut;F/S;Matched
Yorkshire Terrier;Black/Tan;2017-07-03;2017-07-03;Papa;M/N;Lost
Maltipoo/Terrier X;Black/Dark Grey;2017-07-03;2017-07-03;Ruby;M/N;Lost
Eng. Bulldog;Brown/White;2017-07-05;2017-07-05;Bison;M;Matched
Cat - DMH;Black;2017-07-04;2017-07-05;Lemmy;M;Lost
Terrier X;Cream;2017-07-05;2017-07-05;Iscuit;M;Lost
Pitbull X - Puppy;White/Brown;2017-07-07;2017-07-07;Boosche;F;Lost
Cat - DSH Scottish Fold;Black/White;2017-07-07;2017-07-07;C-We;M/N;Lost
Rodent - Chinchilla;Black;2017-07-08;2017-07-08;ChiChi;F;Lost
Lab X;Brown/Grey;2017-07-08;2017-07-08;Teddy;M/N;Lost
Jack Russell Terrier;White;2017-07-09;2017-07-09;Rosco;M/N;Lost
Cat - DSH;Black & White;2017-07-11;2017-07-11;Kirito;M/N;Matched
Cat - DLH;Grey/w White;2017-07-13;2017-07-13;Romeo;M/N;Lost
Chihuahua;Tan;2017-07-15;2017-07-15;Congo;;Matched
Yorkie X;Brown;2017-07-16;2017-07-16;Sparky;F/S;Matched
Poodle/Yorkie X;Tan;2017-07-17;2017-07-17;Minzi;F/S;Lost
Cat - DSH;Calico;2017-07-18;2017-07-18;vixen;F/S;Matched
Shepherd/Husky X;White/Tan/Black;2017-07-20;2017-07-20;Floyd;M;Matched
Chihuahua;Yellow;2017-07-21;2017-07-21;Rosie;F/S;Matched
Pomeranian;Brown;2017-07-23;2017-07-23;Bunbun;M;Matched
Italian Greyhound;Brown;2017-07-24;2017-07-24;Chester;M/N;Matched
Cat - DSH Tabby;Grey w/ black & white stripes;2017-07-25;2017-07-25;Kitty;M/N;Lost
Chihuahua, Teacup;Blonde/Tan;2017-07-26;2017-07-26;Simba;M/N;Matched
Cav. King Charles Span.;Black;2017-07-26;2017-07-26;Chewy;M/N;Matched
West Highland Terrier;White;2017-07-31;2017-07-31;Emma;F;Matched
Portugese Water Dog;Black;2017-07-31;2017-07-31;Stella;F;Lost
Cat - DSH;Orange Tabby;2017-08-02;2017-08-02;Tigger;M/N;Matched
Cat - DLH Tabby;Grey/Black Maine Coon X;2017-08-02;2017-08-02;Mousey;M/N;Lost
Bearded Dragon;Brown/Tan;2017-08-02;2017-08-02;Dubers;X;Lost
