Geom;P_ANNOTATION_LBL_ID
"{""type"": ""LineString"", ""coordinates"": [[-123.04564227905234, 49.23278360874309], [-123.04564227797498, 49.232782439360726], [-123.04564401377122, 49.23272828725537]]}";__FJ7MAT
"{""type"": ""LineString"", ""coordinates"": [[-123.10880459260464, 49.20717586299428], [-123.10859439952239, 49.2071747205022]]}";__FJ7MAV
"{""type"": ""LineString"", ""coordinates"": [[-123.12695906794028, 49.20106589782734], [-123.12654043224973, 49.20122937014017]]}";__FJ7MAY
"{""type"": ""LineString"", ""coordinates"": [[-123.16475844064423, 49.23707824895752], [-123.1647639023468, 49.237026968239]]}";__FJ7MB2
"{""type"": ""LineString"", ""coordinates"": [[-123.07302847018582, 49.269044467929746], [-123.07319370357547, 49.269047781552146], [-123.07319492063156, 49.26894127765631]]}";__FJ7MBA
"{""type"": ""LineString"", ""coordinates"": [[-123.13349100965368, 49.201873984617315], [-123.13338997883805, 49.20187023335769]]}";__FJ7MBD
"{""type"": ""LineString"", ""coordinates"": [[-123.14663054169483, 49.27719780373394], [-123.14662138422713, 49.277438634489805]]}";__FJ7MBU
"{""type"": ""LineString"", ""coordinates"": [[-123.1352248024703, 49.27629859516972], [-123.13553217309591, 49.27632988011905], [-123.13607310678002, 49.2770990164841]]}";__FJ7MBW
"{""type"": ""LineString"", ""coordinates"": [[-123.17701104975562, 49.26562612118945], [-123.17695469253849, 49.26562557785101]]}";__FJ7MC2
"{""type"": ""LineString"", ""coordinates"": [[-123.18118511369862, 49.27165294925994], [-123.18111651230312, 49.27165170753274]]}";__FJ7MC5
"{""type"": ""LineString"", ""coordinates"": [[-123.14094857378821, 49.25743225122925], [-123.14084206379174, 49.257431391642605]]}";__FJ7MCA
"{""type"": ""LineString"", ""coordinates"": [[-123.03148981496086, 49.28455682880306], [-123.03127461895157, 49.28455427864657], [-123.031276330115, 49.284237828054614], [-123.03159231561364, 49.28424160102496]]}";__FJ7MCG
"{""type"": ""LineString"", ""coordinates"": [[-123.03175509321285, 49.282380086295674], [-123.0313581347398, 49.282378944373136]]}";__FJ7MCJ
"{""type"": ""LineString"", ""coordinates"": [[-123.13363494734388, 49.258473035080684], [-123.1330669983932, 49.2584637238971]]}";__FJ7MCV
"{""type"": ""LineString"", ""coordinates"": [[-123.08005281888411, 49.258903991411294], [-123.08009734717238, 49.258903960550356]]}";__FJ7MD4
"{""type"": ""LineString"", ""coordinates"": [[-123.10387583024747, 49.25984314514349], [-123.10382606194524, 49.259841804614794]]}";__FJ7MDE
"{""type"": ""LineString"", ""coordinates"": [[-123.07785092277888, 49.25080547259839], [-123.07776758945923, 49.25069572400973]]}";__FJ7MDF
"{""type"": ""LineString"", ""coordinates"": [[-123.06920694870162, 49.24549303958345], [-123.06913603737362, 49.2454921105553]]}";__FJ7MDL
"{""type"": ""LineString"", ""coordinates"": [[-123.20737457367662, 49.272670716170616], [-123.20703901819388, 49.27266383391223]]}";__FJ7MDM
"{""type"": ""LineString"", ""coordinates"": [[-123.05514950317017, 49.240148502365905], [-123.05578110168742, 49.240443683795036], [-123.05616888850285, 49.24010354776172], [-123.05581152149601, 49.23993470937294], [-123.05581211154252, 49.239934097411464], [-123.05616949238706, 49.24010302574412], [-123.05626914717705, 49.2401502022642], [-123.05704574820032, 49.24051950780249]]}";__FJ7MDP
"{""type"": ""LineString"", ""coordinates"": [[-123.06938838248114, 49.25886777425868], [-123.06939021673013, 49.258813514037456]]}";__FJ7MDV
"{""type"": ""LineString"", ""coordinates"": [[-123.06902654128099, 49.259246725399485], [-123.06896747129372, 49.259246140005295]]}";__FJ7MDX
"{""type"": ""LineString"", ""coordinates"": [[-123.0771170258489, 49.26274011522852], [-123.07663385063891, 49.262736694706405]]}";__FJ7ME3
"{""type"": ""LineString"", ""coordinates"": [[-123.07610229442423, 49.26271483688228], [-123.07584498533788, 49.262714385407]]}";__FJ7ME4
"{""type"": ""LineString"", ""coordinates"": [[-123.10188223790807, 49.2801213150323], [-123.10183343999326, 49.28012035958255]]}";__FJ7MEA
"{""type"": ""LineString"", ""coordinates"": [[-123.13218158662957, 49.20677308056527], [-123.1321849909237, 49.20661840255018]]}";__FJ7MED
"{""type"": ""LineString"", ""coordinates"": [[-123.06903553201691, 49.25616440204153], [-123.06835546071447, 49.2549748291114]]}";__FJ7MEF
"{""type"": ""LineString"", ""coordinates"": [[-123.18536539277585, 49.219091292072584], [-123.18523783149134, 49.21925239527663]]}";__FJ7MEH
"{""type"": ""LineString"", ""coordinates"": [[-123.07174605078751, 49.263933613891815], [-123.07068985348333, 49.26356884373085]]}";__FJ7MEI
"{""type"": ""LineString"", ""coordinates"": [[-123.06874952633024, 49.262846125419145], [-123.0686870580453, 49.26284616257253]]}";__FJ7MEJ
"{""type"": ""LineString"", ""coordinates"": [[-123.06563534145079, 49.2617132811052], [-123.06492543914948, 49.26143622502042]]}";__FJ7MEK
"{""type"": ""LineString"", ""coordinates"": [[-123.06359935398679, 49.26088497162111], [-123.06350112291756, 49.26084997132262]]}";__FJ7MEM
"{""type"": ""LineString"", ""coordinates"": [[-123.08512836004334, 49.27220573339021], [-123.08500104587333, 49.27218791769183]]}";__FJ7MEN
"{""type"": ""LineString"", ""coordinates"": [[-123.1228576361709, 49.25263481304641], [-123.12286857688927, 49.25243646571616]]}";__FJ7MEP
"{""type"": ""LineString"", ""coordinates"": [[-123.0321280170535, 49.28938654526598], [-123.03207537981893, 49.28933003428044]]}";__FJ7MER
"{""type"": ""LineString"", ""coordinates"": [[-123.03951406469001, 49.20640408128349], [-123.0393618946215, 49.206386115667044]]}";__FJ7MEU
"{""type"": ""LineString"", ""coordinates"": [[-123.12153030365243, 49.20516876442137], [-123.12136364787071, 49.20520537060802]]}";__FJ7MEW
"{""type"": ""LineString"", ""coordinates"": [[-123.1219796262791, 49.28297619363022], [-123.12144924241446, 49.283326925506984]]}";__FJ7MF0
"{""type"": ""LineString"", ""coordinates"": [[-123.10223678142087, 49.26331434707135], [-123.10224058400483, 49.263278830632075]]}";__FJ7MFA
"{""type"": ""LineString"", ""coordinates"": [[-123.1033105788716, 49.263428782430616], [-123.10325243679365, 49.263427566079635]]}";__FJ7MFF
"{""type"": ""LineString"", ""coordinates"": [[-123.10216052605486, 49.264312720416555], [-123.10191300682939, 49.26431148178269]]}";__FJ7MFI
"{""type"": ""LineString"", ""coordinates"": [[-123.1045371700138, 49.2640785092806], [-123.10427403482886, 49.26407583260932]]}";__FJ7MFJ
"{""type"": ""LineString"", ""coordinates"": [[-123.10646993908287, 49.264478974002216], [-123.10637608371029, 49.2644764428462]]}";__FJ7MFM
"{""type"": ""LineString"", ""coordinates"": [[-123.10530935130535, 49.26436966648034], [-123.10526029608937, 49.26436971118102]]}";__FJ7MFO
"{""type"": ""LineString"", ""coordinates"": [[-123.11033731097106, 49.26535744224029], [-123.11028557451363, 49.26535750062993]]}";__FJ7MFU
"{""type"": ""LineString"", ""coordinates"": [[-123.11026865868457, 49.265149754557875], [-123.1102169189981, 49.265148265744884]]}";__FJ7MFW
"{""type"": ""LineString"", ""coordinates"": [[-123.10768881760147, 49.26503373901777], [-123.10706801224374, 49.26502201951872]]}";__FJ7MG1
"{""type"": ""LineString"", ""coordinates"": [[-123.10600293449782, 49.26509071747031], [-123.1059653111201, 49.265089213801694]]}";__FJ7MG4
"{""type"": ""LineString"", ""coordinates"": [[-123.10313804029026, 49.26582125612538], [-123.10314032748268, 49.2657843197826]]}";__FJ7MGB
"{""type"": ""LineString"", ""coordinates"": [[-123.10637875917352, 49.265976759362125], [-123.10614594264582, 49.2659708297567]]}";__FJ7MGC
"{""type"": ""LineString"", ""coordinates"": [[-123.10831690564713, 49.26619345213197], [-123.10825576313336, 49.26619197125524]]}";__FJ7MGE
"{""type"": ""LineString"", ""coordinates"": [[-123.10845509379898, 49.26595172036632], [-123.10841746969338, 49.26595021749693]]}";__FJ7MGH
"{""type"": ""LineString"", ""coordinates"": [[-123.10873494673929, 49.265957601063214], [-123.10869731225444, 49.26595763647432]]}";__FJ7MGI
"{""type"": ""LineString"", ""coordinates"": [[-123.10698268767831, 49.26684873630919], [-123.1069894259076, 49.2667102309594]]}";__FJ7MGO
"{""type"": ""LineString"", ""coordinates"": [[-123.10452159809967, 49.267221986908005], [-123.104521553466, 49.267200857222946]]}";__FJ7MGX
"{""type"": ""LineString"", ""coordinates"": [[-123.10434069041386, 49.24716734348003], [-123.10433990723203, 49.24716734418735], [-123.1042971059345, 49.24716686111142]]}";__FJ7MH7
"{""type"": ""LineString"", ""coordinates"": [[-123.10458570221438, 49.26270600377675], [-123.10453337749223, 49.262706051128674]]}";__FJ7MH8
"{""type"": ""LineString"", ""coordinates"": [[-123.06640189938669, 49.28436460210716], [-123.06634537486208, 49.2843773267625]]}";__FJ7MHL
"{""type"": ""LineString"", ""coordinates"": [[-123.16180113628533, 49.271457279895095], [-123.16133597709027, 49.27145046431966]]}";__FJ7MHO
"{""type"": ""LineString"", ""coordinates"": [[-123.06038462893414, 49.270069798745155], [-123.06033355987306, 49.270068871932374]]}";__FJ7MHQ
"{""type"": ""LineString"", ""coordinates"": [[-123.09772620740668, 49.269396793515135], [-123.09757821926576, 49.269370823521925]]}";__FJ7MHU
"{""type"": ""LineString"", ""coordinates"": [[-123.17972602023131, 49.255337403658665], [-123.17967225903026, 49.25533707349644]]}";__FJ7MHV
"{""type"": ""LineString"", ""coordinates"": [[-123.19984998301081, 49.26125121227937], [-123.19968422702149, 49.26125031150347]]}";__FJ7MHZ
"{""type"": ""LineString"", ""coordinates"": [[-123.12882206640126, 49.27830883281037], [-123.12878904343447, 49.27833050303929]]}";__FJ7MI2
"{""type"": ""LineString"", ""coordinates"": [[-123.04984125294781, 49.24072545844312], [-123.04979067534444, 49.240704791200486]]}";__FJ7MI9
"{""type"": ""LineString"", ""coordinates"": [[-123.10765672000758, 49.26705407335979], [-123.10696778355768, 49.26704400893168], [-123.10696810758313, 49.26719389565793]]}";__FJ7MIL
"{""type"": ""LineString"", ""coordinates"": [[-123.05127273459783, 49.205677308936174], [-123.05104807805222, 49.20567491674596]]}";__FJ7MIM
"{""type"": ""LineString"", ""coordinates"": [[-123.0544704120605, 49.20558511868003], [-123.05417615404266, 49.20560960733641]]}";__FJ7MIN
"{""type"": ""LineString"", ""coordinates"": [[-123.13935482955058, 49.26583515361293], [-123.13927926736926, 49.26583352663952]]}";__FJ7MIP
"{""type"": ""LineString"", ""coordinates"": [[-123.08081157260769, 49.27703218775842], [-123.08075970014055, 49.27703222402483]]}";__FJ7MIS
"{""type"": ""LineString"", ""coordinates"": [[-123.10048802123256, 49.263381492272224], [-123.10042798941365, 49.26338366733618], [-123.10042647529498, 49.263436758358324]]}";__FJ7MIU
"{""type"": ""LineString"", ""coordinates"": [[-123.0717476674168, 49.276376242663154], [-123.07167554459372, 49.276376287423886]]}";__FJ7MIW
"{""type"": ""LineString"", ""coordinates"": [[-123.06086636435676, 49.28170572659911], [-123.0608182818661, 49.28170575191628]]}";__FJ7MJ1
"{""type"": ""LineString"", ""coordinates"": [[-123.06423709297302, 49.280003102747706], [-123.06418687993438, 49.2800022940996]]}";__FJ7MJ2
"{""type"": ""LineString"", ""coordinates"": [[-123.06425241560328, 49.279923091107015], [-123.06419448937629, 49.27992228675088]]}";__FJ7MJ3
"{""type"": ""LineString"", ""coordinates"": [[-123.05444539023337, 49.26644345784953], [-123.05438675235698, 49.2664434854657]]}";__FJ7MJ5
"{""type"": ""LineString"", ""coordinates"": [[-123.06605838768391, 49.23232143902372], [-123.06605833970752, 49.23228545803684]]}";__FJ7MJ7
"{""type"": ""LineString"", ""coordinates"": [[-123.02470211643163, 49.28441963870961], [-123.02465819765553, 49.28441965708503]]}";__FJ7MJD
"{""type"": ""LineString"", ""coordinates"": [[-123.08369540967357, 49.25821775596629], [-123.08363212164713, 49.25821719911553]]}";__FJ7MJE
"{""type"": ""LineString"", ""coordinates"": [[-123.1015942009489, 49.263396770252086], [-123.1015986727915, 49.2633589684637]]}";__FJ7MJH
"{""type"": ""LineString"", ""coordinates"": [[-123.10158000915291, 49.263152104123236], [-123.10158298691901, 49.26311629158805]]}";__FJ7MJI
"{""type"": ""LineString"", ""coordinates"": [[-123.11027031410491, 49.26192025804222], [-123.11018592243721, 49.261919106210655]]}";__FJ7MJP
"{""type"": ""LineString"", ""coordinates"": [[-123.0975420795343, 49.28327224794074], [-123.09740051935532, 49.28327070324236]]}";__FJ7MJQ
"{""type"": ""LineString"", ""coordinates"": [[-123.13206467861708, 49.204889014278365], [-123.13206467586218, 49.204887979822125], [-123.13206446903021, 49.204810314645776]]}";__FJ7MKC
"{""type"": ""LineString"", ""coordinates"": [[-123.0642332930733, 49.25346379375662], [-123.06416171620371, 49.253445816102264]]}";__FJ7MKD
"{""type"": ""LineString"", ""coordinates"": [[-123.10545697249994, 49.25888792340843], [-123.1053846828232, 49.25888798936812]]}";__FJFAD1
"{""type"": ""LineString"", ""coordinates"": [[-123.08052204391056, 49.26616069227099], [-123.08050273942723, 49.2661654282033], [-123.08055492898902, 49.26617297478351], [-123.08053562450405, 49.2661777107213]]}";__FM4VXS
"{""type"": ""LineString"", ""coordinates"": [[-123.09545538341952, 49.26567646933618], [-123.09546663505816, 49.26568777600455], [-123.09546658176377, 49.26566015178228], [-123.09547524479632, 49.265669121836055]]}";__FNE22Y
"{""type"": ""LineString"", ""coordinates"": [[-123.0874611811752, 49.280040506940026], [-123.08747891946706, 49.280033774113335], [-123.08742379832599, 49.2800334020519], [-123.08744153447344, 49.28002545488333]]}";__FNHSSB
"{""type"": ""LineString"", ""coordinates"": [[-123.14486199094856, 49.263949668472186], [-123.14487946702934, 49.263942513360355], [-123.144078907135, 49.26393348477239], [-123.14409638332357, 49.263926329778876]]}";__FNJH7T
"{""type"": ""LineString"", ""coordinates"": [[-123.11574979862755, 49.231952174881684], [-123.11576050734296, 49.231961690127314], [-123.11576333224517, 49.23184799625584], [-123.11577414169459, 49.2318594813605]]}";__FNJH85
"{""type"": ""LineString"", ""coordinates"": [[-123.16926688316141, 49.26384892980063], [-123.16928428663756, 49.263841681150346], [-123.16920761715924, 49.263841217763726], [-123.16922502067217, 49.26383397811751]]}";__FPCD8S
"{""type"": ""LineString"", ""coordinates"": [[-123.04167657157969, 49.2593494294114], [-123.04169150285595, 49.25934012297658], [-123.04137178073036, 49.259379133195736], [-123.04138672582387, 49.25936983579062]]}";__FPFQMX
"{""type"": ""LineString"", ""coordinates"": [[-123.09113013761058, 49.249909371772034], [-123.09114768535098, 49.249902296676254], [-123.09108744389732, 49.24990136370752], [-123.0911049779002, 49.24989428862905]]}";__FPHMN4
"{""type"": ""LineString"", ""coordinates"": [[-123.13903009919458, 49.26013100841333], [-123.1390194017347, 49.260119480427], [-123.13901653989275, 49.26018196461997], [-123.13900582865608, 49.26017042765383]]}";__FPJ3EP
"{""type"": ""LineString"", ""coordinates"": [[-123.0398390217809, 49.28997696135463], [-123.03985948603754, 49.28997864538825], [-123.03967983354158, 49.289879526551275], [-123.0397002977525, 49.289881210613125]]}";__FPJLH6
"{""type"": ""LineString"", ""coordinates"": [[-123.09683720282754, 49.28516503848081], [-123.09644855024082, 49.285218731882075]]}";__FRMOQI
"{""type"": ""LineString"", ""coordinates"": [[-123.07572318761312, 49.28370655780469], [-123.07369785185819, 49.28397465511817]]}";__FRMOQK
"{""type"": ""LineString"", ""coordinates"": [[-123.02936325058901, 49.261875939127854], [-123.02917774002267, 49.26193580424803]]}";__FUCCJT
"{""type"": ""LineString"", ""coordinates"": [[-123.02733094107892, 49.28082829927151], [-123.02724092374311, 49.280828320527895]]}";__FVQDWA
"{""type"": ""LineString"", ""coordinates"": [[-123.0622302736293, 49.26745458150098], [-123.06217918106488, 49.267454707954755]]}";__FWF18N
"{""type"": ""LineString"", ""coordinates"": [[-123.06052876627926, 49.25026241520508], [-123.06049897916672, 49.250130084055264], [-123.06012557362605, 49.25000793492321]]}";__G2G2OQ
"{""type"": ""LineString"", ""coordinates"": [[-123.0469647393756, 49.2445698696281], [-123.04650877301856, 49.24438068641921], [-123.0463484318699, 49.244362022779164], [-123.04640319999532, 49.2443069679506]]}";__G2G2S0
"{""type"": ""LineString"", ""coordinates"": [[-123.1366571668957, 49.271202519230684], [-123.13662617261147, 49.27109965084547]]}";__G2G2TK
"{""type"": ""LineString"", ""coordinates"": [[-123.13138316605651, 49.26940196923594], [-123.13102061625571, 49.26911395887654], [-123.13110056128924, 49.269040350437336], [-123.13130300350211, 49.26909324620464]]}";__G2MPO7
"{""type"": ""LineString"", ""coordinates"": [[-123.14042673994621, 49.26859152389788], [-123.14034197793275, 49.268590070713245]]}";__G301I9
"{""type"": ""LineString"", ""coordinates"": [[-123.1404601679865, 49.26764166204129], [-123.14037029861463, 49.26764177125618]]}";__G301IB
"{""type"": ""LineString"", ""coordinates"": [[-123.14535621660706, 49.266455390863285], [-123.14359303871326, 49.26643225605972]]}";__G301LH
"{""type"": ""LineString"", ""coordinates"": [[-123.14299680992164, 49.26639622310737], [-123.14206660156633, 49.266390669175195], [-123.14123639932659, 49.26661912169619], [-123.14123379438482, 49.266693704108086], [-123.14129857661469, 49.26669362490315]]}";__G301LN
"{""type"": ""LineString"", ""coordinates"": [[-123.15211856395804, 49.265673296014526], [-123.15142452630283, 49.26616246738868], [-123.1512006172368, 49.2662532343815]]}";__G301N6
"{""type"": ""LineString"", ""coordinates"": [[-123.15237368740378, 49.265039049713295], [-123.15227515979541, 49.26503798324504], [-123.1522466556182, 49.26526233425904], [-123.1523616052997, 49.26526218273517]]}";__G301NM
