enzyme,pathway_id
P22309,SMP0000590
P30040,SMP0000590
P35503,SMP0000590
O60656,SMP0000590
Q9HAW8,SMP0000590
Q13936,SMP0000382
Q9NY47,SMP0000382
Q02641,SMP0000382
P05023,SMP0000382
P50993,SMP0000382
P13637,SMP0000382
Q13733,SMP0000382
P05026,SMP0000382
P14415,SMP0000382
P54709,SMP0000382
B7ZKV8,SMP0000382
P54710,SMP0000382
P63252,SMP0000382
P48050,SMP0000382
P48549,SMP0000382
P48544,SMP0000382
Q9UK17,SMP0000382
Q9NS61,SMP0000382
P22460,SMP0000382
Q12959,SMP0000382
P51787,SMP0000382
P15382,SMP0000382
Q9Y6J6,SMP0000382
Q12809,SMP0000382
Q5I7T1,SMP0000382
Q09428,SMP0000382
Q15842,SMP0000382
Q14654,SMP0000382
O60706,SMP0000382
O00180,SMP0000382
P32418,SMP0000382
Q9Y3Q4,SMP0000382
Q14524,SMP0000382
Q13425,SMP0000382
Q13884,SMP0000382
Q13424,SMP0000382
P08172,SMP0000382
Q92736,SMP0000382
P16615,SMP0000382
P26678,SMP0000382
P08588,SMP0000382
P17612,SMP0000382
P10644,SMP0000382
P62158,SMP0000382
Q15746,SMP0000382
P30556,SMP0000382
Q9NQ66,SMP0000382
P02585,SMP0000382
P19237,SMP0000382
P13805,SMP0000382
P63316,SMP0000382
P19429,SMP0000382
P45379,SMP0000382
P48788,SMP0000382
P45378,SMP0000382
P09493,SMP0000382
P07951,SMP0000382
O95180,SMP0000382
O43497,SMP0000382
Q14643,SMP0000382
Q14524,SMP0000330
Q13425,SMP0000330
Q13884,SMP0000330
Q13424,SMP0000330
P05023,SMP0000330
P50993,SMP0000330
P13637,SMP0000330
Q13733,SMP0000330
P05026,SMP0000330
P14415,SMP0000330
P54709,SMP0000330
B7ZKV8,SMP0000330
P54710,SMP0000330
P63252,SMP0000330
P48050,SMP0000330
P48549,SMP0000330
P48544,SMP0000330
Q9UK17,SMP0000330
Q9NS61,SMP0000330
P22460,SMP0000330
Q12959,SMP0000330
P51787,SMP0000330
P15382,SMP0000330
Q9Y6J6,SMP0000330
Q12809,SMP0000330
Q5I7T1,SMP0000330
Q09428,SMP0000330
Q15842,SMP0000330
Q14654,SMP0000330
O60706,SMP0000330
O00180,SMP0000330
P32418,SMP0000330
Q9Y3Q4,SMP0000330
Q13936,SMP0000330
Q9NY47,SMP0000330
Q02641,SMP0000330
P08172,SMP0000330
Q92736,SMP0000330
P16615,SMP0000330
P26678,SMP0000330
P08588,SMP0000330
P17612,SMP0000330
P10644,SMP0000330
P62158,SMP0000330
Q15746,SMP0000330
P30556,SMP0000330
Q9NQ66,SMP0000330
P02585,SMP0000330
P19237,SMP0000330
P13805,SMP0000330
P63316,SMP0000330
P19429,SMP0000330
P45379,SMP0000330
P48788,SMP0000330
P45378,SMP0000330
P09493,SMP0000330
P07951,SMP0000330
O95180,SMP0000330
O43497,SMP0000330
Q14643,SMP0000330
P08588,SMP0000663
P05023,SMP0000663
P50993,SMP0000663
P13637,SMP0000663
Q13733,SMP0000663
P05026,SMP0000663
P14415,SMP0000663
P54709,SMP0000663
B7ZKV8,SMP0000663
P54710,SMP0000663
P63252,SMP0000663
P48050,SMP0000663
P48549,SMP0000663
P48544,SMP0000663
Q9UK17,SMP0000663
Q9NS61,SMP0000663
P22460,SMP0000663
Q12959,SMP0000663
P51787,SMP0000663
P15382,SMP0000663
Q9Y6J6,SMP0000663
Q12809,SMP0000663
Q5I7T1,SMP0000663
Q09428,SMP0000663
Q15842,SMP0000663
Q14654,SMP0000663
O60706,SMP0000663
O00180,SMP0000663
P32418,SMP0000663
Q9Y3Q4,SMP0000663
Q14524,SMP0000663
Q13425,SMP0000663
Q13884,SMP0000663
Q13424,SMP0000663
Q13936,SMP0000663
Q9NY47,SMP0000663
Q02641,SMP0000663
P08172,SMP0000663
Q92736,SMP0000663
P16615,SMP0000663
P26678,SMP0000663
P17612,SMP0000663
P10644,SMP0000663
P62158,SMP0000663
Q15746,SMP0000663
P30556,SMP0000663
Q9NQ66,SMP0000663
P02585,SMP0000663
P19237,SMP0000663
P13805,SMP0000663
P63316,SMP0000663
P19429,SMP0000663
P45379,SMP0000663
P48788,SMP0000663
P45378,SMP0000663
P09493,SMP0000663
P07951,SMP0000663
O95180,SMP0000663
O43497,SMP0000663
Q14643,SMP0000663
Q9NQ66,SMP0059211
P62873,SMP0059211
P59768,SMP0059211
P35367,SMP0059211
P50148,SMP0059211
Q14643,SMP0059211
P05771,SMP0059211
P19838,SMP0059211
Q9NQ66,SMP0059720
P62873,SMP0059720
P59768,SMP0059720
P35367,SMP0059720
P50148,SMP0059720
Q14643,SMP0059720
P05771,SMP0059720
P19838,SMP0059720
Q9NQ66,SMP0058785
P62873,SMP0058785
P59768,SMP0058785
P35367,SMP0058785
P50148,SMP0058785
Q14643,SMP0058785
P05771,SMP0058785
P19838,SMP0058785
P35372,SMP0000675
P17787,SMP0000675
P43681,SMP0000675
O00555,SMP0000675
Q02641,SMP0000675
Q9NY47,SMP0000675
Q9Y5Y9,SMP0000675
Q07699,SMP0000675
Q9NZV8,SMP0000675
Q9NS61,SMP0000675
P05023,SMP0000675
P50993,SMP0000675
P13637,SMP0000675
Q13733,SMP0000675
P05026,SMP0000675
P14415,SMP0000675
P54709,SMP0000675
B7ZKV8,SMP0000675
P54710,SMP0000675
P01189,SMP0000675
P01203,SMP0000675
P16519,SMP0000675
Q05586,SMP0000675
Q12879,SMP0000675
Q8TCU5,SMP0000675
P35348,SMP0000675
P08908,SMP0000675
P23975,SMP0000675
P31645,SMP0000675
Q01959,SMP0000675
P21728,SMP0000675
Q9NQ66,SMP0061040
P62873,SMP0061040
P59768,SMP0061040
P35367,SMP0061040
P50148,SMP0061040
Q14643,SMP0061040
P05771,SMP0061040
P19838,SMP0061040
P08588,SMP0000664
P05023,SMP0000664
P50993,SMP0000664
P13637,SMP0000664
Q13733,SMP0000664
P05026,SMP0000664
P14415,SMP0000664
P54709,SMP0000664
B7ZKV8,SMP0000664
P54710,SMP0000664
P63252,SMP0000664
P48050,SMP0000664
P48549,SMP0000664
P48544,SMP0000664
Q9UK17,SMP0000664
Q9NS61,SMP0000664
P22460,SMP0000664
Q12959,SMP0000664
P51787,SMP0000664
P15382,SMP0000664
Q9Y6J6,SMP0000664
Q12809,SMP0000664
Q5I7T1,SMP0000664
Q09428,SMP0000664
Q15842,SMP0000664
Q14654,SMP0000664
O60706,SMP0000664
O00180,SMP0000664
P32418,SMP0000664
Q9Y3Q4,SMP0000664
Q14524,SMP0000664
Q13425,SMP0000664
Q13884,SMP0000664
Q13424,SMP0000664
Q13936,SMP0000664
Q9NY47,SMP0000664
Q02641,SMP0000664
P08172,SMP0000664
Q92736,SMP0000664
P16615,SMP0000664
P26678,SMP0000664
P17612,SMP0000664
P10644,SMP0000664
P62158,SMP0000664
Q15746,SMP0000664
P30556,SMP0000664
Q9NQ66,SMP0000664
P02585,SMP0000664
P19237,SMP0000664
P13805,SMP0000664
P63316,SMP0000664
P19429,SMP0000664
P45379,SMP0000664
P48788,SMP0000664
P45378,SMP0000664
P09493,SMP0000664
P07951,SMP0000664
O95180,SMP0000664
O43497,SMP0000664
Q14643,SMP0000664
Q9NQ66,SMP0060224
P62873,SMP0060224
P59768,SMP0060224
P35367,SMP0060224
P50148,SMP0060224
Q14643,SMP0060224
P05771,SMP0060224
P19838,SMP0060224
P01854,SMP0000358
P12319,SMP0000358
Q01362,SMP0000358
P30273,SMP0000358
P07948,SMP0000358
Q06187,SMP0000358
P06241,SMP0000358
P43405,SMP0000358
Q9UQC2,SMP0000358
P19174,SMP0000358
P42336,SMP0000358
P27986,SMP0000358
Q13094,SMP0000358
Q9UKW4,SMP0000358
O43561,SMP0000358
Q92835,SMP0000358
P17252,SMP0000358
Q15118,SMP0000358
P63000,SMP0000358
P31749,SMP0000358
P45985,SMP0000358
O14733,SMP0000358
P46734,SMP0000358
P52564,SMP0000358
P45983,SMP0000358
Q16539,SMP0000358
P62993,SMP0000358
Q07889,SMP0000358
P01111,SMP0000358
P01116,SMP0000358
P01112,SMP0000358
P04049,SMP0000358
Q02750,SMP0000358
P36507,SMP0000358
P28482,SMP0000358
P47712,SMP0000358
P05112,SMP0000358
P35225,SMP0000358
P08700,SMP0000358
P05113,SMP0000358
P04141,SMP0000358
P01375,SMP0000358
Q9NQ66,SMP0056661
P62873,SMP0056661
P59768,SMP0056661
P35367,SMP0056661
P50148,SMP0056661
Q14643,SMP0056661
P05771,SMP0056661
P19838,SMP0056661
Q13936,SMP0000379
Q9NY47,SMP0000379
Q02641,SMP0000379
P05023,SMP0000379
P50993,SMP0000379
P13637,SMP0000379
Q13733,SMP0000379
P05026,SMP0000379
P14415,SMP0000379
P54709,SMP0000379
B7ZKV8,SMP0000379
P54710,SMP0000379
P63252,SMP0000379
P48050,SMP0000379
P48549,SMP0000379
P48544,SMP0000379
Q9UK17,SMP0000379
Q9NS61,SMP0000379
P22460,SMP0000379
Q12959,SMP0000379
P51787,SMP0000379
P15382,SMP0000379
Q9Y6J6,SMP0000379
Q12809,SMP0000379
Q5I7T1,SMP0000379
Q09428,SMP0000379
Q15842,SMP0000379
Q14654,SMP0000379
O60706,SMP0000379
O00180,SMP0000379
P32418,SMP0000379
Q9Y3Q4,SMP0000379
Q14524,SMP0000379
Q13425,SMP0000379
Q13884,SMP0000379
Q13424,SMP0000379
P08172,SMP0000379
Q92736,SMP0000379
P16615,SMP0000379
P26678,SMP0000379
P08588,SMP0000379
P17612,SMP0000379
P10644,SMP0000379
P62158,SMP0000379
Q15746,SMP0000379
P30556,SMP0000379
Q9NQ66,SMP0000379
P02585,SMP0000379
P19237,SMP0000379
P13805,SMP0000379
P63316,SMP0000379
P19429,SMP0000379
P45379,SMP0000379
P48788,SMP0000379
P45378,SMP0000379
P09493,SMP0000379
P07951,SMP0000379
O95180,SMP0000379
O43497,SMP0000379
Q14643,SMP0000379
Q9Y6J6,SMP0000665
Q12809,SMP0000665
Q5I7T1,SMP0000665
P08588,SMP0000665
O95180,SMP0000665
O43497,SMP0000665
Q13936,SMP0000665
Q9NY47,SMP0000665
Q02641,SMP0000665
P05023,SMP0000665
P50993,SMP0000665
P13637,SMP0000665
Q13733,SMP0000665
P05026,SMP0000665
P14415,SMP0000665
P54709,SMP0000665
B7ZKV8,SMP0000665
P54710,SMP0000665
P63252,SMP0000665
P48050,SMP0000665
P48549,SMP0000665
P48544,SMP0000665
Q9UK17,SMP0000665
Q9NS61,SMP0000665
P22460,SMP0000665
Q12959,SMP0000665
P51787,SMP0000665
P15382,SMP0000665
Q09428,SMP0000665
Q15842,SMP0000665
Q14654,SMP0000665
O60706,SMP0000665
O00180,SMP0000665
P32418,SMP0000665
Q9Y3Q4,SMP0000665
Q14524,SMP0000665
Q13425,SMP0000665
Q13884,SMP0000665
Q13424,SMP0000665
P08172,SMP0000665
Q92736,SMP0000665
P16615,SMP0000665
P26678,SMP0000665
P17612,SMP0000665
P10644,SMP0000665
P62158,SMP0000665
Q15746,SMP0000665
P30556,SMP0000665
Q9NQ66,SMP0000665
P02585,SMP0000665
P19237,SMP0000665
P13805,SMP0000665
P63316,SMP0000665
P19429,SMP0000665
P45379,SMP0000665
P48788,SMP0000665
P45378,SMP0000665
P09493,SMP0000665
P07951,SMP0000665
Q14643,SMP0000665
Q09428,SMP0000461
P11168,SMP0000461
O00555,SMP0000461
Q02641,SMP0000461
Q9NY47,SMP0000461
P01308,SMP0000461
P51164,SMP0000616
P20648,SMP0000616
P51164,SMP0000229
P20648,SMP0000229
O15247,SMP0000229
P40879,SMP0000229
P00915,SMP0000229
P25021,SMP0000229
P01350,SMP0000229
P32239,SMP0000229
P61278,SMP0000229
P31391,SMP0000229
P20309,SMP0000229
P08588,SMP0000367
P35348,SMP0000367
P05023,SMP0000367
P50993,SMP0000367
P13637,SMP0000367
Q13733,SMP0000367
P05026,SMP0000367
P14415,SMP0000367
P54709,SMP0000367
B7ZKV8,SMP0000367
P54710,SMP0000367
P63252,SMP0000367
P48050,SMP0000367
P48549,SMP0000367
P48544,SMP0000367
Q9UK17,SMP0000367
Q9NS61,SMP0000367
P22460,SMP0000367
Q12959,SMP0000367
P51787,SMP0000367
P15382,SMP0000367
Q9Y6J6,SMP0000367
Q12809,SMP0000367
Q5I7T1,SMP0000367
Q09428,SMP0000367
Q15842,SMP0000367
Q14654,SMP0000367
O60706,SMP0000367
O00180,SMP0000367
P32418,SMP0000367
Q9Y3Q4,SMP0000367
Q14524,SMP0000367
Q13425,SMP0000367
Q13884,SMP0000367
Q13424,SMP0000367
Q13936,SMP0000367
Q9NY47,SMP0000367
Q02641,SMP0000367
P08172,SMP0000367
Q92736,SMP0000367
P16615,SMP0000367
P26678,SMP0000367
P17612,SMP0000367
P10644,SMP0000367
P62158,SMP0000367
Q15746,SMP0000367
P30556,SMP0000367
Q9NQ66,SMP0000367
P02585,SMP0000367
P19237,SMP0000367
P13805,SMP0000367
P63316,SMP0000367
P19429,SMP0000367
P45379,SMP0000367
P48788,SMP0000367
P45378,SMP0000367
P09493,SMP0000367
P07951,SMP0000367
O95180,SMP0000367
O43497,SMP0000367
Q14643,SMP0000367
Q9NQ66,SMP0059872
P62873,SMP0059872
P59768,SMP0059872
P35367,SMP0059872
P50148,SMP0059872
Q14643,SMP0059872
P05771,SMP0059872
P19838,SMP0059872
P10635,SMP0000641
P05177,SMP0000641
P08684,SMP0000641
P33261,SMP0000641
P11712,SMP0000641
Q9NQ66,SMP0058908
P62873,SMP0058908
P59768,SMP0058908
P35367,SMP0058908
P50148,SMP0058908
Q14643,SMP0058908
P05771,SMP0058908
P19838,SMP0058908
P23975,SMP0000423
P31645,SMP0000423
P10635,SMP0000423
P17787,SMP0000423
P43681,SMP0000423
O00555,SMP0000423
Q02641,SMP0000423
Q9NY47,SMP0000423
Q9Y5Y9,SMP0000423
Q07699,SMP0000423
Q9NZV8,SMP0000423
Q9NS61,SMP0000423
P05023,SMP0000423
P50993,SMP0000423
P13637,SMP0000423
Q13733,SMP0000423
P05026,SMP0000423
P14415,SMP0000423
P54709,SMP0000423
B7ZKV8,SMP0000423
P54710,SMP0000423
P01189,SMP0000423
P01203,SMP0000423
P16519,SMP0000423
Q05586,SMP0000423
Q12879,SMP0000423
Q8TCU5,SMP0000423
P35348,SMP0000423
P08908,SMP0000423
Q01959,SMP0000423
P21728,SMP0000423
P35372,SMP0000423
P23975,SMP0000626
P31645,SMP0000626
P10635,SMP0000626
Q9Y5Y9,SMP0000394
Q07699,SMP0000394
P17787,SMP0000394
P43681,SMP0000394
O00555,SMP0000394
Q02641,SMP0000394
Q9NY47,SMP0000394
Q9NZV8,SMP0000394
Q9NS61,SMP0000394
P05023,SMP0000394
P50993,SMP0000394
P13637,SMP0000394
Q13733,SMP0000394
P05026,SMP0000394
P14415,SMP0000394
P54709,SMP0000394
B7ZKV8,SMP0000394
P54710,SMP0000394
P01189,SMP0000394
P01203,SMP0000394
P16519,SMP0000394
Q05586,SMP0000394
Q12879,SMP0000394
Q8TCU5,SMP0000394
P35348,SMP0000394
P08908,SMP0000394
P23975,SMP0000394
P31645,SMP0000394
Q01959,SMP0000394
P21728,SMP0000394
P35372,SMP0000394
Q08499,SMP0000263
Q9NQ66,SMP0058808
P62873,SMP0058808
P59768,SMP0058808
P35367,SMP0058808
P50148,SMP0058808
Q14643,SMP0058808
P05771,SMP0058808
P19838,SMP0058808
P31645,SMP0000425
P17787,SMP0000425
P43681,SMP0000425
O00555,SMP0000425
Q02641,SMP0000425
Q9NY47,SMP0000425
Q9Y5Y9,SMP0000425
Q07699,SMP0000425
Q9NZV8,SMP0000425
Q9NS61,SMP0000425
P05023,SMP0000425
P50993,SMP0000425
P13637,SMP0000425
Q13733,SMP0000425
P05026,SMP0000425
P14415,SMP0000425
P54709,SMP0000425
B7ZKV8,SMP0000425
P54710,SMP0000425
P01189,SMP0000425
P01203,SMP0000425
P16519,SMP0000425
Q05586,SMP0000425
Q12879,SMP0000425
Q8TCU5,SMP0000425
P35348,SMP0000425
P08908,SMP0000425
P23975,SMP0000425
Q01959,SMP0000425
P21728,SMP0000425
P35372,SMP0000425
Q9NQ66,SMP0058923
P62873,SMP0058923
P59768,SMP0058923
P35367,SMP0058923
P50148,SMP0058923
Q14643,SMP0058923
P05771,SMP0058923
P19838,SMP0058923
P12821,SMP0000155
P00797,SMP0000155
P01019,SMP0000155
P30556,SMP0000155
P10632,SMP0000605
P11712,SMP0000605
P20813,SMP0000605
P08684,SMP0000605
P20815,SMP0000605
P11509,SMP0000605
P00352,SMP0000605
P30838,SMP0000605
P10632,SMP0000448
P11712,SMP0000448
P20813,SMP0000448
P08684,SMP0000448
P20815,SMP0000448
P11509,SMP0000448
P00352,SMP0000448
P30838,SMP0000448
P35372,SMP0000688
P17787,SMP0000688
P43681,SMP0000688
O00555,SMP0000688
Q02641,SMP0000688
Q9NY47,SMP0000688
Q9Y5Y9,SMP0000688
Q07699,SMP0000688
Q9NZV8,SMP0000688
Q9NS61,SMP0000688
P05023,SMP0000688
P50993,SMP0000688
P13637,SMP0000688
Q13733,SMP0000688
P05026,SMP0000688
P14415,SMP0000688
P54709,SMP0000688
B7ZKV8,SMP0000688
P54710,SMP0000688
P01189,SMP0000688
P01203,SMP0000688
P16519,SMP0000688
Q05586,SMP0000688
Q12879,SMP0000688
Q8TCU5,SMP0000688
P35348,SMP0000688
P08908,SMP0000688
P23975,SMP0000688
P31645,SMP0000688
Q01959,SMP0000688
P21728,SMP0000688
P08588,SMP0000296
P05023,SMP0000296
P50993,SMP0000296
P13637,SMP0000296
Q13733,SMP0000296
P05026,SMP0000296
P14415,SMP0000296
P54709,SMP0000296
B7ZKV8,SMP0000296
P54710,SMP0000296
P63252,SMP0000296
P48050,SMP0000296
P48549,SMP0000296
P48544,SMP0000296
Q9UK17,SMP0000296
Q9NS61,SMP0000296
P22460,SMP0000296
Q12959,SMP0000296
P51787,SMP0000296
P15382,SMP0000296
Q9Y6J6,SMP0000296
Q12809,SMP0000296
Q5I7T1,SMP0000296
Q09428,SMP0000296
Q15842,SMP0000296
Q14654,SMP0000296
O60706,SMP0000296
O00180,SMP0000296
P32418,SMP0000296
Q9Y3Q4,SMP0000296
Q14524,SMP0000296
Q13425,SMP0000296
Q13884,SMP0000296
Q13424,SMP0000296
Q13936,SMP0000296
Q9NY47,SMP0000296
Q02641,SMP0000296
P08172,SMP0000296
Q92736,SMP0000296
P16615,SMP0000296
P26678,SMP0000296
P17612,SMP0000296
P10644,SMP0000296
P62158,SMP0000296
Q15746,SMP0000296
P30556,SMP0000296
Q9NQ66,SMP0000296
P02585,SMP0000296
P19237,SMP0000296
P13805,SMP0000296
P63316,SMP0000296
P19429,SMP0000296
P45379,SMP0000296
P48788,SMP0000296
P45378,SMP0000296
P09493,SMP0000296
P07951,SMP0000296
O95180,SMP0000296
O43497,SMP0000296
Q14643,SMP0000296
Q14524,SMP0000331
Q13425,SMP0000331
Q13884,SMP0000331
Q13424,SMP0000331
Q9Y6J6,SMP0000331
Q12809,SMP0000331
Q5I7T1,SMP0000331
P16615,SMP0000331
Q92736,SMP0000331
P05023,SMP0000331
P50993,SMP0000331
P13637,SMP0000331
Q13733,SMP0000331
P05026,SMP0000331
P14415,SMP0000331
P54709,SMP0000331
B7ZKV8,SMP0000331
P54710,SMP0000331
P63252,SMP0000331
P48050,SMP0000331
P48549,SMP0000331
P48544,SMP0000331
Q9UK17,SMP0000331
Q9NS61,SMP0000331
P22460,SMP0000331
Q12959,SMP0000331
P51787,SMP0000331
P15382,SMP0000331
Q09428,SMP0000331
Q15842,SMP0000331
Q14654,SMP0000331
O60706,SMP0000331
O00180,SMP0000331
P32418,SMP0000331
Q9Y3Q4,SMP0000331
Q13936,SMP0000331
Q9NY47,SMP0000331
Q02641,SMP0000331
P08172,SMP0000331
P26678,SMP0000331
P08588,SMP0000331
P17612,SMP0000331
P10644,SMP0000331
P62158,SMP0000331
Q15746,SMP0000331
P30556,SMP0000331
Q9NQ66,SMP0000331
P02585,SMP0000331
P19237,SMP0000331
P13805,SMP0000331
P63316,SMP0000331
P19429,SMP0000331
P45379,SMP0000331
P48788,SMP0000331
P45378,SMP0000331
P09493,SMP0000331
P07951,SMP0000331
O95180,SMP0000331
O43497,SMP0000331
Q14643,SMP0000331
P12821,SMP0000146
P00797,SMP0000146
P01019,SMP0000146
P30556,SMP0000146
P08588,SMP0000303
P05023,SMP0000303
P50993,SMP0000303
P13637,SMP0000303
Q13733,SMP0000303
P05026,SMP0000303
P14415,SMP0000303
P54709,SMP0000303
B7ZKV8,SMP0000303
P54710,SMP0000303
P63252,SMP0000303
P48050,SMP0000303
P48549,SMP0000303
P48544,SMP0000303
Q9UK17,SMP0000303
Q9NS61,SMP0000303
P22460,SMP0000303
Q12959,SMP0000303
P51787,SMP0000303
P15382,SMP0000303
Q9Y6J6,SMP0000303
Q12809,SMP0000303
Q5I7T1,SMP0000303
Q09428,SMP0000303
Q15842,SMP0000303
Q14654,SMP0000303
O60706,SMP0000303
O00180,SMP0000303
P32418,SMP0000303
Q9Y3Q4,SMP0000303
Q14524,SMP0000303
Q13425,SMP0000303
Q13884,SMP0000303
Q13424,SMP0000303
Q13936,SMP0000303
Q9NY47,SMP0000303
Q02641,SMP0000303
P08172,SMP0000303
Q92736,SMP0000303
P16615,SMP0000303
P26678,SMP0000303
P17612,SMP0000303
P10644,SMP0000303
P62158,SMP0000303
Q15746,SMP0000303
P30556,SMP0000303
Q9NQ66,SMP0000303
P02585,SMP0000303
P19237,SMP0000303
P13805,SMP0000303
P63316,SMP0000303
P19429,SMP0000303
P45379,SMP0000303
P48788,SMP0000303
P45378,SMP0000303
P09493,SMP0000303
P07951,SMP0000303
O95180,SMP0000303
O43497,SMP0000303
Q14643,SMP0000303
P35372,SMP0000676
P17787,SMP0000676
P43681,SMP0000676
O00555,SMP0000676
Q02641,SMP0000676
Q9NY47,SMP0000676
Q9Y5Y9,SMP0000676
Q07699,SMP0000676
Q9NZV8,SMP0000676
Q9NS61,SMP0000676
P05023,SMP0000676
P50993,SMP0000676
P13637,SMP0000676
Q13733,SMP0000676
P05026,SMP0000676
P14415,SMP0000676
P54709,SMP0000676
B7ZKV8,SMP0000676
P54710,SMP0000676
P01189,SMP0000676
P01203,SMP0000676
P16519,SMP0000676
Q05586,SMP0000676
Q12879,SMP0000676
Q8TCU5,SMP0000676
P35348,SMP0000676
P08908,SMP0000676
P23975,SMP0000676
P31645,SMP0000676
Q01959,SMP0000676
P21728,SMP0000676
P08588,SMP0000666
P05023,SMP0000666
P50993,SMP0000666
P13637,SMP0000666
Q13733,SMP0000666
P05026,SMP0000666
P14415,SMP0000666
P54709,SMP0000666
B7ZKV8,SMP0000666
P54710,SMP0000666
P63252,SMP0000666
P48050,SMP0000666
P48549,SMP0000666
P48544,SMP0000666
Q9UK17,SMP0000666
Q9NS61,SMP0000666
P22460,SMP0000666
Q12959,SMP0000666
P51787,SMP0000666
P15382,SMP0000666
Q9Y6J6,SMP0000666
Q12809,SMP0000666
Q5I7T1,SMP0000666
Q09428,SMP0000666
Q15842,SMP0000666
Q14654,SMP0000666
O60706,SMP0000666
O00180,SMP0000666
P32418,SMP0000666
Q9Y3Q4,SMP0000666
Q14524,SMP0000666
Q13425,SMP0000666
Q13884,SMP0000666
Q13424,SMP0000666
Q13936,SMP0000666
Q9NY47,SMP0000666
Q02641,SMP0000666
P08172,SMP0000666
Q92736,SMP0000666
P16615,SMP0000666
P26678,SMP0000666
P17612,SMP0000666
P10644,SMP0000666
P62158,SMP0000666
Q15746,SMP0000666
P30556,SMP0000666
Q9NQ66,SMP0000666
P02585,SMP0000666
P19237,SMP0000666
P13805,SMP0000666
P63316,SMP0000666
P19429,SMP0000666
P45379,SMP0000666
P48788,SMP0000666
P45378,SMP0000666
P09493,SMP0000666
P07951,SMP0000666
O95180,SMP0000666
O43497,SMP0000666
Q14643,SMP0000666
P08588,SMP0000667
P05023,SMP0000667
P50993,SMP0000667
P13637,SMP0000667
Q13733,SMP0000667
P05026,SMP0000667
P14415,SMP0000667
P54709,SMP0000667
B7ZKV8,SMP0000667
P54710,SMP0000667
P63252,SMP0000667
P48050,SMP0000667
P48549,SMP0000667
P48544,SMP0000667
Q9UK17,SMP0000667
Q9NS61,SMP0000667
P22460,SMP0000667
Q12959,SMP0000667
P51787,SMP0000667
P15382,SMP0000667
Q9Y6J6,SMP0000667
Q12809,SMP0000667
Q5I7T1,SMP0000667
Q09428,SMP0000667
Q15842,SMP0000667
Q14654,SMP0000667
O60706,SMP0000667
O00180,SMP0000667
P32418,SMP0000667
Q9Y3Q4,SMP0000667
Q14524,SMP0000667
Q13425,SMP0000667
Q13884,SMP0000667
Q13424,SMP0000667
Q13936,SMP0000667
Q9NY47,SMP0000667
Q02641,SMP0000667
P08172,SMP0000667
Q92736,SMP0000667
P16615,SMP0000667
P26678,SMP0000667
P17612,SMP0000667
P10644,SMP0000667
P62158,SMP0000667
Q15746,SMP0000667
P30556,SMP0000667
Q9NQ66,SMP0000667
P02585,SMP0000667
P19237,SMP0000667
P13805,SMP0000667
P63316,SMP0000667
P19429,SMP0000667
P45379,SMP0000667
P48788,SMP0000667
P45378,SMP0000667
P09493,SMP0000667
P07951,SMP0000667
O95180,SMP0000667
O43497,SMP0000667
Q14643,SMP0000667
Q9NQ66,SMP0062884
P62873,SMP0062884
P59768,SMP0062884
P35367,SMP0062884
P50148,SMP0062884
Q14643,SMP0062884
P05771,SMP0062884
P19838,SMP0062884
P35372,SMP0000677
P17787,SMP0000677
P43681,SMP0000677
O00555,SMP0000677
Q02641,SMP0000677
Q9NY47,SMP0000677
Q9Y5Y9,SMP0000677
Q07699,SMP0000677
Q9NZV8,SMP0000677
Q9NS61,SMP0000677
P05023,SMP0000677
P50993,SMP0000677
P13637,SMP0000677
Q13733,SMP0000677
P05026,SMP0000677
P14415,SMP0000677
P54709,SMP0000677
B7ZKV8,SMP0000677
P54710,SMP0000677
P01189,SMP0000677
P01203,SMP0000677
P16519,SMP0000677
Q05586,SMP0000677
Q12879,SMP0000677
Q8TCU5,SMP0000677
P35348,SMP0000677
P08908,SMP0000677
P23975,SMP0000677
P31645,SMP0000677
Q01959,SMP0000677
P21728,SMP0000677
P24462,SMP0000638
Q9H4B7,SMP0000434
P68363,SMP0000434
P08183,SMP0000434
Q92887,SMP0000434
Q9UNQ0,SMP0000434
P33527,SMP0000434
Q9NPD5,SMP0000434
Q9NQ66,SMP0058813
P62873,SMP0058813
P59768,SMP0058813
P35367,SMP0058813
P50148,SMP0058813
Q14643,SMP0058813
P05771,SMP0058813
P19838,SMP0058813
P10635,SMP0000639
P05177,SMP0000639
P33261,SMP0000639
P08684,SMP0000639
Q9NQ66,SMP0059689
P62873,SMP0059689
P59768,SMP0059689
P35367,SMP0059689
P50148,SMP0059689
Q14643,SMP0059689
P05771,SMP0059689
P19838,SMP0059689
Q9H4B7,SMP0000435
P68363,SMP0000435
P08183,SMP0000435
Q9UNQ0,SMP0000435
Q92887,SMP0000435
P33527,SMP0000435
Q9NPD5,SMP0000435
A8E194,SMP0031696
P62993,SMP0031696
Q9UQC2,SMP0031696
Q07889,SMP0031696
P46108,SMP0031696
P46109,SMP0031696
P22681,SMP0031696
P27986,SMP0031696
P42229,SMP0031696
O60674,SMP0031696
Q13309,SMP0031696
P46527,SMP0031696
P42345,SMP0031696
P23443,SMP0031696
Q92934,SMP0031696
Q07817,SMP0031696
Q00987,SMP0031696
P04637,SMP0031696
P01106,SMP0031696
P00533,SMP0000475
P08588,SMP0000668
P05023,SMP0000668
P50993,SMP0000668
P13637,SMP0000668
Q13733,SMP0000668
P05026,SMP0000668
P14415,SMP0000668
P54709,SMP0000668
