Travel Date,No of Passengers,Class of Service,Departure Airport,Destination Airport,Cost of Booking excluding VAT,Airline,Dept.
08/02/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Delhi,£478.67,Virgin Atlantic Airways,DFID
23/01/2011,1,ECONOMY                  ,Lon Heathrow,Bishkek,£340.00,Turkish Airlines,DFID
25/01/2011,1,ECONOMY                  ,London City,Glasgow,£69.00,British Airways,DFID
18/01/2011,1,ECONOMY                  ,Lon Gatwick,Berlin East,£174.80,Easyjet,DFID
23/01/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£48.74,Easyjet,DFID
16/01/2011,1,ECONOMY                  ,Tunis,Lon Gatwick,£312.00,British Airways,DFID
08/02/2011,1,BUSINESS                 ,Khartoum,Lon Heathrow,"£1,000.00",Egyptair,DFID
01/02/2011,1,ECONOMY                  ,Lon Heathrow,Dulles,£704.00,Virgin Atlantic Airways,DFID
30/01/2011,1,ECONOMY                  ,Lon Heathrow,Islamabad Intl,£645.00,Pakistan Int'L Airlines,DFID
31/01/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£39.00,British Airways,DFID
31/01/2011,1,BUSINESS                 ,Lon Gatwick,Tbilisi,£559.00,Ukraine Int Airlines,DFID
18/01/2011,1,BUSINESS                 ,Tunis,Lon Heathrow,£316.00,Tunisair,DFID
18/01/2011,1,BUSINESS                 ,Tunis,Lon Heathrow,£316.00,Tunisair,DFID
02/02/2011,1,ECONOMY                  ,Glasgow,Newark Liberty,£126.40,Continental Airlines,DFID
23/01/2011,1,ECONOMY                  ,Lon Heathrow,Freetown,£595.00,British Midland,DFID
24/01/2011,1,ECONOMY                  ,Glasgow,London Stans,£41.44,Easyjet,DFID
31/01/2011,1,ECONOMY                  ,Lon Heathrow,Islamabad Intl,£495.00,Pakistan Int'L Airlines,DFID
18/02/2011,1,ECONOMY                  ,Edinburgh,Freetown,£621.00,British Midland,DFID
25/01/2011,1,ECONOMY                  ,Sanaa,Lon Heathrow,£250.00,Turkish Airlines,DFID
09/02/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£28.00,British Airways,DFID
21/02/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Johannesburg,£734.00,Virgin Atlantic Airways,DFID
06/06/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Johannesburg,£704.00,Virgin Atlantic Airways,DFID
09/03/2011,1,ECONOMY                  ,Khartoum,Lon Heathrow,£234.00,KLM UK,DFID
24/01/2011,1,ECONOMY                  ,Lon Heathrow,Islamabad Intl,£204.00,Saudi Arabian Airlines,DFID
04/02/2011,1,ECONOMY                  ,Geneva,Manchester,£230.00,British Airways,DFID
09/04/2011,1,ECONOMY                  ,Lon Heathrow,Alma Ata,£176.00,British Midland,DFID
29/01/2011,1,ECONOMY                  ,Lon Heathrow,Lilongwe,£405.00,Kenya Airways,DFID
23/01/2011,1,ECONOMY                  ,Nairobi,Entebbe-Kampala,£225.00,Kenya Airways,DFID
26/01/2011,1,ECONOMY                  ,Glasgow,Da Vinci,£50.00,KLM UK,DFID
27/01/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£44.00,British Airways,DFID
23/01/2011,1,BUSINESS                 ,Lon Heathrow,Kathmandu,"£1,079.00",Qatar Airways,DFID
25/01/2011,1,ECONOMY                  ,Lon Heathrow,Geneva,£311.00,British Airways,DFID
02/04/2011,1,ECONOMY                  ,Lon Heathrow,Johannesburg,£507.00,Virgin Atlantic Airways,DFID
02/04/2011,1,ECONOMY                  ,Lon Heathrow,Johannesburg,£507.00,Virgin Atlantic Airways,DFID
20/01/2011,1,BUSINESS                 ,Lon Heathrow,Geneva,£342.00,Swiss International Airlines,DFID
21/01/2011,1,PREMIUM ECONOMY          ,Dubai,Lon Heathrow,£75.00,British Airways,DFID
24/01/2011,1,ECONOMY                  ,Lon Heathrow,Islamabad Intl,-£231.16,Saudi Arabian Airlines,DFID
08/04/2011,1,ECONOMY                  ,Lon Heathrow,Kathmandu,-£609.16,Jet Airways,DFID
08/04/2011,1,ECONOMY                  ,Lon Heathrow,Kathmandu,-£609.16,Jet Airways,DFID
03/02/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£38.44,Easyjet,DFID
19/01/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£49.44,Easyjet,DFID
14/02/2011,1,ECONOMY                  ,Dubai,Glasgow,"£2,301.00",Emirates,DFID
07/02/2011,1,BUSINESS                 ,Glasgow,Addis Ababa,"£1,137.00",British Midland,DFID
24/01/2011,1,ECONOMY                  ,Belfast Harb,Lon Heathrow,£225.00,British Midland,DFID
18/01/2011,1,ECONOMY                  ,Lon Heathrow,Manila,£0.00,Emirates,DFID
02/05/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Johannesburg,£704.00,Virgin Atlantic Airways,DFID
21/01/2011,1,ECONOMY                  ,Lon Heathrow,Islamabad Intl,£310.00,Etihad Airways,DFID
08/04/2011,1,ECONOMY                  ,Lon Heathrow,Kathmandu,£582.00,Jet Airways,DFID
05/02/2011,1,ECONOMY                  ,Lon Heathrow,Dulles,£138.00,British Airways,DFID
25/01/2011,1,ECONOMY                  ,Lon Gatwick,Islamabad Intl,£385.37,Emirates,DFID
22/01/2011,1,ECONOMY                  ,Lon Heathrow,Dubai,£390.00,Emirates,DFID
10/02/2011,1,ECONOMY                  ,Johannesburg,Lon Heathrow,£341.00,Emirates,DFID
26/01/2011,1,ECONOMY                  ,Glasgow,London Stans,£86.03,Easyjet,DFID
02/02/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£60.43,Easyjet,DFID
07/02/2011,1,BUSINESS                 ,Glasgow,Addis Ababa,"£1,137.00",British Midland,DFID
07/02/2011,1,BUSINESS                 ,Edinburgh,Addis Ababa,"£1,137.00",British Midland,DFID
05/02/2011,1,ECONOMY                  ,Islamabad Intl,Lon Heathrow,£234.00,Qatar Airways,DFID
25/01/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£54.00,British Airways,DFID
28/01/2011,1,ECONOMY                  ,Maputo,Lon Heathrow,£465.00,South African Airways,DFID
28/01/2011,1,ECONOMY                  ,Maputo,Lon Heathrow,£465.00,South African Airways,DFID
28/01/2011,1,ECONOMY                  ,Maputo,Lon Heathrow,£349.00,South African Airways,DFID
08/04/2011,1,ECONOMY                  ,Lon Heathrow,Kathmandu,£582.00,Jet Airways,DFID
25/01/2011,1,ECONOMY                  ,Lon Heathrow,Geneva,£526.00,British Airways,DFID
20/01/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£94.00,British Airways,DFID
18/02/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Johannesburg,£764.00,Virgin Atlantic Airways,DFID
30/01/2011,1,BUSINESS                 ,Lon Heathrow,Nairobi,£100.00,Kenya Airways,DFID
25/01/2011,1,ECONOMY                  ,Lon Heathrow,Geneva,£154.00,British Midland,DFID
20/01/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£147.43,Easyjet,DFID
29/01/2011,1,ECONOMY                  ,Lon Heathrow,Accra,£242.00,British Airways,DFID
20/02/2011,1,ECONOMY                  ,Lon Heathrow,Nairobi,"£1,500.00",Kenya Airways,DFID
30/01/2011,1,ECONOMY                  ,Manchester,Lon Heathrow,£169.00,British Airways,DFID
03/02/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£51.00,British Airways,DFID
18/02/2011,1,ECONOMY                  ,Lon Heathrow,Newark Liberty,£220.00,Continental Airlines,DFID
23/01/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£101.43,Easyjet,DFID
23/01/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£104.03,Easyjet,DFID
29/01/2011,1,ECONOMY                  ,Luton Engla,Glasgow,£52.43,Easyjet,DFID
30/01/2011,1,BUSINESS                 ,Lon Heathrow,Nairobi,£100.00,Kenya Airways,DFID
24/01/2011,1,ECONOMY                  ,Lon Heathrow,Delhi,£176.00,Virgin Atlantic Airways,DFID
24/01/2011,1,ECONOMY                  ,Lon Heathrow,Delhi,£176.00,Virgin Atlantic Airways,DFID
12/02/2011,1,ECONOMY                  ,Lon Heathrow,Kathmandu,£436.00,Qatar Airways,DFID
26/01/2011,1,ECONOMY                  ,London City,Glasgow,£100.00,British Airways,DFID
11/02/2011,1,ECONOMY                  ,Dubai,Glasgow,"£2,301.00",Emirates,DFID
23/01/2011,1,ECONOMY                  ,Lon Heathrow,Jakarta Ind,£400.00,Emirates,DFID
27/01/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£199.00,British Midland,DFID
03/02/2011,1,ECONOMY                  ,Lon Gatwick,Geneva,£170.84,Easyjet,DFID
03/02/2011,1,ECONOMY                  ,Lon Gatwick,Geneva,£170.84,Easyjet,DFID
01/04/2011,1,BUSINESS                 ,Dubai,Lon Heathrow,"£2,296.00",Emirates,DFID
26/01/2011,1,PREMIUM ECONOMY          ,Dubai,Lon Heathrow,£278.00,Virgin Atlantic Airways,DFID
19/02/2011,1,ECONOMY                  ,Abuja,Sharm El Sheikh,£532.00,Egyptair,DFID
31/01/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£15.00,British Airways,DFID
19/02/2011,1,ECONOMY                  ,Abuja,Sharm El Sheikh,£532.00,Egyptair,DFID
20/01/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£119.00,British Airways,DFID
26/01/2011,1,ECONOMY                  ,Abuja,Lon Heathrow,£256.00,British Airways,DFID
15/02/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£89.00,British Midland,DFID
26/01/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£36.00,British Airways,DFID
25/01/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£112.00,British Airways,DFID
02/02/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£75.00,British Midland,DFID
09/04/2011,1,ECONOMY                  ,Lon Heathrow,Kathmandu,£555.00,Jet Airways,DFID
09/04/2011,1,ECONOMY                  ,Lon Heathrow,Kathmandu,£555.00,Jet Airways,DFID
11/02/2011,1,ECONOMY                  ,Dubai,Lon Gatwick,"£2,121.00",Emirates,DFID
20/01/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£119.00,British Airways,DFID
16/01/2011,1,ECONOMY                  ,Geneva,Lon Heathrow,£60.00,British Airways,DFID
20/01/2011,1,ECONOMY                  ,Lon Gatwick,Geneva,£100.00,Easyjet,DFID
22/01/2011,1,ECONOMY                  ,Lon Heathrow,Islamabad Intl,£610.00,Pakistan Int'L Airlines,DFID
31/03/2011,1,ECONOMY                  ,Kennedy Ny,Paris Cdg,£499.00,Air France,DFID
06/02/2011,1,ECONOMY                  ,Lon Heathrow,Sarajevo,£114.00,British Airways,DFID
25/01/2011,1,ECONOMY                  ,Lon Heathrow,Geneva,£75.00,British Airways,DFID
04/02/2011,1,ECONOMY                  ,Brussels,Freetown,£679.00,Sn Brussels Airlines,DFID
18/03/2011,1,ECONOMY                  ,Lon Heathrow,Malpensa,£41.00,British Airways,DFID
09/02/2011,1,ECONOMY                  ,Lon Heathrow,Delhi,£264.00,British Airways,DFID
14/02/2011,1,ECONOMY                  ,Lon Gatwick,Pristina,£100.00,Malev,DFID
03/02/2011,1,ECONOMY                  ,London Stans,Glasgow,£24.43,Easyjet,DFID
28/01/2011,1,ECONOMY                  ,Glasgow,London Stans,£31.44,Easyjet,DFID
18/01/2011,1,ECONOMY                  ,Edinburgh,Geneva,£49.20,Easyjet,DFID
25/03/2011,1,ECONOMY                  ,Providenciales,Providenciales,£0.00,American Airlines,DFID
26/03/2011,1,ECONOMY                  ,Kennedy Ny,Paris Cdg,£30.00,Air France,DFID
26/03/2011,1,ECONOMY                  ,Kennedy Ny,Paris Cdg,£515.00,Air France,DFID
26/03/2011,1,ECONOMY                  ,Kennedy Ny,Paris Cdg,£515.00,Air France,DFID
11/03/2011,1,ECONOMY                  ,Ndjili,Edinburgh,£548.00,Sn Brussels Airlines,DFID
17/01/2011,1,PREMIUM ECONOMY          ,Washington National,Lon Heathrow,£341.00,British Airways,DFID
25/01/2011,1,ECONOMY                  ,Lon Heathrow,Geneva,£60.00,British Airways,DFID
02/02/2011,1,ECONOMY                  ,Edinburgh,Geneva,£100.00,Easyjet,DFID
09/02/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£50.00,British Midland,DFID
25/01/2011,1,ECONOMY                  ,London City,Glasgow,£79.00,British Airways,DFID
29/01/2011,1,ECONOMY                  ,Kano,Lon Heathrow,£314.00,KLM UK,DFID
25/01/2011,1,BUSINESS                 ,Lon Heathrow,Dubai,"£4,546.00",Emirates,DFID
31/01/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£60.00,British Airways,DFID
20/01/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£48.18,Easyjet,DFID
15/02/2011,1,ECONOMY                  ,Luton Engla,Glasgow,£37.03,Easyjet,DFID
22/01/2011,1,ECONOMY                  ,Lon Heathrow,Islamabad Intl,£0.00,Etihad Airways,DFID
27/02/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£13.00,British Airways,DFID
13/02/2011,1,ECONOMY                  ,Entebbe-Kampala,Ankara Turke,£376.00,Turkish Airlines,DFID
02/02/2011,1,ECONOMY                  ,Glasgow,Newark Liberty,£721.00,Continental Airlines,DFID
28/02/2011,1,ECONOMY                  ,Lon Heathrow,Cairo,£126.00,British Midland,DFID
31/01/2011,1,BUSINESS                 ,Addis Ababa,London City,"£1,392.00",Lufthansa German Airlines,DFID
31/01/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£42.00,British Airways,DFID
13/02/2011,1,ECONOMY                  ,Entebbe-Kampala,Ankara Turke,£383.00,Turkish Airlines,DFID
06/02/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£36.00,British Airways,DFID
03/02/2011,1,ECONOMY                  ,Glasgow,Amsterdam,£424.00,KLM UK,DFID
13/02/2011,1,ECONOMY                  ,Lon Heathrow,Tunis,£50.00,Air France,DFID
08/02/2011,1,ECONOMY                  ,Lon Heathrow,Delhi,£372.00,Kingfisher Airlines Ltd,DFID
26/01/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£69.00,British Airways,DFID
25/01/2011,1,BUSINESS                 ,Lon Heathrow,Islamabad Intl,£770.00,Etihad Airways,DFID
13/02/2011,1,ECONOMY                  ,Entebbe-Kampala,Ankara Turke,-£403.16,Turkish Airlines,DFID
02/02/2011,1,ECONOMY                  ,Edinburgh,Geneva,£100.00,Easyjet,DFID
03/02/2011,1,ECONOMY                  ,Da Vinci,Lon Gatwick,£158.48,Easyjet,DFID
02/02/2011,1,ECONOMY                  ,Edinburgh,Lon Gatwick,£26.44,Easyjet,DFID
06/02/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£60.00,British Airways,DFID
28/01/2011,1,ECONOMY                  ,Dubai,Lon Heathrow,£410.00,Emirates,DFID
22/02/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£14.00,British Midland,DFID
28/02/2011,1,ECONOMY                  ,Lon Heathrow,Cairo,£126.00,British Midland,DFID
28/01/2011,1,BUSINESS                 ,Lon Heathrow,Dubai,"£2,849.00",Emirates,DFID
26/01/2011,1,ECONOMY                  ,Luton Engla,Edinburgh,£51.44,Easyjet,DFID
02/02/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£36.74,Easyjet,DFID
28/01/2011,1,BUSINESS                 ,Lon Heathrow,Addis Ababa,"£1,630.00",Ethiopian Airlines,DFID
26/01/2011,1,BUSINESS                 ,Lon Heathrow,Geneva,£248.00,Swiss International Airlines,DFID
31/01/2011,1,ECONOMY                  ,Lon Heathrow,Kishinev,£774.00,Malev,DFID
13/02/2011,1,ECONOMY                  ,Entebbe-Kampala,Ankara Turke,£376.00,Turkish Airlines,DFID
11/03/2011,1,ECONOMY                  ,Abuja,Lon Heathrow,£251.00,British Airways,DFID
11/03/2011,1,ECONOMY                  ,Abuja,Lon Heathrow,£251.00,British Airways,DFID
25/01/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£56.44,Easyjet,DFID
13/02/2011,1,ECONOMY                  ,Entebbe-Kampala,Ankara Turke,£282.00,Turkish Airlines,DFID
26/01/2011,1,ECONOMY                  ,Lon Gatwick,Tunis,£140.00,British Airways,DFID
26/01/2011,1,ECONOMY                  ,Lon Gatwick,Tunis,£140.00,British Airways,DFID
26/01/2011,1,ECONOMY                  ,Lon Gatwick,Tunis,£140.00,British Airways,DFID
26/01/2011,1,ECONOMY                  ,London City,Glasgow,£60.00,British Airways,DFID
25/01/2011,1,ECONOMY                  ,Edinburgh,Geneva,£107.43,Easyjet,DFID
24/01/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£91.44,Easyjet,DFID
25/01/2011,1,ECONOMY                  ,Lon Heathrow,Geneva,£73.00,Swiss International Airlines,DFID
31/01/2011,1,BUSINESS                 ,Addis Ababa,London City,"£1,023.00",Lufthansa German Airlines,DFID
04/02/2011,1,ECONOMY                  ,Dubai,Lon Gatwick,"£2,913.00",Emirates,DFID
26/01/2011,1,ECONOMY                  ,Lon Gatwick,Tunis,£140.00,British Airways,DFID
26/01/2011,1,ECONOMY                  ,Lon Gatwick,Tunis,£140.00,British Airways,DFID
11/03/2011,1,ECONOMY                  ,Abuja,Lon Heathrow,£251.00,British Airways,DFID
11/03/2011,1,ECONOMY                  ,Abuja,Lon Heathrow,£251.00,British Airways,DFID
05/02/2011,1,ECONOMY                  ,Lon Heathrow,Lilongwe,£405.00,Kenya Airways,DFID
24/01/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£55.89,Easyjet,DFID
04/02/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£46.44,Easyjet,DFID
14/02/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£48.43,Easyjet,DFID
30/01/2011,1,BUSINESS                 ,Lon Heathrow,Bujumbura,"£2,140.00",Sn Brussels Airlines,DFID
05/02/2011,1,ECONOMY                  ,Bujumbura,Kigali,£108.00,Hahn Air,DFID
02/02/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£50.00,British Midland,DFID
31/01/2011,1,ECONOMY                  ,Glasgow,Zurich,£516.00,British Midland,DFID
26/01/2011,1,ECONOMY                  ,London City,Glasgow,£10.00,British Airways,DFID
31/01/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£60.00,British Airways,DFID
07/02/2011,1,ECONOMY                  ,Vienna,Lon Heathrow,£142.00,Austrian Airlines,DFID
26/01/2011,1,ECONOMY                  ,Edinburgh,Lon Gatwick,£183.43,Easyjet,DFID
24/02/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£50.03,Easyjet,DFID
31/01/2011,1,ECONOMY                  ,Geneva,Lon Gatwick,£200.00,Easyjet,DFID
31/01/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£93.00,British Airways,DFID
26/01/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£199.00,British Midland,DFID
26/01/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£199.00,British Midland,DFID
25/01/2011,1,ECONOMY                  ,Lon Heathrow,Geneva,£391.00,British Airways,DFID
31/01/2011,1,ECONOMY                  ,Lon Heathrow,Kishinev,£182.00,Austrian Airlines,DFID
16/02/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£82.00,British Midland,DFID
02/03/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£25.00,British Airways,DFID
30/01/2011,1,PREMIUM ECONOMY          ,Glasgow,Lusaka,"£1,392.00",British Airways,DFID
07/02/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£50.03,Easyjet,DFID
03/02/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£82.43,Easyjet,DFID
26/01/2011,1,BUSINESS                 ,Lon Heathrow,Islamabad Intl,£0.00,Etihad Airways,DFID
25/01/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£123.00,British Airways,DFID
28/01/2011,1,ECONOMY                  ,Lon Heathrow,Cologne-Bonn,£188.00,Lufthansa German Airlines,DFID
02/02/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£7.00,British Midland,DFID
26/01/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£199.00,British Midland,DFID
25/01/2011,1,ECONOMY                  ,Lon Heathrow,Geneva,£342.00,British Airways,DFID
31/01/2011,1,ECONOMY                  ,Belfast Harb,Lon Heathrow,£124.00,British Midland,DFID
31/01/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£199.00,British Midland,DFID
25/01/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£57.00,British Midland,DFID
07/02/2011,1,ECONOMY                  ,Brussels,Pristina,£286.00,Malev,DFID
12/02/2011,1,ECONOMY                  ,Dubai,Lon Gatwick,£506.00,Emirates,DFID
21/02/2011,1,ECONOMY                  ,Lon Heathrow,Entebbe-Kampala,£412.00,Kenya Airways,DFID
17/02/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£14.00,British Airways,DFID
09/02/2011,1,ECONOMY                  ,Lon Heathrow,Delhi,£841.00,British Airways,DFID
03/02/2011,1,ECONOMY                  ,Glasgow,Amsterdam,£424.00,KLM UK,DFID
14/03/2011,1,ECONOMY                  ,Lon Heathrow,Addis Ababa,£300.00,Ethiopian Airlines,DFID
06/02/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£63.00,British Airways,DFID
31/01/2011,1,ECONOMY                  ,Luton Engla,Glasgow,£57.43,Easyjet,DFID
28/01/2011,1,ECONOMY                  ,Lon Heathrow,Cologne-Bonn,£188.00,Lufthansa German Airlines,DFID
04/02/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£61.44,Easyjet,DFID
08/02/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£45.03,Easyjet,DFID
25/01/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£69.00,British Airways,DFID
07/02/2011,1,ECONOMY                  ,Lon Heathrow,Delhi,£264.00,British Airways,DFID
