Organisation,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
Rochdale,28/05/2014,HEALEY CARE LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£1,292.40"
Rochdale,28/05/2014,HEALEY CARE LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£580.00
Rochdale,28/05/2014,HEALEY CARE LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£3,045.00"
Rochdale,27/05/2014,LEYTON HEALTHCARE GROUP LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£1,792.00"
Rochdale,30/04/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£505.50
Rochdale,30/04/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£505.50
Rochdale,30/04/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£505.50
Rochdale,30/04/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£505.50
Rochdale,01/05/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£506.25
Rochdale,01/05/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£505.50
Rochdale,01/05/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£674.00
Rochdale,01/05/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£505.50
Rochdale,01/05/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£674.00
Rochdale,08/05/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£565.62
Rochdale,27/05/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£891.34
Rochdale,27/05/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£842.50
Rochdale,27/05/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£505.50
Rochdale,27/05/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£505.50
Rochdale,30/05/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£842.50
Rochdale,30/04/2014,SEVA SUPPORT LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£611.52
Rochdale,13/05/2014,SEVA SUPPORT LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£575.52
Rochdale,20/05/2014,SEVA SUPPORT LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£599.04
Rochdale,28/04/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,£575.80
Rochdale,29/04/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,£879.23
Rochdale,06/05/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,£663.22
Rochdale,12/05/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"£1,714.37"
Rochdale,12/05/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,£676.12
Rochdale,12/05/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"£1,361.61"
Rochdale,13/05/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,£570.96
Rochdale,22/05/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"£1,120.80"
Rochdale,30/05/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"£1,350.02"
Rochdale,20/05/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NON MAINTAINED POST 16,"£10,751.51"
Rochdale,06/05/2014,ABLE CARE (OLDHAM) LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,£519.96
Rochdale,30/04/2014,BRAMBLETON LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£10,632.73"
Rochdale,12/05/2014,BRAMBLETON LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£10,672.73"
Rochdale,16/05/2014,BRAMBLETON LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£10,566.56"
Rochdale,23/05/2014,BRAMBLETON LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£10,503.42"
Rochdale,30/05/2014,BRAMBLETON LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£10,226.94"
Rochdale,30/04/2014,CARE 4 U,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£8,631.56"
Rochdale,12/05/2014,CARE 4 U,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£8,876.78"
Rochdale,16/05/2014,CARE 4 U,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£8,521.74"
Rochdale,23/05/2014,CARE 4 U,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£8,757.42"
Rochdale,30/05/2014,CARE 4 U,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£8,492.10"
Rochdale,30/04/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,091.42"
Rochdale,12/05/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,485.24"
Rochdale,16/05/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,489.71"
Rochdale,20/05/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,£554.60
Rochdale,20/05/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,057.63"
Rochdale,20/05/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,£506.89
Rochdale,20/05/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,356.24"
Rochdale,20/05/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,402.12"
Rochdale,21/05/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£36,426.84"
Rochdale,23/05/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,327.92"
Rochdale,30/05/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,131.82"
Rochdale,30/04/2014,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,452.83"
Rochdale,12/05/2014,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,710.84"
Rochdale,16/05/2014,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,624.36"
Rochdale,23/05/2014,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,747.18"
Rochdale,30/05/2014,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,669.23"
Rochdale,30/04/2014,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,409.20"
Rochdale,12/05/2014,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,465.44"
Rochdale,16/05/2014,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,657.68"
Rochdale,23/05/2014,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,711.88"
Rochdale,30/05/2014,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,592.11"
Rochdale,30/04/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,449.01"
Rochdale,12/05/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,437.04"
Rochdale,16/05/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,709.06"
Rochdale,23/05/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,515.80"
Rochdale,30/05/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,578.53"
Rochdale,30/04/2014,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,473.31"
Rochdale,12/05/2014,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£5,056.32"
Rochdale,16/05/2014,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£5,520.18"
Rochdale,23/05/2014,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£5,205.12"
Rochdale,30/05/2014,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£5,063.63"
Rochdale,30/04/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,312.98"
Rochdale,12/05/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,182.86"
Rochdale,16/05/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,266.29"
Rochdale,23/05/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,104.70"
Rochdale,30/05/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,060.45"
Rochdale,09/05/2014,H G CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,£533.89
Rochdale,09/05/2014,H G CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,£635.39
Rochdale,13/05/2014,H G CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,£542.24
Rochdale,13/05/2014,H G CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,356.04"
Rochdale,30/04/2014,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,808.46"
Rochdale,12/05/2014,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,914.02"
Rochdale,16/05/2014,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,786.33"
Rochdale,23/05/2014,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,628.20"
Rochdale,30/05/2014,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,864.49"
Rochdale,13/05/2014,HURSTEAD HOUSE CARE HOME,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£12,657.63"
Rochdale,30/04/2014,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,682.87"
Rochdale,12/05/2014,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,571.83"
Rochdale,16/05/2014,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,368.83"
Rochdale,30/04/2014,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,405.46"
Rochdale,12/05/2014,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,485.44"
Rochdale,16/05/2014,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£8,612.07"
Rochdale,23/05/2014,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,504.73"
Rochdale,30/05/2014,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,281.84"
Rochdale,30/04/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,237.89"
Rochdale,12/05/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,225.71"
Rochdale,16/05/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,286.21"
Rochdale,23/05/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,268.55"
Rochdale,30/05/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,305.49"
Rochdale,30/04/2014,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,071.29"
Rochdale,12/05/2014,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,109.05"
Rochdale,16/05/2014,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,192.51"
Rochdale,23/05/2014,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,272.19"
Rochdale,30/05/2014,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,355.79"
Rochdale,30/04/2014,SUNSHINE CARE ROCHDALE CIC,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,£500.40
Rochdale,30/04/2014,THE MEARS GROUP,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,281.09"
Rochdale,12/05/2014,THE MEARS GROUP,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,089.46"
Rochdale,16/05/2014,THE MEARS GROUP,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,439.23"
Rochdale,23/05/2014,THE MEARS GROUP,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,147.92"
Rochdale,30/05/2014,THE MEARS GROUP,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,270.53"
Rochdale,30/04/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OPERATIONAL MANAGER 1 H & C,£560.00
Rochdale,29/04/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OPERATIONAL MANAGER 1 H & C,"£3,246.00"
Rochdale,28/05/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OPERATIONAL MANAGER 1 H & C,"£3,246.00"
Rochdale,20/05/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN NON MAINTAINED,"£10,776.62"
Rochdale,08/05/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN OLA SPECIAL,£630.00
Rochdale,08/05/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN OLA SPECIAL,£630.00
Rochdale,20/05/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN OLA SPECIAL,£630.00
Rochdale,20/05/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN OLA SPECIAL,£630.00
Rochdale,21/05/2014,TRAFFORD MBC,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN OLA SPECIAL,"£7,628.60"
Rochdale,28/05/2014,BOLTON M B C,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SCHOOLS BUSINESS UNIT,"£1,443.28"
Rochdale,06/05/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"£216,020.00"
Rochdale,27/05/2014,BROADBERRY CARE SOLUTIONS,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS CAPITAL,"£4,289.00"
Rochdale,01/05/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£7,017.50"
Rochdale,01/05/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£4,916.66"
Rochdale,27/05/2014,POSSUM LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,SPRINGHILL EMI UNIT,£689.00
Rochdale,08/05/2014,CHILDCARE VOUCHERS LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,ST THOMAS MORE,"£50,023.23"
Rochdale,09/05/2014,THE LEAVING CARE COMPANY LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,"£2,235.54"
Rochdale,28/05/2014,THE LEAVING CARE COMPANY LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,£790.71
Rochdale,01/05/2014,J S C PLAY SERVICES LIMITED,Sports & Playground Equipment & Maintenance,ECONOMY AND ENVIRONMENT,PLAYGROUND REPLACEMENT EQUIP,"£18,120.00"
Rochdale,12/05/2014,KOMPAN (UK) LIMITED,Sports & Playground Equipment & Maintenance,ECONOMY AND ENVIRONMENT,PLAYGROUND SERVICES,£527.54
Rochdale,13/05/2014,KOMPAN (UK) LIMITED,Sports & Playground Equipment & Maintenance,ECONOMY AND ENVIRONMENT,PLAYGROUND SERVICES,"£1,131.78"
Rochdale,12/05/2014,NORTHGATE INFORMATION SOLUTIONS UK LTD,Stationery,FINANCE SERVICES,BLUE BADGES,"£1,534.41"
Rochdale,12/05/2014,OFFICE DEPOT UK LIMITED,Stationery,CUSTOMERS & CORPORATE SERVICES,LEGAL & DEMOCRATIC GENERAL,"£1,124.52"
Rochdale,02/05/2014,NORTHGATE INFORMATION SOLUTIONS UK LTD,Stationery,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,£950.00
Rochdale,14/05/2014,OFFICE DEPOT UK LIMITED,Stationery,CUSTOMERS & CORPORATE SERVICES,REG ELECTORS GENERAL,"£2,700.54"
Rochdale,29/05/2014,NSL LIMITED,Street & Traffic Management,PROPERTY AND HIGHWAYS,DECRIMINALISATION OF CAR PARKING,"£33,350.12"
Rochdale,29/05/2014,NSL LIMITED,Street & Traffic Management,PROPERTY AND HIGHWAYS,DECRIMINALISATION OF CAR PARKING,"£6,148.00"
Rochdale,16/05/2014,ROAD SAFETY SERVICE LIMITED,Street & Traffic Management,PROPERTY AND HIGHWAYS,STREET CLOSURE ORDERS,"£1,124.00"
Rochdale,01/05/2014,REDACTED - PERSONAL DATA,Unclassifiable,LEARNING DIS & MENTAL HEALTH,AP RESPITE,£606.76
Rochdale,29/05/2014,CASTLEMERE COMMUNITY CENTRE,Unclassifiable,EARLY HELP AND SCHOOLS,CASTLEMERE CHILDRENS CENTRE,"£10,807.25"
Rochdale,01/05/2014,STEPHEN BURKE,Unclassifiable,ECONOMY AND ENVIRONMENT,COUNTRYSIDE OPERATIONS,£900.00
Rochdale,27/05/2014,REDACTED - PERSONAL DATA,Unclassifiable,LEARNING DIS & MENTAL HEALTH,DIRECT PAYMENTS TO CARERS,£500.00
Rochdale,21/05/2014,D W TAYLOR                           (S),Unclassifiable,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,417.00"
Rochdale,27/05/2014,D W TAYLOR                           (S),Unclassifiable,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£4,389.00"
Rochdale,14/05/2014,MICK TAYLOR LIMITED          (S),Unclassifiable,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,875.42"
Rochdale,01/05/2014,A & W DAWSON,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£613.40
Rochdale,09/05/2014,A & W DAWSON,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£719.00
Rochdale,09/05/2014,A & W DAWSON,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£500.00
